age_years,gender_id,district_id,police_station_id,initial_gravity_offence_id,initial_crime_major_head_id,initial_crime_minor_head_id,initial_hour_of_day,initial_day_of_week,initial_month,initial_is_weekend,initial_is_night_time,initial_co_offender_count,recidivism_flag
74,3,8,3,2,2,2,4,2,7,0,1,1,0
30,1,11,17,2,2,12,9,6,5,1,0,2,1
37,1,14,12,1,5,11,9,2,7,0,0,2,0
52,1,16,4,1,1,5,12,2,4,0,0,2,0
72,1,3,8,1,1,5,2,6,5,1,1,1,0
74,1,7,20,2,5,11,15,0,2,0,0,1,0
75,1,10,15,2,2,2,21,3,6,0,0,1,0
30,2,2,5,1,3,4,5,2,4,0,1,2,1
43,2,12,14,2,4,10,17,6,9,1,0,1,0
58,2,2,5,2,1,6,0,2,6,0,1,1,0
67,2,2,5,2,3,4,16,1,7,0,0,3,0
70,2,12,14,1,3,8,19,3,1,0,0,1,0
74,2,1,19,1,2,12,23,2,3,0,1,1,0
21,3,17,6,1,2,12,13,1,11,0,0,1,0
26,3,20,9,2,3,4,6,6,3,1,0,2,0
30,3,18,13,2,1,7,0,1,1,0,1,2,1
36,3,2,5,2,1,6,18,6,7,1,0,3,0
39,3,9,10,2,4,10,12,5,9,1,0,1,0
42,3,4,11,2,1,7,4,3,10,0,1,2,0
47,3,5,16,2,4,10,6,2,3,0,0,1,0
68,3,10,15,2,1,5,6,6,11,1,0,2,0
69,3,9,10,1,1,6,2,0,6,0,1,1,0
29,1,2,5,1,5,11,14,5,8,1,0,2,0
30,1,4,11,1,3,8,15,0,2,0,0,2,1
32,1,12,14,2,1,6,14,2,10,0,0,3,0
36,1,9,10,2,2,3,20,3,5,0,0,3,0
41,1,15,1,2,3,8,5,5,1,1,1,2,0
46,1,13,2,2,2,12,11,4,8,0,0,2,0
51,1,20,9,1,3,8,12,6,6,1,0,2,0
53,1,4,11,1,1,7,23,0,1,0,1,2,1
62,1,1,19,1,1,5,6,1,4,0,0,1,0
63,1,17,6,2,5,9,17,0,6,0,0,2,1
26,2,18,13,1,2,3,17,5,4,1,0,1,0
28,2,18,13,2,1,7,18,3,8,0,0,2,0
30,2,9,10,2,4,10,11,5,2,1,0,2,1
32,2,18,13,1,3,8,5,0,1,0,1,2,0
38,2,16,4,2,1,5,9,0,12,0,0,2,0
29,3,10,15,2,5,1,12,5,1,1,0,1,0
30,3,8,3,2,1,5,18,4,3,0,0,3,1
31,3,13,2,1,1,5,0,5,1,1,1,1,0
32,3,12,14,1,4,10,17,1,1,0,0,2,0
33,3,15,1,1,5,11,20,2,2,0,0,1,0
37,3,8,3,1,1,5,4,6,8,1,1,2,0
51,3,11,17,1,5,9,10,2,1,0,0,1,0
53,3,14,12,2,1,7,18,1,9,0,0,1,0
57,3,19,7,2,3,4,16,1,5,0,0,1,0
60,3,6,18,2,5,1,9,4,10,0,0,3,0
65,3,19,7,1,5,9,19,6,10,1,0,1,0
30,1,11,17,2,5,11,15,5,1,1,0,1,1
39,1,14,12,2,5,1,9,3,8,0,0,1,0
42,1,16,4,1,2,3,11,0,4,0,0,2,0
60,1,12,14,1,2,2,11,1,4,0,0,2,0
66,1,5,16,1,4,10,15,2,12,0,0,1,0
73,1,7,20,1,1,6,3,1,1,0,1,3,0
30,2,19,7,1,2,12,17,6,1,1,0,2,1
36,2,8,3,1,3,4,12,4,3,0,0,1,0
53,2,18,13,1,2,2,0,3,10,0,1,1,0
55,2,7,20,2,3,4,12,4,8,0,0,2,0
60,2,4,11,1,2,2,18,5,12,1,0,2,0
61,2,2,5,1,1,5,12,1,2,0,0,1,0
65,2,9,10,2,1,6,13,5,4,1,0,2,0
21,3,8,3,2,5,11,18,1,11,0,0,3,0
30,3,5,16,1,5,11,15,3,6,0,0,2,1
41,3,8,3,2,4,10,16,3,5,0,0,2,0
42,3,12,14,2,2,2,9,3,10,0,0,2,0
49,3,2,5,1,5,11,21,6,2,1,0,1,0
60,3,12,14,2,5,1,4,1,7,0,1,1,1
72,3,8,3,2,1,7,1,1,3,0,1,1,0
21,1,20,9,1,5,11,11,4,11,0,0,3,0
24,1,1,19,1,2,12,19,6,3,1,0,1,0
30,1,17,6,2,3,8,2,2,8,0,1,3,1
35,1,11,17,1,5,11,22,3,5,0,1,3,0
45,1,12,14,2,5,1,7,2,11,0,0,2,0
49,1,18,13,2,5,9,15,6,12,1,0,3,0
72,1,10,15,1,2,12,22,4,4,0,1,1,0
27,2,19,7,1,2,3,11,1,5,0,0,1,0
30,2,3,8,2,3,4,9,3,9,0,0,2,1
32,2,17,6,1,1,5,21,5,6,1,0,3,0
39,2,11,17,1,5,11,15,4,8,0,0,2,0
58,2,2,5,2,1,6,18,3,5,0,0,1,1
66,2,6,18,1,2,12,15,3,1,0,0,1,0
72,2,15,1,2,2,2,8,5,11,1,0,3,0
18,3,18,13,1,1,5,10,1,5,0,0,3,0
30,3,15,1,2,5,11,14,5,12,1,0,1,1
38,3,12,14,2,3,4,10,2,11,0,0,3,1
48,3,3,8,2,1,7,20,1,11,0,0,1,0
68,3,11,17,2,1,7,7,2,12,0,0,3,0
18,1,7,20,2,3,4,9,4,3,0,0,2,0
19,1,9,10,1,1,7,21,4,3,0,0,2,0
26,1,6,18,2,4,10,1,1,3,0,1,2,0
30,1,12,14,1,5,9,8,2,2,0,0,2,1
43,1,9,10,2,4,10,18,6,5,1,0,1,0
58,1,16,4,1,1,7,23,6,2,1,1,1,0
22,2,17,6,1,2,3,13,5,6,1,0,1,0
30,2,14,12,1,3,8,15,0,2,0,0,2,1
35,2,7,20,1,1,6,20,2,2,0,0,2,0
36,2,14,12,2,2,2,2,3,11,0,1,3,0
44,2,14,12,2,5,11,15,0,4,0,0,3,0
65,2,10,15,1,5,11,6,4,6,0,0,1,0
72,2,1,19,2,2,3,5,3,6,0,1,3,0
25,3,14,12,2,2,2,1,2,5,0,1,2,0
30,3,17,6,1,4,10,7,1,3,0,0,2,1
31,3,12,14,1,2,3,9,4,1,0,0,2,0
33,3,13,2,1,2,3,5,4,1,0,1,1,0
72,3,2,5,1,5,11,23,3,10,0,1,2,0
30,1,17,6,2,2,3,23,6,1,1,1,3,1
34,1,2,5,2,2,2,19,4,8,0,0,2,0
36,1,8,3,1,1,5,3,6,10,1,1,1,0
65,1,2,5,2,5,11,15,3,6,0,0,1,0
71,1,10,15,1,2,12,18,6,1,1,0,1,0
19,2,20,9,2,1,7,22,5,6,1,1,3,0
26,2,2,5,2,2,3,2,6,8,1,1,1,0
30,2,17,6,2,5,11,20,0,7,0,0,3,1
31,2,5,16,1,1,7,7,3,12,0,0,2,0
36,2,5,16,1,2,3,19,5,5,1,0,2,0
47,2,10,15,2,2,2,20,4,3,0,0,1,0
59,2,8,3,1,2,2,9,1,9,0,0,3,0
72,2,14,12,1,1,7,6,5,9,1,0,2,0
74,2,6,18,1,5,11,10,4,9,0,0,2,0
24,3,19,7,2,3,8,3,6,5,1,1,2,0
29,3,10,15,2,5,9,2,2,4,0,1,1,0
30,3,2,5,2,2,12,18,4,1,0,0,1,1
39,3,17,6,1,5,9,3,4,8,0,1,2,0
41,3,13,2,2,1,7,2,6,9,1,1,3,0
47,3,10,15,1,2,3,23,1,11,0,1,2,0
23,1,8,3,1,1,5,8,6,4,1,0,3,0
30,1,11,17,1,2,2,11,5,3,1,0,3,1
40,1,14,12,1,1,7,20,3,11,0,0,1,0
56,1,15,1,1,1,7,5,1,4,0,1,1,0
23,2,16,4,2,2,2,22,2,1,0,1,3,0
30,2,4,11,1,2,12,1,3,8,0,1,1,1
33,2,14,12,1,4,10,20,1,11,0,0,3,0
51,2,9,10,2,5,9,6,5,4,1,0,3,0
58,2,13,2,1,1,6,0,4,7,0,1,3,0
64,2,2,5,2,3,8,4,5,10,1,1,2,0
30,3,5,16,1,1,7,14,0,5,0,0,1,1
38,3,8,3,1,1,6,15,4,9,0,0,1,0
43,3,19,7,1,3,8,2,5,12,1,1,2,0
65,3,7,20,2,2,12,14,1,5,0,0,2,0
20,1,16,4,2,1,7,22,5,11,1,1,3,0
21,1,12,14,2,1,7,10,0,8,0,0,1,0
28,1,17,6,1,3,4,17,5,12,1,0,1,0
30,1,17,6,2,2,3,12,5,8,1,0,3,1
39,1,1,19,2,1,5,17,0,5,0,0,1,0
41,1,17,6,2,5,9,10,2,7,0,0,1,0
49,1,20,9,2,5,1,17,4,9,0,0,3,0
64,1,20,9,2,5,1,10,5,4,1,0,3,0
65,1,18,13,2,3,8,8,6,1,1,0,2,0
30,2,8,3,1,3,4,16,0,12,0,0,1,1
34,2,10,15,1,3,4,8,1,3,0,0,1,0
48,2,11,17,1,2,12,20,2,2,0,0,2,0
53,2,9,10,2,3,8,13,5,4,1,0,3,0
75,2,15,1,1,1,6,22,2,3,0,1,2,1
24,3,11,17,2,4,10,11,2,7,0,0,3,0
30,3,15,1,1,5,1,2,4,2,0,1,2,1
39,3,2,5,1,3,8,12,2,7,0,0,2,0
74,3,3,8,1,4,10,10,2,10,0,0,2,0
23,1,9,10,1,3,8,8,4,8,0,0,1,0
30,1,4,11,2,5,11,22,5,7,1,1,3,1
40,1,14,12,1,1,5,3,3,6,0,1,1,0
48,1,14,12,2,1,7,6,5,10,1,0,2,0
73,1,18,13,1,2,3,19,2,8,0,0,1,0
18,2,9,10,2,1,7,14,6,9,1,0,3,0
25,2,9,10,2,2,2,22,1,6,0,1,1,0
30,2,11,17,2,2,12,9,6,10,1,0,1,1
34,2,10,15,2,2,2,18,1,10,0,0,2,0
45,2,12,14,2,3,4,21,2,9,0,0,2,0
62,2,5,16,2,3,8,12,1,9,0,0,3,0
64,2,18,13,1,4,10,17,5,7,1,0,1,0
30,3,8,3,2,4,10,6,6,5,1,0,3,1
39,3,9,10,1,2,2,18,5,1,1,0,2,0
42,3,2,5,1,5,9,14,5,11,1,0,3,0
73,3,11,17,2,3,8,22,3,1,0,1,1,0
75,3,12,14,2,2,2,3,4,4,0,1,2,0
22,1,17,6,1,3,4,12,3,3,0,0,1,0
27,1,7,20,2,2,3,1,5,2,1,1,1,0
28,1,15,1,1,5,9,13,0,2,0,0,2,0
30,1,18,13,2,2,12,0,0,6,0,1,2,1
45,1,16,4,1,2,2,8,2,9,0,0,1,0
49,1,20,9,2,5,9,2,5,10,1,1,1,0
59,1,3,8,2,4,10,22,2,9,0,1,1,0
71,1,9,10,2,5,1,20,2,10,0,0,3,0
28,2,6,18,1,3,4,2,0,1,0,1,2,0
30,2,10,15,1,1,6,8,6,9,1,0,3,1
34,2,3,8,1,2,12,5,2,10,0,1,1,0
56,2,14,12,1,3,4,4,0,9,0,1,2,0
73,2,9,10,1,1,7,15,5,12,1,0,1,0
18,3,15,1,2,5,9,1,0,5,0,1,3,0
26,3,17,6,2,2,3,18,1,7,0,0,1,0
30,3,17,6,1,5,9,9,5,7,1,0,3,1
38,3,15,1,2,2,12,6,2,7,0,0,2,1
39,3,4,11,2,1,7,10,3,7,0,0,2,0
48,3,10,15,1,3,8,16,1,4,0,0,2,0
53,3,8,3,1,1,7,16,2,2,0,0,1,0
56,3,6,18,2,5,1,7,2,1,0,0,1,0
18,1,15,1,1,3,4,13,4,2,0,0,3,0
26,1,9,10,1,1,6,0,5,7,1,1,2,0
27,1,12,14,2,3,4,23,6,4,1,1,3,0
30,1,5,16,1,2,3,11,5,4,1,0,1,1
36,1,1,19,2,5,1,11,5,11,1,0,3,0
43,1,16,4,2,1,7,7,5,8,1,0,1,0
66,1,12,14,2,2,3,3,4,5,0,1,3,0
74,1,6,18,1,1,7,8,1,6,0,0,2,0
30,2,7,20,2,1,6,11,5,2,1,0,1,1
31,2,6,18,2,5,11,19,6,2,1,0,2,0
50,2,17,6,1,3,8,7,6,2,1,0,2,0
61,2,17,6,1,4,10,8,1,7,0,0,1,0
64,2,10,15,1,2,3,17,0,2,0,0,1,1
30,3,8,3,2,1,7,20,4,3,0,0,2,1
34,3,11,17,2,2,2,6,4,3,0,0,1,0
35,3,4,11,1,2,12,14,0,3,0,0,1,0
60,3,11,17,2,2,2,8,2,8,0,0,2,0
64,3,16,4,1,1,5,1,2,3,0,1,3,0
72,3,8,3,1,2,3,3,4,8,0,1,1,0
75,3,5,16,2,5,1,17,6,6,1,0,2,0
21,1,14,12,1,1,6,9,2,8,0,0,1,0
30,1,15,1,1,2,12,16,4,2,0,0,1,1
31,1,7,20,2,3,4,22,6,4,1,1,1,0
45,1,18,13,1,5,1,15,6,1,1,0,2,0
72,1,14,12,2,3,4,2,6,1,1,1,1,0
74,1,12,14,1,3,4,5,3,2,0,1,1,0
18,2,18,13,1,1,6,7,4,8,0,0,2,0
27,2,13,2,1,1,7,13,5,10,1,0,1,0
29,2,2,5,2,5,1,22,5,2,1,1,1,0
30,2,11,17,1,4,10,0,6,2,1,1,2,1
41,2,4,11,1,2,12,7,4,2,0,0,3,0
43,2,16,4,1,5,1,20,4,10,0,0,1,0
47,2,16,4,1,2,3,10,6,12,1,0,1,0
56,2,7,20,2,2,2,15,3,2,0,0,1,0
68,2,16,4,1,5,1,9,0,7,0,0,1,0
70,2,7,20,2,5,9,5,5,6,1,1,3,1
30,3,20,9,2,5,9,14,3,3,0,0,3,1
35,3,17,6,2,5,9,11,6,8,1,0,3,0
44,3,11,17,2,3,4,19,2,7,0,0,1,0
45,3,20,9,2,3,4,12,3,2,0,0,2,0
48,3,1,19,1,5,9,9,2,3,0,0,2,0
58,3,6,18,2,1,7,7,6,5,1,0,1,0
67,3,11,17,2,5,11,14,0,1,0,0,1,0
70,3,8,3,1,2,12,15,3,10,0,0,2,0
30,1,3,8,1,4,10,10,2,10,0,0,2,1
44,1,19,7,1,5,11,13,6,1,1,0,2,1
67,1,8,3,1,3,4,17,1,12,0,0,3,0
68,1,4,11,1,2,3,13,1,7,0,0,2,0
26,2,13,2,2,5,1,23,2,4,0,1,2,0
30,2,13,2,1,3,8,13,0,5,0,0,1,1
34,2,13,2,1,1,6,17,1,4,0,0,2,0
38,2,2,5,1,1,6,5,4,1,0,1,2,0
60,2,16,4,1,1,5,11,3,8,0,0,3,0
68,2,8,3,1,3,8,15,0,9,0,0,1,0
26,3,10,15,1,2,3,17,4,12,0,0,2,0
27,3,12,14,2,3,4,15,2,9,0,0,2,0
28,3,20,9,2,1,7,18,5,12,1,0,1,0
30,3,9,10,1,5,1,16,3,6,0,0,1,1
33,3,15,1,1,2,2,5,3,6,0,1,1,0
37,3,10,15,2,3,8,20,3,8,0,0,1,0
39,3,16,4,2,4,10,2,3,4,0,1,2,0
52,3,8,3,2,1,6,9,5,5,1,0,1,0
57,3,12,14,1,5,9,17,0,8,0,0,2,0
30,1,19,7,2,1,5,23,2,3,0,1,2,1
31,1,16,4,2,3,4,11,4,10,0,0,3,1
32,1,4,11,2,1,5,10,1,1,0,0,2,0
33,1,5,16,1,3,8,1,5,3,1,1,2,0
39,1,19,7,2,1,5,6,5,12,1,0,3,0
41,1,4,11,2,2,3,16,1,10,0,0,1,0
64,1,7,20,2,2,3,8,3,5,0,0,3,0
67,1,6,18,2,1,5,6,2,2,0,0,1,0
69,1,10,15,2,5,1,4,5,1,1,1,2,0
21,2,15,1,2,1,7,4,5,2,1,1,3,0
30,2,5,16,2,3,4,12,0,9,0,0,3,1
39,2,10,15,2,3,8,22,1,4,0,1,2,0
45,2,19,7,1,1,5,19,6,5,1,0,2,0
57,2,7,20,2,3,4,0,0,10,0,1,2,0
59,2,18,13,1,3,8,7,3,4,0,0,2,0
61,2,4,11,2,4,10,19,0,4,0,0,1,0
62,2,7,20,1,4,10,18,1,11,0,0,1,0
65,2,8,3,1,2,12,0,5,8,1,1,1,0
28,3,18,13,1,2,2,4,3,10,0,1,2,0
30,3,11,17,1,2,12,16,4,12,0,0,2,1
61,3,7,20,1,5,11,11,0,10,0,0,1,0
62,3,16,4,1,1,5,7,0,8,0,0,2,0
68,3,20,9,2,5,9,13,1,1,0,0,3,0
74,3,5,16,1,4,10,13,3,11,0,0,1,0
75,3,14,12,2,5,11,8,4,3,0,0,2,0
25,1,19,7,1,5,9,16,0,6,0,0,2,0
30,1,12,14,2,1,6,1,5,3,1,1,1,1
33,1,5,16,2,3,4,9,3,4,0,0,1,0
35,1,11,17,2,2,3,1,0,10,0,1,2,1
38,1,12,14,1,5,11,16,2,1,0,0,3,0
59,1,15,1,1,2,3,13,5,7,1,0,3,0
61,1,4,11,1,5,11,22,6,7,1,1,2,0
29,2,16,4,1,2,3,5,1,6,0,1,1,0
30,2,20,9,2,2,3,7,6,2,1,0,2,1
52,2,14,12,1,5,9,11,4,7,0,0,2,0
57,2,5,16,2,5,1,0,6,9,1,1,2,0
62,2,2,5,2,5,11,14,2,6,0,0,1,0
65,2,17,6,1,5,1,7,6,1,1,0,2,0
69,2,14,12,1,5,11,6,1,11,0,0,2,0
30,3,16,4,2,1,7,23,6,4,1,1,1,1
31,3,8,3,2,5,1,5,5,8,1,1,1,0
48,3,15,1,1,2,3,20,5,2,1,0,2,0
65,3,14,12,1,2,2,9,3,7,0,0,3,0
68,3,15,1,2,1,7,16,4,3,0,0,1,0
71,3,12,14,2,2,3,19,1,10,0,0,2,0
72,3,6,18,2,5,11,17,1,1,0,0,2,0
30,1,12,14,1,1,7,17,3,5,0,0,2,1
46,1,14,12,1,1,7,13,6,2,1,0,2,0
61,1,4,11,2,1,6,17,6,7,1,0,1,0
63,1,20,9,1,5,1,3,6,12,1,1,1,0
74,1,16,4,1,5,11,0,4,2,0,1,2,1
30,2,8,3,1,4,10,5,0,6,0,1,3,1
34,2,8,3,2,1,5,22,5,10,1,1,1,0
37,2,20,9,1,1,7,13,2,3,0,0,3,1
54,2,3,8,2,2,12,7,2,9,0,0,3,0
57,2,12,14,1,3,8,22,6,1,1,1,3,0
70,2,1,19,1,5,9,15,0,3,0,0,1,1
71,2,14,12,2,1,6,18,5,7,1,0,1,0
23,3,7,20,2,2,3,6,2,6,0,0,2,0
24,3,6,18,2,4,10,4,2,3,0,1,2,0
30,3,2,5,2,4,10,9,1,6,0,0,1,1
40,3,18,13,2,3,4,12,5,12,1,0,2,0
53,3,2,5,2,1,7,10,0,3,0,0,2,0
60,3,2,5,2,3,8,9,3,2,0,0,1,0
64,3,14,12,2,5,1,7,0,7,0,0,2,0
70,3,5,16,2,5,1,2,4,7,0,1,2,0
72,3,10,15,2,5,11,16,4,6,0,0,2,0
30,1,16,4,1,2,12,8,5,5,1,0,3,1
39,1,18,13,1,2,12,0,4,9,0,1,1,0
51,1,18,13,1,2,3,22,5,6,1,1,1,0
61,1,20,9,2,3,8,14,1,4,0,0,2,0
71,1,1,19,2,5,9,19,4,12,0,0,1,0
73,1,6,18,2,1,7,15,1,9,0,0,1,0
30,2,11,17,2,1,6,21,6,3,1,0,2,1
45,2,14,12,1,5,9,0,4,6,0,1,3,0
49,2,16,4,1,3,4,8,3,12,0,0,2,0
55,2,11,17,2,1,5,12,2,8,0,0,3,0
61,2,12,14,1,5,1,2,4,5,0,1,2,0
66,2,14,12,2,2,2,8,2,10,0,0,2,0
75,2,19,7,2,5,1,13,5,5,1,0,2,0
22,3,1,19,2,5,9,18,4,10,0,0,3,0
30,3,6,18,1,3,8,13,0,4,0,0,1,1
31,3,12,14,1,2,12,3,3,2,0,1,3,0
40,3,15,1,1,2,2,1,6,5,1,1,2,1
43,3,11,17,2,5,11,18,6,9,1,0,1,0
46,3,13,2,1,5,1,23,2,2,0,1,2,0
49,3,13,2,2,2,2,20,5,6,1,0,1,0
58,3,10,15,2,1,7,17,0,6,0,0,2,0
59,3,9,10,1,3,4,2,5,2,1,1,3,0
18,1,1,19,2,5,1,0,0,7,0,1,2,0
24,1,17,6,1,4,10,19,1,4,0,0,3,0
30,1,2,5,2,5,1,14,3,4,0,0,2,1
42,1,10,15,2,3,8,3,5,7,1,1,3,0
49,1,3,8,2,2,3,4,0,10,0,1,3,0
54,1,4,11,2,5,9,14,1,6,0,0,2,0
65,1,4,11,2,2,2,22,3,8,0,1,2,0
74,1,2,5,2,3,8,22,6,10,1,1,3,0
30,2,17,6,2,3,4,7,3,3,0,0,1,1
44,2,11,17,1,2,2,3,2,8,0,1,2,0
26,3,7,20,2,1,6,13,4,8,0,0,1,0
27,3,15,1,1,1,6,16,1,4,0,0,2,0
30,3,8,3,2,5,11,7,3,1,0,0,3,1
37,3,8,3,2,3,4,7,6,9,1,0,3,0
43,3,4,11,1,2,2,4,0,2,0,1,2,0
46,3,17,6,1,1,6,5,6,8,1,1,2,0
60,3,5,16,2,5,9,6,0,11,0,0,1,0
64,3,11,17,2,2,2,6,5,8,1,0,1,0
30,1,12,14,2,2,12,18,4,4,0,0,2,1
37,1,4,11,1,1,6,1,6,4,1,1,1,0
44,1,10,15,1,1,5,1,1,3,0,1,2,0
62,1,18,13,1,5,11,0,3,2,0,1,1,0
25,2,14,12,1,3,8,7,6,1,1,0,1,0
30,2,9,10,1,1,5,6,0,5,0,0,1,1
32,2,4,11,1,2,12,23,5,6,1,1,3,0
35,2,16,4,1,3,4,14,3,1,0,0,3,1
38,2,1,19,1,1,5,7,3,10,0,0,2,0
41,2,20,9,2,5,1,8,6,2,1,0,1,1
52,2,18,13,1,4,10,6,4,7,0,0,2,0
63,2,12,14,2,1,7,3,2,4,0,1,3,0
27,3,5,16,1,1,7,10,5,8,1,0,1,0
30,3,20,9,2,2,12,2,6,11,1,1,3,1
47,3,10,15,2,5,1,13,5,8,1,0,1,0
49,3,1,19,1,5,9,0,5,10,1,1,1,0
61,3,12,14,2,3,4,9,5,9,1,0,2,0
71,3,1,19,2,5,11,2,3,3,0,1,2,0
75,3,16,4,2,2,3,12,5,12,1,0,3,0
27,1,5,16,2,4,10,4,3,6,0,1,2,0
30,1,8,3,2,3,8,7,3,9,0,0,2,1
33,1,8,3,1,2,3,13,4,2,0,0,1,0
40,1,6,18,1,5,1,10,3,6,0,0,1,1
47,1,12,14,1,4,10,16,1,8,0,0,2,0
59,1,1,19,2,2,3,8,2,10,0,0,1,0
18,2,1,19,2,1,6,1,0,8,0,1,1,0
29,2,8,3,2,4,10,4,1,12,0,1,2,0
30,2,17,6,1,3,4,3,6,11,1,1,3,1
49,2,13,2,1,2,2,14,4,3,0,0,1,0
64,2,12,14,1,2,12,3,2,5,0,1,1,0
26,3,15,1,1,3,4,0,3,10,0,1,1,0
30,3,13,2,1,1,5,13,0,12,0,0,3,1
43,3,6,18,2,3,4,13,0,8,0,0,3,0
44,3,19,7,2,4,10,8,5,2,1,0,2,0
51,3,1,19,2,1,6,18,4,4,0,0,1,0
54,3,5,16,2,1,6,5,1,7,0,1,3,0
60,3,18,13,2,5,9,20,5,4,1,0,1,0
64,3,11,17,1,4,10,4,6,1,1,1,2,0
66,3,11,17,2,3,4,0,0,6,0,1,2,0
27,1,8,3,1,4,10,8,1,12,0,0,2,0
30,1,6,18,2,4,10,22,1,11,0,1,2,1
21,2,3,8,1,5,11,21,2,6,0,0,1,0
30,2,1,19,1,3,4,16,3,12,0,0,1,1
31,2,11,17,1,4,10,8,4,12,0,0,1,1
37,2,2,5,2,2,12,15,1,5,0,0,2,0
42,2,15,1,1,1,5,16,0,9,0,0,2,0
44,2,4,11,1,1,6,23,0,5,0,1,3,1
55,2,14,12,2,2,12,23,3,7,0,1,3,0
73,2,18,13,2,5,9,12,6,9,1,0,1,0
20,3,18,13,2,2,2,12,4,4,0,0,1,0
30,3,12,14,1,2,3,9,4,1,0,0,2,1
32,3,9,10,1,1,6,20,0,11,0,0,1,0
54,3,19,7,2,4,10,7,6,9,1,0,1,0
62,3,13,2,1,1,6,16,0,6,0,0,1,0
30,1,11,17,1,4,10,4,6,1,1,1,2,1
39,1,7,20,1,2,2,9,3,9,0,0,1,0
46,1,5,16,1,5,11,7,0,11,0,0,1,0
54,1,10,15,2,3,8,4,1,9,0,1,3,0
75,1,11,17,1,3,4,9,6,12,1,0,1,0
24,2,20,9,2,5,11,5,0,10,0,1,3,0
29,2,4,11,1,3,8,5,1,8,0,1,1,0
30,2,4,11,1,5,1,9,4,2,0,0,1,1
33,2,14,12,1,1,7,5,3,7,0,1,1,0
46,2,9,10,1,1,5,14,4,5,0,0,1,0
65,2,7,20,2,5,11,13,1,8,0,0,3,0
75,2,16,4,2,3,8,0,5,11,1,1,1,0
30,3,17,6,2,3,4,5,2,6,0,1,1,1
33,3,5,16,1,2,3,3,4,12,0,1,1,0
42,3,8,3,2,1,6,20,0,6,0,0,1,0
55,3,2,5,1,3,8,8,3,9,0,0,2,0
29,1,15,1,2,2,12,21,5,9,1,0,3,1
30,1,20,9,1,1,7,12,6,2,1,0,1,1
31,1,4,11,2,1,6,6,0,10,0,0,1,0
34,1,5,16,2,4,10,3,3,12,0,1,1,0
41,1,3,8,2,2,3,4,0,10,0,1,3,0
50,1,7,20,2,5,11,1,0,10,0,1,1,0
24,2,5,16,2,3,4,21,5,9,1,0,2,0
30,2,4,11,2,5,11,15,4,4,0,0,2,1
31,2,4,11,1,2,3,4,2,9,0,1,2,0
34,2,15,1,2,1,7,17,3,12,0,0,1,0
56,2,7,20,1,5,1,8,3,2,0,0,2,0
61,2,2,5,2,2,3,3,6,2,1,1,1,0
74,2,3,8,2,3,8,23,5,8,1,1,3,0
30,3,19,7,1,1,7,21,4,3,0,0,1,1
32,3,18,13,2,1,5,3,3,5,0,1,3,1
65,3,20,9,1,3,4,2,1,11,0,1,1,0
71,3,1,19,2,4,10,0,5,8,1,1,1,0
20,1,18,13,1,3,4,23,4,6,0,1,1,0
21,1,6,18,2,3,4,2,0,11,0,1,2,0
26,1,16,4,2,2,12,8,5,3,1,0,2,1
30,1,8,3,2,1,6,7,6,1,1,0,3,1
35,1,9,10,1,2,3,20,6,12,1,0,2,0
43,1,3,8,2,5,9,22,3,3,0,1,1,0
49,1,15,1,2,3,4,19,2,5,0,0,2,0
56,1,14,12,1,5,1,10,1,8,0,0,1,0
59,1,19,7,1,3,8,5,6,2,1,1,1,0
71,1,19,7,1,5,9,5,2,10,0,1,2,0
30,2,4,11,2,2,3,9,3,1,0,0,1,1
31,2,5,16,1,5,1,15,5,5,1,0,2,0
44,2,19,7,1,2,3,21,5,12,1,0,3,0
46,2,4,11,1,2,2,7,5,8,1,0,1,0
55,2,1,19,1,5,1,8,2,5,0,0,1,0
57,2,7,20,2,1,7,2,6,11,1,1,1,0
62,2,19,7,1,3,4,12,1,6,0,0,2,0
74,2,3,8,2,1,5,12,0,3,0,0,2,0
25,3,10,15,1,3,4,7,2,9,0,0,1,0
30,3,18,13,1,5,9,3,6,10,1,1,1,0
58,3,9,10,1,5,1,5,5,9,1,1,1,0
30,1,3,8,1,1,6,20,5,3,1,0,2,1
31,1,2,5,1,4,10,22,4,8,0,1,2,0
35,1,9,10,1,1,7,1,5,1,1,1,1,0
49,1,3,8,2,1,6,16,1,10,0,0,1,0
50,1,12,14,1,1,5,10,0,2,0,0,1,0
67,1,4,11,1,3,4,7,0,4,0,0,2,0
68,1,10,15,2,1,5,21,3,10,0,0,2,0
69,1,17,6,2,5,9,18,0,9,0,0,2,0
25,2,19,7,2,5,9,18,6,10,1,0,1,0
27,2,18,13,2,5,1,10,3,5,0,0,1,0
30,2,16,4,2,2,2,0,0,3,0,1,2,1
31,2,10,15,2,5,11,20,1,1,0,0,1,0
32,2,4,11,2,3,4,21,6,8,1,0,1,0
44,2,1,19,1,5,9,21,5,7,1,0,1,0
64,2,11,17,2,5,11,1,3,3,0,1,2,0
30,3,17,6,1,1,7,18,0,1,0,0,2,1
49,3,11,17,2,1,5,6,6,10,1,0,1,1
26,1,11,17,2,5,11,12,6,10,1,0,1,0
29,1,14,12,1,1,5,15,4,2,0,0,1,0
30,1,19,7,1,2,3,13,4,1,0,0,1,1
31,1,2,5,2,5,9,5,2,12,0,1,3,0
35,1,9,10,2,4,10,8,1,6,0,0,3,0
