CaseMasterID,DistrictID,PoliceStationID,CrimeMajorHeadID,CrimeMinorHeadID,gravity_offence_id,latitude,longitude,hour_of_day,day_of_week,month,is_weekend,is_night_time,hist_station_crime_count_30d,hist_district_crime_count_30d,risk_tier_id
9848,16,4,1,7,1,12.6919,77.3432,10,0,4,0,0,782,872,2
9849,2,5,2,3,1,15.1429,76.8648,20,3,8,0,0,763,934,2
9850,18,13,3,8,2,13.312,77.1168,0,2,5,0,1,834,916,3
9851,14,12,1,6,1,12.8429,74.9266,5,6,2,1,1,778,778,3
9852,9,10,2,3,1,12.987,76.1288,3,2,11,0,1,838,926,3
9853,3,8,2,3,2,15.9144,74.4514,0,6,7,1,1,790,972,3
9854,9,10,5,11,2,13.0008,76.1454,13,6,1,1,0,838,926,3
9855,12,14,5,1,2,13.1012,78.1004,6,3,7,0,0,835,908,3
9856,12,14,5,11,2,13.104,78.1692,3,6,4,1,1,835,908,3
9857,1,19,3,8,2,16.1733,75.7392,19,2,9,0,0,716,716,3
9858,4,11,1,7,1,13.2766,77.6036,0,1,7,0,1,767,913,2
9859,4,11,4,10,2,13.2799,77.6168,22,6,2,1,1,767,913,3
9860,11,17,5,9,2,17.3076,76.8439,17,2,5,0,0,717,873,3
9861,6,18,2,12,2,17.8932,77.5725,14,1,12,0,0,840,922,3
9862,8,3,2,12,2,14.4569,75.975,20,4,12,0,0,778,778,3
9863,15,1,1,5,1,12.3161,76.6217,4,2,9,0,1,786,908,3
9864,15,1,4,10,2,12.2948,76.7105,13,4,1,0,0,786,908,3
9865,6,18,3,4,1,17.8385,77.4669,16,3,6,0,0,840,922,2
9866,3,8,5,11,1,15.7705,74.43,0,2,6,0,1,790,972,3
9867,11,17,2,2,1,17.3302,76.8976,3,2,8,0,1,717,873,2
9868,20,9,3,4,1,16.9072,75.7544,4,0,1,0,1,816,897,3
9869,12,14,1,6,1,13.122,78.1385,16,5,3,1,0,835,908,2
9870,5,16,1,5,1,12.9486,77.5545,3,1,6,0,1,761,925,2
9871,5,16,1,6,2,12.9918,77.6652,14,5,12,1,0,761,925,3
9872,11,17,1,7,1,17.2922,76.8102,21,2,2,0,0,717,873,2
9873,1,19,3,8,1,16.2553,75.7657,15,5,11,1,0,716,716,2
9874,4,11,1,5,1,13.2591,77.5772,7,3,4,0,0,767,913,2
9875,1,19,3,4,1,16.2052,75.6989,4,1,6,0,1,716,716,2
9876,18,13,2,12,2,13.2607,77.1257,6,6,3,1,0,834,916,3
9877,13,2,1,5,1,12.5258,76.8554,2,3,9,0,1,818,904,3
9878,5,16,3,4,1,12.9903,77.6455,21,2,10,0,0,761,925,2
9879,13,2,2,2,1,12.5752,76.9132,22,0,3,0,1,818,904,3
9880,13,2,2,2,2,12.4813,76.9651,9,1,3,0,0,818,904,3
9881,6,18,2,3,2,17.9609,77.523,2,3,10,0,1,840,922,3
9882,16,4,5,1,2,12.6816,77.3153,20,3,7,0,0,782,872,3
9883,12,14,2,2,1,13.1553,78.1112,10,0,10,0,0,835,908,2
9884,3,8,4,10,1,15.8439,74.4525,5,0,10,0,1,790,972,3
9885,19,7,2,2,1,13.3869,74.8121,11,2,2,0,0,887,963,2
9886,4,11,4,10,1,13.3249,77.4898,11,6,9,1,0,767,913,2
9887,6,18,1,6,1,17.8887,77.4618,13,1,8,0,0,840,922,2
9888,10,15,2,3,1,15.4415,75.139,19,3,7,0,0,826,826,2
9889,10,15,1,5,2,15.3883,75.0673,2,1,8,0,1,826,826,3
9890,15,1,2,12,2,12.3643,76.5601,10,6,7,1,0,786,908,3
9891,15,1,1,6,2,12.3282,76.685,20,5,11,1,0,786,908,3
9892,6,18,1,7,1,17.873,77.5808,1,6,8,1,1,840,922,3
9893,1,19,1,7,2,16.1911,75.7082,15,6,3,1,0,716,716,3
9894,6,18,5,9,2,17.9322,77.5859,0,6,10,1,1,840,922,3
9895,5,16,3,8,2,12.962,77.6038,11,3,3,0,0,761,925,3
9896,14,12,2,2,2,12.9383,74.8629,7,5,7,1,0,778,778,3
9897,14,12,2,2,1,12.9918,74.8993,1,3,3,0,1,778,778,3
9898,16,4,5,9,2,12.7213,77.2676,1,1,12,0,1,782,872,3
9899,12,14,1,6,2,13.1164,78.122,20,1,9,0,0,835,908,3
9900,18,13,3,8,1,13.3585,77.0512,5,0,7,0,1,834,916,3
9901,20,9,3,8,2,16.807,75.6359,21,1,9,0,0,816,897,3
9902,16,4,5,1,1,12.6893,77.2747,19,4,2,0,0,782,872,2
9903,19,7,4,10,1,13.341,74.8017,13,3,11,0,0,887,963,2
9904,20,9,3,4,1,16.8647,75.7377,19,3,7,0,0,816,897,2
9905,11,17,4,10,2,17.3689,76.7964,8,1,11,0,0,717,873,3
9906,2,5,4,10,2,15.0999,76.8478,20,5,5,1,0,763,934,3
9907,19,7,3,4,2,13.31,74.7255,4,2,10,0,1,887,963,3
9908,18,13,1,5,2,13.3134,77.0833,10,5,8,1,0,834,916,3
9909,9,10,5,11,2,13.0674,76.1544,23,1,11,0,1,838,926,3
9910,10,15,2,3,2,15.4093,75.1019,17,4,9,0,0,826,826,3
9911,2,5,1,7,1,15.0631,76.8443,18,2,8,0,0,763,934,2
9912,8,3,2,12,1,14.4677,75.9097,23,0,4,0,1,778,778,3
9913,13,2,2,3,1,12.4632,76.8448,3,3,1,0,1,818,904,3
9914,7,20,3,4,1,13.3156,75.7772,20,3,8,0,0,704,879,2
9915,5,16,3,4,2,13.0506,77.5505,9,1,8,0,0,761,925,3
9916,12,14,1,7,2,13.1662,78.0922,12,2,3,0,0,835,908,3
9917,12,14,5,1,1,13.0683,78.1604,22,3,5,0,1,835,908,3
9918,8,3,1,6,1,14.3938,75.9149,12,1,5,0,0,778,778,2
9919,19,7,5,1,2,13.2867,74.7801,8,3,10,0,0,887,963,3
9920,18,13,1,5,2,13.3989,77.0331,19,2,4,0,0,834,916,3
9921,11,17,3,4,1,17.3159,76.7717,9,0,7,0,0,717,873,2
9922,1,19,5,9,2,16.137,75.6699,12,6,8,1,0,716,716,3
9923,5,16,4,10,1,13.0454,77.6467,12,4,5,0,0,761,925,2
9924,5,16,2,3,1,12.9259,77.5452,14,1,4,0,0,761,925,2
9925,1,19,1,7,1,16.2286,75.6809,8,6,11,1,0,716,716,2
9926,1,19,2,2,1,16.1723,75.6354,0,0,1,0,1,716,716,2
9927,11,17,2,12,1,17.2891,76.8092,23,0,7,0,1,717,873,2
9928,17,6,2,3,1,13.85,75.5181,21,1,9,0,0,869,951,2
9929,4,11,5,11,2,13.2722,77.5964,15,4,4,0,0,767,913,3
9930,2,5,1,6,2,15.2182,76.9306,13,1,4,0,0,763,934,3
9931,5,16,3,4,1,12.999,77.6437,1,4,4,0,1,761,925,2
9932,14,12,1,7,2,12.9314,74.8309,7,3,8,0,0,778,778,3
9933,4,11,5,9,2,13.2563,77.5709,21,5,12,1,0,767,913,3
9934,16,4,5,11,1,12.7042,77.2106,17,6,3,1,0,782,872,2
9935,17,6,2,3,1,13.9407,75.6112,2,0,6,0,1,869,951,3
9936,14,12,3,8,1,12.9725,74.8305,15,0,2,0,0,778,778,2
9937,17,6,5,9,2,13.972,75.5873,2,6,5,1,1,869,951,3
9938,2,5,3,8,1,15.0812,76.8614,16,0,11,0,0,763,934,2
9939,17,6,4,10,1,14.0062,75.5753,21,2,8,0,0,869,951,2
9940,20,9,1,6,1,16.8521,75.7201,1,2,3,0,1,816,897,3
9941,14,12,3,4,2,12.8763,74.889,16,2,8,0,0,778,778,3
9942,3,8,1,6,1,15.866,74.4837,6,0,7,0,0,790,972,2
9943,2,5,5,1,1,15.1376,76.9468,13,6,1,1,0,763,934,2
9944,18,13,5,11,1,13.3646,77.105,0,3,2,0,1,834,916,3
9945,17,6,3,4,1,13.9279,75.5761,19,0,3,0,0,869,951,2
9946,7,20,4,10,1,13.306,75.8292,11,0,3,0,0,704,879,2
9947,1,19,5,9,2,16.1454,75.6345,1,3,7,0,1,716,716,3
9948,18,13,5,11,1,13.3634,77.1694,8,6,6,1,0,834,916,2
9949,12,14,5,1,2,13.1124,78.203,15,2,2,0,0,835,908,3
9950,4,11,5,1,1,13.2226,77.4843,22,5,8,1,1,767,913,2
9951,7,20,1,7,2,13.3447,75.8281,2,3,5,0,1,704,879,3
9952,12,14,3,4,2,13.1433,78.0535,15,2,9,0,0,835,908,3
9953,12,14,2,2,2,13.1811,78.1985,11,2,11,0,0,835,908,3
9954,10,15,4,10,1,15.4055,75.1294,5,4,6,0,1,826,826,3
9955,4,11,1,7,1,13.2978,77.5888,22,2,8,0,1,767,913,2
9956,6,18,1,6,1,17.927,77.5291,11,1,9,0,0,840,922,2
9957,3,8,2,2,1,15.9133,74.4713,15,4,4,0,0,790,972,2
9958,6,18,3,4,2,17.9797,77.5236,22,1,3,0,1,840,922,3
9959,2,5,5,11,2,15.133,76.9599,14,6,6,1,0,763,934,3
9960,17,6,1,5,2,13.9296,75.5705,16,0,7,0,0,869,951,3
9961,6,18,5,9,1,17.9737,77.5415,23,2,7,0,1,840,922,3
9962,9,10,5,11,1,13.0623,76.0661,7,4,5,0,0,838,926,2
9963,1,19,5,1,2,16.2241,75.6243,19,5,7,1,0,716,716,3
9964,6,18,3,8,1,17.954,77.4632,17,6,9,1,0,840,922,2
9965,9,10,1,6,2,12.9872,76.1501,5,6,4,1,1,838,926,3
9966,13,2,5,1,2,12.5009,76.8742,15,5,10,1,0,818,904,3
9967,17,6,1,7,2,13.978,75.5771,15,1,10,0,0,869,951,3
9968,11,17,1,6,1,17.3318,76.8458,3,1,2,0,1,717,873,2
9969,18,13,2,2,1,13.3004,77.0632,14,2,1,0,0,834,916,2
9970,11,17,3,8,2,17.3796,76.9015,9,2,4,0,0,717,873,3
9971,4,11,5,11,2,13.347,77.5705,3,0,8,0,1,767,913,3
9972,12,14,1,7,2,13.0914,78.0777,19,1,4,0,0,835,908,3
9973,18,13,2,3,1,13.3493,77.0377,0,3,6,0,1,834,916,3
9974,8,3,3,4,1,14.4574,75.9959,1,5,10,1,1,778,778,3
9975,17,6,3,8,1,13.9072,75.5293,1,5,8,1,1,869,951,3
9976,7,20,2,2,1,13.3385,75.8005,19,0,5,0,0,704,879,2
9977,5,16,1,6,1,12.8946,77.6038,9,1,4,0,0,761,925,2
9978,14,12,1,6,2,12.9245,74.8539,11,0,4,0,0,778,778,3
9979,4,11,5,1,2,13.3022,77.5219,16,3,1,0,0,767,913,3
9980,10,15,2,3,2,15.4041,75.172,23,3,4,0,1,826,826,3
9981,4,11,2,2,1,13.3298,77.5148,3,4,8,0,1,767,913,2
9982,11,17,4,10,2,17.3388,76.806,11,2,7,0,0,717,873,3
9983,8,3,1,7,2,14.4131,75.9217,21,0,7,0,0,778,778,3
9984,17,6,5,1,2,13.9307,75.6084,8,4,5,0,0,869,951,3
9985,16,4,2,2,2,12.704,77.3192,4,0,3,0,1,782,872,3
9986,10,15,1,6,1,15.3421,75.1303,10,6,5,1,0,826,826,2
9987,14,12,1,5,2,12.8854,74.8287,22,4,7,0,1,778,778,3
9988,3,8,1,6,1,15.7915,74.4654,2,6,1,1,1,790,972,3
9989,2,5,1,5,1,15.1457,76.9722,7,6,5,1,0,763,934,2
9990,7,20,5,9,2,13.3193,75.7397,8,1,8,0,0,704,879,3
9991,8,3,5,1,2,14.4712,75.9429,11,4,1,0,0,778,778,3
9992,12,14,1,7,2,13.0981,78.0552,9,4,11,0,0,835,908,3
9993,2,5,3,4,1,15.0667,76.9329,5,2,4,0,1,763,934,2
9994,10,15,1,6,2,15.3965,75.0443,15,3,7,0,0,826,826,3
9995,3,8,3,4,1,15.81,74.5722,23,4,10,0,1,790,972,3
9996,19,7,1,6,1,13.3944,74.7127,9,2,7,0,0,887,963,2
9997,12,14,3,8,2,13.1591,78.0782,21,2,1,0,0,835,908,3
9998,20,9,2,12,1,16.86,75.7116,7,3,1,0,0,816,897,2
9999,18,13,1,5,2,13.31,77.118,13,6,5,1,0,834,916,3
10000,5,16,1,5,1,12.9992,77.6433,18,3,6,0,0,761,925,2
10001,4,11,2,12,2,13.3502,77.6304,8,6,3,1,0,767,913,3
10002,10,15,3,4,1,15.3544,75.1499,6,1,10,0,0,826,826,2
10003,11,17,2,2,1,17.3027,76.8286,14,3,3,0,0,717,873,2
10004,5,16,2,3,2,12.895,77.6238,2,3,9,0,1,761,925,3
10005,15,1,5,11,2,12.3406,76.7008,13,6,7,1,0,786,908,3
10006,6,18,4,10,1,17.9693,77.4797,9,3,5,0,0,840,922,2
10007,5,16,2,2,2,13.0505,77.6224,10,3,3,0,0,761,925,3
10008,14,12,1,7,2,12.9624,74.9326,17,3,3,0,0,778,778,3
10009,9,10,2,12,1,12.9761,76.0845,23,0,11,0,1,838,926,3
10010,9,10,1,6,2,12.9464,76.0491,9,0,2,0,0,838,926,3
10011,1,19,5,11,1,16.1366,75.6784,6,3,2,0,0,716,716,2
10012,3,8,5,9,1,15.8271,74.4481,7,3,10,0,0,790,972,2
10013,17,6,2,12,1,13.9522,75.4929,17,1,6,0,0,869,951,2
10014,1,19,3,8,1,16.1212,75.6508,7,6,6,1,0,716,716,2
10015,3,8,5,11,1,15.9185,74.4217,7,0,10,0,0,790,972,2
10016,1,19,4,10,2,16.2026,75.6566,0,6,8,1,1,716,716,3
10017,12,14,5,11,2,13.1908,78.0689,13,4,5,0,0,835,908,3
10018,8,3,1,6,1,14.4268,75.8958,15,4,9,0,0,778,778,2
10019,13,2,5,1,1,12.484,76.8644,1,3,2,0,1,818,904,3
10020,6,18,2,2,2,17.8326,77.4688,4,1,7,0,1,840,922,3
10021,8,3,5,11,1,14.5244,75.9012,13,6,3,1,0,778,778,2
10022,6,18,5,1,1,17.8828,77.5792,1,3,1,0,1,840,922,3
10023,4,11,1,7,2,13.3608,77.5781,17,3,5,0,0,767,913,3
10024,4,11,3,4,2,13.3506,77.5956,17,4,8,0,0,767,913,3
10025,13,2,2,12,1,12.5615,76.8754,15,4,8,0,0,818,904,2
10026,14,12,2,2,2,12.9848,74.7945,19,3,8,0,0,778,778,3
10027,5,16,2,2,1,12.9655,77.6412,16,4,5,0,0,761,925,2
10028,1,19,2,3,1,16.2563,75.7147,9,6,2,1,0,716,716,2
10029,11,17,3,4,2,17.3406,76.8507,15,6,9,1,0,717,873,3
10030,1,19,1,5,1,16.2374,75.6796,0,3,3,0,1,716,716,2
10031,19,7,2,12,2,13.3016,74.7024,4,6,7,1,1,887,963,3
10032,8,3,1,6,1,14.4676,75.8672,7,6,1,1,0,778,778,2
10033,18,13,4,10,2,13.402,77.1181,4,4,4,0,1,834,916,3
10034,11,17,5,11,2,17.3566,76.7806,9,6,5,1,0,717,873,3
10035,10,15,2,12,2,15.3965,75.044,9,2,11,0,0,826,826,3
10036,20,9,2,2,2,16.9089,75.6654,17,0,4,0,0,816,897,3
10037,19,7,4,10,2,13.3807,74.7417,3,2,12,0,1,887,963,3
10038,13,2,4,10,2,12.5953,76.8734,19,6,11,1,0,818,904,3
10039,5,16,3,8,1,12.8951,77.6711,10,5,8,1,0,761,925,2
10040,18,13,1,7,2,13.3298,77.1632,18,4,12,0,0,834,916,3
10041,6,18,3,8,2,17.9901,77.4809,12,1,5,0,0,840,922,3
10042,7,20,5,11,1,13.2652,75.7528,23,0,9,0,1,704,879,2
10043,12,14,2,2,1,13.0892,78.174,12,0,4,0,0,835,908,2
10044,19,7,5,1,1,13.3459,74.8014,12,4,12,0,0,887,963,2
10045,14,12,1,5,1,12.8803,74.8403,10,0,4,0,0,778,778,2
10046,9,10,5,11,2,13.0278,76.1571,0,1,7,0,1,838,926,3
10047,11,17,3,4,2,17.2869,76.797,12,2,5,0,0,717,873,3
10048,3,8,3,4,2,15.8885,74.5344,8,0,10,0,0,790,972,3
10049,17,6,3,4,1,13.9196,75.5492,3,6,8,1,1,869,951,3
10050,18,13,5,1,2,13.2975,77.0509,12,6,12,1,0,834,916,3
10051,4,11,4,10,1,13.2678,77.5156,8,6,3,1,0,767,913,2
10052,2,5,5,11,2,15.1658,76.8598,13,6,4,1,0,763,934,3
10053,11,17,1,7,2,17.3763,76.8638,18,1,4,0,0,717,873,3
10054,16,4,3,4,1,12.6549,77.2723,22,5,11,1,1,782,872,3
10055,17,6,1,6,1,13.9146,75.5669,0,3,12,0,1,869,951,3
10056,10,15,1,7,1,15.4074,75.1343,20,3,3,0,0,826,826,2
10057,4,11,1,6,1,13.2938,77.5773,12,2,8,0,0,767,913,2
10058,13,2,4,10,1,12.4724,76.9147,11,1,10,0,0,818,904,2
10059,14,12,1,6,2,12.8514,74.7964,9,3,6,0,0,778,778,3
10060,19,7,4,10,2,13.3286,74.6877,17,6,9,1,0,887,963,3
10061,1,19,1,6,1,16.1316,75.7092,8,6,4,1,0,716,716,2
10062,10,15,2,12,1,15.3666,75.0654,9,2,12,0,0,826,826,2
10063,20,9,1,5,1,16.8892,75.7384,2,6,4,1,1,816,897,3
10064,7,20,2,3,2,13.2998,75.8432,13,4,12,0,0,704,879,3
10065,11,17,4,10,1,17.329,76.7592,15,6,7,1,0,717,873,2
10066,17,6,5,11,1,13.9258,75.6436,10,5,7,1,0,869,951,2
10067,10,15,1,5,1,15.2931,75.1294,6,6,12,1,0,826,826,2
10068,15,1,4,10,1,12.3069,76.5967,22,1,8,0,1,786,908,3
10069,2,5,5,1,1,15.2129,76.9631,12,1,6,0,0,763,934,2
10070,3,8,3,8,2,15.8647,74.4851,15,6,12,1,0,790,972,3
10071,15,1,3,4,1,12.3513,76.5755,17,4,5,0,0,786,908,2
10072,17,6,3,4,1,13.9835,75.5996,15,4,5,0,0,869,951,2
10073,17,6,3,8,2,13.9576,75.5795,21,2,12,0,0,869,951,3
10074,2,5,2,12,2,15.141,76.9149,11,3,2,0,0,763,934,3
10075,8,3,5,1,2,14.5269,75.9059,11,3,5,0,0,778,778,3
10076,14,12,1,7,1,12.8449,74.8907,13,6,2,1,0,778,778,2
10077,20,9,1,6,1,16.7887,75.6325,10,1,8,0,0,816,897,2
10078,10,15,1,5,2,15.3871,75.0667,3,2,9,0,1,826,826,3
10079,14,12,5,1,2,12.857,74.7765,3,4,12,0,1,778,778,3
10080,15,1,1,6,2,12.3163,76.6169,5,6,2,1,1,786,908,3
10081,16,4,1,7,1,12.7456,77.302,7,0,12,0,0,782,872,2
10082,15,1,2,12,1,12.2627,76.6865,9,5,2,1,0,786,908,2
10083,12,14,1,6,1,13.2035,78.0686,8,5,7,1,0,835,908,2
10084,10,15,4,10,2,15.3297,75.1037,8,1,3,0,0,826,826,3
10085,16,4,3,4,1,12.7455,77.3417,19,3,6,0,0,782,872,2
10086,18,13,2,2,1,13.3946,77.0395,16,5,11,1,0,834,916,2
10087,19,7,5,1,2,13.2974,74.7813,22,3,9,0,1,887,963,3
10088,7,20,2,2,2,13.3562,75.6963,16,0,9,0,0,704,879,3
10089,18,13,4,10,1,13.2624,77.1572,4,5,11,1,1,834,916,3
10090,5,16,2,2,1,12.938,77.6276,22,4,7,0,1,761,925,2
10091,9,10,2,3,2,13.0601,76.1734,20,2,2,0,0,838,926,3
10092,18,13,5,9,1,13.2784,77.0671,3,1,8,0,1,834,916,3
10093,2,5,5,1,1,15.0814,76.8618,12,5,5,1,0,763,934,2
10094,5,16,1,6,2,12.9654,77.6099,17,5,8,1,0,761,925,3
10095,18,13,5,9,1,13.2679,77.113,19,6,7,1,0,834,916,2
10096,19,7,3,8,2,13.4122,74.7779,19,2,9,0,0,887,963,3
10097,7,20,2,2,1,13.3391,75.7774,0,2,2,0,1,704,879,2
10098,10,15,1,5,1,15.4255,75.1308,5,4,3,0,1,826,826,3
10099,20,9,3,8,1,16.8132,75.6721,17,3,10,0,0,816,897,2
10100,1,19,2,3,1,16.1664,75.7636,15,6,4,1,0,716,716,2
10101,8,3,5,11,1,14.4642,75.9899,5,3,7,0,1,778,778,3
10102,4,11,5,11,1,13.343,77.4882,4,2,10,0,1,767,913,2
10103,20,9,5,11,1,16.8494,75.705,14,2,5,0,0,816,897,2
10104,17,6,4,10,2,13.94,75.5042,17,3,11,0,0,869,951,3
10105,14,12,2,12,1,12.8724,74.9131,0,1,7,0,1,778,778,3
10106,15,1,4,10,1,12.2624,76.6863,2,5,2,1,1,786,908,3
10107,16,4,2,2,1,12.7219,77.3195,11,1,4,0,0,782,872,2
10108,5,16,2,2,2,12.988,77.5535,9,1,8,0,0,761,925,3
10109,6,18,1,6,1,17.9594,77.5324,1,6,11,1,1,840,922,3
10110,10,15,5,1,2,15.3453,75.0768,7,6,7,1,0,826,826,3
10111,9,10,3,4,1,12.9549,76.0436,15,4,3,0,0,838,926,2
10112,18,13,2,3,1,13.3293,77.1742,22,5,6,1,1,834,916,3
10113,17,6,5,11,2,13.9979,75.6386,2,6,4,1,1,869,951,3
10114,12,14,2,12,2,13.0862,78.132,15,1,1,0,0,835,908,3
10115,15,1,3,4,1,12.2183,76.6426,13,0,9,0,0,786,908,2
10116,16,4,3,4,1,12.6778,77.3349,9,0,10,0,0,782,872,2
10117,19,7,2,2,2,13.2737,74.7176,18,3,5,0,0,887,963,3
10118,20,9,1,6,1,16.7965,75.7662,8,6,8,1,0,816,897,2
10119,16,4,4,10,2,12.6999,77.3527,16,4,8,0,0,782,872,3
10120,3,8,1,7,1,15.8613,74.5456,0,0,7,0,1,790,972,3
10121,5,16,1,7,2,13.0437,77.564,10,4,10,0,0,761,925,3
10122,20,9,5,9,2,16.8828,75.7509,13,1,1,0,0,816,897,3
10123,19,7,3,4,1,13.3751,74.7735,6,5,9,1,0,887,963,2
10124,11,17,2,3,2,17.2756,76.8455,10,5,3,1,0,717,873,3
10125,12,14,2,3,1,13.1463,78.1766,3,3,4,0,1,835,908,3
10126,4,11,1,5,1,13.2589,77.5756,9,6,10,1,0,767,913,2
10127,12,14,5,9,2,13.0874,78.1055,19,4,2,0,0,835,908,3
10128,18,13,1,7,2,13.3424,77.1342,1,5,7,1,1,834,916,3
10129,13,2,1,7,2,12.4898,76.8911,0,5,10,1,1,818,904,3
10130,3,8,3,4,1,15.8771,74.5406,11,6,12,1,0,790,972,2
10131,14,12,1,7,2,12.9826,74.8285,16,5,7,1,0,778,778,3
10132,8,3,3,8,2,14.5162,75.864,9,4,5,0,0,778,778,3
10133,17,6,1,6,2,13.9702,75.5923,8,5,2,1,0,869,951,3
10134,15,1,1,5,1,12.2922,76.6461,1,3,3,0,1,786,908,3
10135,1,19,1,7,2,16.2585,75.6222,23,1,4,0,1,716,716,3
10136,10,15,1,5,2,15.3075,75.0694,6,6,11,1,0,826,826,3
10137,11,17,1,5,2,17.2519,76.8746,18,1,9,0,0,717,873,3
10138,10,15,2,3,1,15.42,75.0812,13,6,3,1,0,826,826,2
10139,12,14,4,10,2,13.1258,78.0602,22,0,12,0,1,835,908,3
10140,20,9,2,12,2,16.8663,75.7701,9,6,9,1,0,816,897,3
10141,3,8,3,4,1,15.8271,74.4605,14,3,5,0,0,790,972,2
10142,8,3,4,10,2,14.5258,75.9011,16,2,9,0,0,778,778,3
10143,8,3,1,5,1,14.4199,75.8908,9,1,12,0,0,778,778,2
10144,4,11,1,5,2,13.2121,77.5205,9,0,4,0,0,767,913,3
10145,13,2,1,7,2,12.4577,76.8364,6,5,1,1,0,818,904,3
10146,4,11,3,8,2,13.2318,77.5628,14,4,4,0,0,767,913,3
10147,15,1,2,3,2,12.2493,76.6936,5,0,7,0,1,786,908,3
10148,1,19,4,10,2,16.1053,75.639,13,2,3,0,0,716,716,3
10149,1,19,5,1,1,16.1343,75.7243,1,3,9,0,1,716,716,2
10150,7,20,5,1,1,13.2408,75.8492,18,1,1,0,0,704,879,2
10151,6,18,3,8,1,17.9305,77.4409,16,4,9,0,0,840,922,2
10152,6,18,1,5,1,17.9217,77.4445,10,4,3,0,0,840,922,2
10153,6,18,5,11,1,17.8843,77.4567,22,3,11,0,1,840,922,3
10154,15,1,2,12,2,12.2456,76.5999,17,6,2,1,0,786,908,3
10155,14,12,5,1,1,12.9293,74.9062,23,1,1,0,1,778,778,3
10156,15,1,1,7,2,12.3329,76.6491,7,2,11,0,0,786,908,3
10157,10,15,1,6,2,15.336,75.1497,10,1,9,0,0,826,826,3
10158,5,16,3,8,1,12.9756,77.6296,23,3,7,0,1,761,925,2
10159,6,18,1,7,2,17.9128,77.5872,9,1,6,0,0,840,922,3
10160,6,18,1,7,1,17.8315,77.4985,16,4,8,0,0,840,922,2
10161,4,11,3,8,2,13.28,77.6201,12,0,7,0,0,767,913,3
10162,6,18,5,1,2,17.9199,77.4558,8,4,11,0,0,840,922,3
10163,9,10,1,7,1,12.9683,76.1166,8,6,9,1,0,838,926,2
10164,13,2,1,5,2,12.4951,76.966,9,3,1,0,0,818,904,3
10165,3,8,1,6,2,15.8339,74.528,18,3,3,0,0,790,972,3
10166,14,12,2,12,1,12.8711,74.7904,15,4,10,0,0,778,778,2
10167,5,16,1,7,1,12.9851,77.5206,2,1,1,0,1,761,925,2
10168,19,7,5,11,2,13.3039,74.8176,20,4,5,0,0,887,963,3
10169,6,18,2,3,1,17.8711,77.5435,11,1,11,0,0,840,922,2
10170,19,7,3,4,1,13.3914,74.7343,7,2,4,0,0,887,963,2
10171,10,15,3,8,2,15.3163,75.1946,17,6,10,1,0,826,826,3
10172,17,6,5,11,1,13.9976,75.6266,17,0,7,0,0,869,951,2
10173,10,15,5,9,2,15.3457,75.1367,13,4,8,0,0,826,826,3
10174,2,5,2,3,1,15.1168,76.8888,22,6,7,1,1,763,934,2
10175,7,20,3,4,1,13.3713,75.7125,2,2,4,0,1,704,879,2
10176,10,15,1,7,1,15.3942,75.1071,2,1,8,0,1,826,826,3
10177,7,20,2,3,1,13.2641,75.7565,3,0,5,0,1,704,879,2
10178,6,18,5,1,1,17.8402,77.5396,12,1,3,0,0,840,922,2
10179,8,3,3,4,2,14.4899,75.9163,0,4,10,0,1,778,778,3
10180,3,8,2,2,1,15.9177,74.5753,21,4,4,0,0,790,972,2
10181,5,16,4,10,1,13.0168,77.6395,9,0,1,0,0,761,925,2
10182,14,12,5,9,2,12.8605,74.8107,13,3,8,0,0,778,778,3
10183,19,7,1,7,2,13.4088,74.7349,7,0,11,0,0,887,963,3
10184,7,20,4,10,1,13.3578,75.8492,22,5,4,1,1,704,879,2
10185,9,10,2,12,2,12.9252,76.0535,11,5,4,1,0,838,926,3
10186,2,5,2,12,2,15.0622,76.9757,19,1,6,0,0,763,934,3
10187,18,13,1,5,2,13.3489,77.0938,17,2,9,0,0,834,916,3
10188,14,12,2,2,2,12.9723,74.8435,14,3,5,0,0,778,778,3
10189,2,5,2,2,2,15.2118,76.9896,6,4,2,0,0,763,934,3
10190,12,14,1,7,2,13.0803,78.207,21,0,4,0,0,835,908,3
10191,10,15,2,3,2,15.4418,75.1526,7,1,8,0,0,826,826,3
10192,6,18,3,4,2,17.867,77.5862,4,3,12,0,1,840,922,3
10193,14,12,3,4,2,12.8379,74.8922,1,5,7,1,1,778,778,3
10194,12,14,3,8,2,13.1723,78.1243,22,5,4,1,1,835,908,3
10195,19,7,1,6,2,13.3998,74.8102,9,1,12,0,0,887,963,3
10196,1,19,2,2,1,16.2229,75.6235,13,1,5,0,0,716,716,2
10197,15,1,5,1,1,12.3429,76.6623,1,3,3,0,1,786,908,3
10198,2,5,1,7,1,15.1553,76.8531,21,5,6,1,0,763,934,2
10199,19,7,1,5,2,13.2626,74.811,15,1,6,0,0,887,963,3
10200,12,14,1,7,2,13.0624,78.1819,14,2,2,0,0,835,908,3
10201,6,18,1,6,1,17.8373,77.4552,15,0,11,0,0,840,922,2
10202,9,10,5,11,1,13.0435,76.0744,9,6,9,1,0,838,926,2
10203,1,19,1,6,2,16.154,75.6846,15,0,8,0,0,716,716,3
10204,13,2,3,8,2,12.4454,76.97,6,4,9,0,0,818,904,3
