CaseMasterID,ActID,SectionID,ActOrderID,SectionOrderID
2106,ITA,66D,1,1
2107,ITA,66D,1,1
2108,ITA,66D,1,1
2109,ITA,66D,1,1
2110,ITA,66C,1,1
2111,ITA,66C,1,1
2112,IPC,363,1,1
2113,ITA,66C,1,1
2114,IPC,379,1,1
2115,ITA,66D,1,1
2116,ITA,66C,1,1
2117,ITA,66C,1,1
2118,ITA,66C,1,1
2119,ITA,66D,1,1
2120,ITA,67,1,1
2121,IPC,302,1,1
2122,ITA,67,1,1
2123,NDPS,20,1,1
2124,PMLA,3,1,1
2125,IPC,302,1,1
2126,NDPS,20,1,1
2127,ITA,66D,1,1
2128,ITA,67,1,1
2129,ITA,66C,1,1
2130,ITA,67,1,1
2131,ITA,66C,1,1
2132,IPC,302,1,1
2133,ITA,66D,1,1
2134,IPC,302,1,1
2135,IPC,379,1,1
2136,ITA,66C,1,1
2137,ITA,66D,1,1
2138,ITA,66D,1,1
2139,ITA,66D,1,1
2140,ITA,66D,1,1
2141,ITA,66D,1,1
2142,ITA,66D,1,1
2143,IPC,379,1,1
2144,IPC,302,1,1
2145,ITA,67,1,1
2146,ITA,66C,1,1
2147,ITA,66C,1,1
2148,ITA,67,1,1
2149,ITA,66D,1,1
2150,ITA,66D,1,1
2151,ITA,66C,1,1
2152,PMLA,3,1,1
2153,ITA,66D,1,1
2154,ITA,66D,1,1
2155,ITA,66C,1,1
2156,ITA,67,1,1
2157,NDPS,20,1,1
2158,ITA,66C,1,1
2159,ITA,66D,1,1
2160,PMLA,3,1,1
2161,IPC,302,1,1
2162,ITA,66C,1,1
2163,PMLA,3,1,1
2164,ITA,67,1,1
2165,ITA,66C,1,1
2166,PMLA,3,1,1
2167,ITA,66D,1,1
2168,ITA,66C,1,1
2169,IPC,379,1,1
2170,ITA,66D,1,1
2171,IPC,379,1,1
2172,ITA,66D,1,1
2173,PMLA,3,1,1
2174,ITA,66C,1,1
2175,PMLA,3,1,1
2176,ITA,66C,1,1
2177,ITA,67,1,1
2178,ITA,66C,1,1
2179,ITA,66D,1,1
2180,ITA,66C,1,1
2181,ITA,66C,1,1
2182,ITA,66D,1,1
2183,ITA,66D,1,1
2184,ITA,66D,1,1
2185,ITA,66D,1,1
2186,NDPS,20,1,1
2187,ITA,66C,1,1
2188,ITA,66C,1,1
2189,ITA,67,1,1
2190,PMLA,3,1,1
2191,ITA,66C,1,1
2192,ITA,67,1,1
2193,IPC,302,1,1
2194,ITA,66D,1,1
2195,PMLA,3,1,1
2196,ITA,66C,1,1
2197,ITA,66C,1,1
2198,ITA,66D,1,1
2199,IPC,379,1,1
2200,PMLA,3,1,1
2201,ITA,66C,1,1
2202,ITA,66D,1,1
2203,PMLA,3,1,1
2204,ITA,66C,1,1
2205,IPC,379,1,1
2206,ITA,66C,1,1
2207,PMLA,3,1,1
2208,IPC,379,1,1
2209,ITA,66C,1,1
2210,ITA,67,1,1
2211,ITA,67,1,1
2212,PMLA,3,1,1
2213,IPC,379,1,1
2214,ITA,66C,1,1
2215,ITA,66C,1,1
2216,IPC,379,1,1
2217,ITA,67,1,1
2218,ITA,66C,1,1
2219,ITA,66C,1,1
2220,PMLA,3,1,1
2221,ITA,66C,1,1
2222,ITA,66C,1,1
2223,NDPS,20,1,1
2224,ITA,66C,1,1
2225,ITA,66C,1,1
2226,PMLA,3,1,1
2227,ITA,66C,1,1
2228,ITA,67,1,1
2229,IPC,302,1,1
2230,PMLA,3,1,1
2231,ITA,66C,1,1
2232,ITA,66D,1,1
2233,ITA,66D,1,1
2234,ITA,67,1,1
2235,ITA,66D,1,1
2236,ITA,66C,1,1
2237,ITA,66D,1,1
2238,ITA,66D,1,1
2239,PMLA,3,1,1
2240,IPC,379,1,1
2241,ITA,66D,1,1
2242,ITA,67,1,1
2243,ITA,66D,1,1
2244,IPC,302,1,1
2245,IPC,379,1,1
2246,ITA,66C,1,1
2247,PMLA,3,1,1
2248,ITA,66C,1,1
2249,PMLA,3,1,1
2250,ITA,66C,1,1
2251,ITA,66C,1,1
2252,ITA,66D,1,1
2253,IPC,379,1,1
2254,ITA,66C,1,1
2255,ITA,66D,1,1
2256,ITA,66C,1,1
2257,IPC,302,1,1
2258,IPC,302,1,1
2259,IPC,302,1,1
2260,ITA,66C,1,1
2261,ITA,66C,1,1
2262,ITA,67,1,1
2263,ITA,66D,1,1
2264,ITA,67,1,1
2265,ITA,66C,1,1
2266,ITA,66C,1,1
2267,IPC,363,1,1
2268,PMLA,3,1,1
2269,ITA,67,1,1
2270,ITA,67,1,1
2271,PMLA,3,1,1
2272,NDPS,20,1,1
2273,ITA,66C,1,1
2274,PMLA,3,1,1
2275,ITA,66C,1,1
2276,ITA,66C,1,1
2277,ITA,66D,1,1
2278,ITA,66C,1,1
2279,ITA,66D,1,1
2280,PMLA,3,1,1
2281,ITA,66D,1,1
2282,PMLA,3,1,1
2283,ITA,66C,1,1
2284,ITA,66C,1,1
2285,PMLA,3,1,1
2286,ITA,66D,1,1
2287,ITA,66C,1,1
2288,PMLA,3,1,1
2289,ITA,66C,1,1
2290,ITA,66D,1,1
2291,IPC,363,1,1
2292,ITA,66C,1,1
2293,ITA,66D,1,1
2294,IPC,363,1,1
2295,ITA,66C,1,1
2296,ITA,66C,1,1
2297,ITA,66C,1,1
2298,ITA,66C,1,1
2299,ITA,66C,1,1
2300,IPC,379,1,1
2301,ITA,66C,1,1
2302,ITA,66C,1,1
2303,ITA,66C,1,1
2304,ITA,66D,1,1
2305,ITA,66C,1,1
2306,ITA,67,1,1
2307,IPC,302,1,1
2308,IPC,379,1,1
2309,ITA,66C,1,1
2310,ITA,67,1,1
2311,IPC,363,1,1
2312,ITA,66C,1,1
2313,ITA,66C,1,1
2314,ITA,66D,1,1
2315,ITA,66C,1,1
2316,ITA,66C,1,1
2317,IPC,379,1,1
2318,ITA,66C,1,1
2319,ITA,67,1,1
2320,ITA,66C,1,1
2321,ITA,66C,1,1
2322,ITA,66C,1,1
2323,ITA,66C,1,1
2324,ITA,66C,1,1
2325,ITA,66C,1,1
2326,IPC,363,1,1
2327,IPC,379,1,1
2328,ITA,66D,1,1
2329,ITA,66C,1,1
2330,ITA,66C,1,1
2331,PMLA,3,1,1
2332,ITA,66D,1,1
2333,IPC,379,1,1
2334,ITA,66C,1,1
2335,ITA,66C,1,1
2336,ITA,67,1,1
2337,ITA,66C,1,1
2338,IPC,379,1,1
2339,PMLA,3,1,1
2340,ITA,67,1,1
2341,PMLA,3,1,1
2342,PMLA,3,1,1
2343,ITA,67,1,1
2344,PMLA,3,1,1
2345,ITA,66D,1,1
2346,PMLA,3,1,1
2347,ITA,67,1,1
2348,ITA,66C,1,1
2349,ITA,66C,1,1
2350,PMLA,3,1,1
2351,ITA,66D,1,1
2352,ITA,66C,1,1
2353,ITA,66C,1,1
2354,ITA,66D,1,1
2355,ITA,66C,1,1
2356,PMLA,3,1,1
2357,ITA,66D,1,1
2358,ITA,67,1,1
2359,ITA,66C,1,1
2360,IPC,379,1,1
2361,IPC,302,1,1
2362,ITA,67,1,1
2363,ITA,66D,1,1
2364,ITA,66C,1,1
2365,IPC,363,1,1
2366,ITA,66C,1,1
2367,ITA,67,1,1
2368,ITA,66D,1,1
2369,NDPS,20,1,1
2370,ITA,66D,1,1
2371,ITA,66D,1,1
2372,ITA,67,1,1
2373,ITA,66C,1,1
2374,IPC,379,1,1
2375,IPC,379,1,1
2376,IPC,302,1,1
2377,IPC,363,1,1
2378,ITA,67,1,1
2379,PMLA,3,1,1
2380,PMLA,3,1,1
2381,ITA,66C,1,1
2382,ITA,66C,1,1
2383,ITA,66C,1,1
2384,PMLA,3,1,1
2385,ITA,66C,1,1
2386,ITA,67,1,1
2387,ITA,66D,1,1
2388,ITA,66C,1,1
2389,ITA,67,1,1
2390,IPC,379,1,1
2391,IPC,302,1,1
2392,ITA,66C,1,1
2393,ITA,67,1,1
2394,PMLA,3,1,1
2395,ITA,66C,1,1
2396,ITA,66C,1,1
2397,ITA,67,1,1
2398,ITA,67,1,1
2399,ITA,66D,1,1
2400,PMLA,3,1,1
2401,ITA,67,1,1
2402,ITA,67,1,1
2403,IPC,302,1,1
2404,ITA,66C,1,1
2405,ITA,67,1,1
2406,ITA,66C,1,1
2407,ITA,67,1,1
2408,ITA,66C,1,1
2409,PMLA,3,1,1
2410,ITA,66C,1,1
2411,ITA,66C,1,1
2412,ITA,66C,1,1
2413,IPC,363,1,1
2414,ITA,66C,1,1
2415,IPC,302,1,1
2416,IPC,379,1,1
2417,ITA,66D,1,1
2418,ITA,66D,1,1
2419,PMLA,3,1,1
2420,PMLA,3,1,1
2421,PMLA,3,1,1
2422,ITA,67,1,1
2423,ITA,66C,1,1
2424,IPC,379,1,1
2425,ITA,66C,1,1
2426,ITA,67,1,1
2427,ITA,67,1,1
2428,PMLA,3,1,1
2429,PMLA,3,1,1
2430,ITA,66D,1,1
2431,ITA,66D,1,1
2432,PMLA,3,1,1
2433,ITA,66C,1,1
2434,ITA,66D,1,1
2435,ITA,66C,1,1
2436,PMLA,3,1,1
2437,ITA,66D,1,1
2438,ITA,66D,1,1
2439,ITA,66C,1,1
2440,ITA,66D,1,1
2441,NDPS,20,1,1
2442,ITA,66D,1,1
2443,PMLA,3,1,1
2444,ITA,66C,1,1
2445,ITA,66C,1,1
2446,ITA,67,1,1
2447,ITA,67,1,1
2448,IPC,363,1,1
2449,PMLA,3,1,1
2450,ITA,66C,1,1
2451,ITA,66C,1,1
2452,ITA,67,1,1
2453,ITA,66D,1,1
2454,ITA,66C,1,1
2455,ITA,66D,1,1
2456,ITA,67,1,1
2457,ITA,66D,1,1
2458,PMLA,3,1,1
2459,ITA,66C,1,1
2460,ITA,67,1,1
2461,ITA,66D,1,1
2462,ITA,66C,1,1
2463,ITA,66D,1,1
2464,ITA,66D,1,1
2465,ITA,67,1,1
2466,ITA,66D,1,1
2467,IPC,302,1,1
2468,ITA,67,1,1
2469,PMLA,3,1,1
2470,ITA,66D,1,1
2471,ITA,66D,1,1
2472,PMLA,3,1,1
2473,PMLA,3,1,1
2474,ITA,66D,1,1
2475,ITA,67,1,1
2476,ITA,66C,1,1
2477,IPC,302,1,1
2478,ITA,66C,1,1
2479,ITA,66D,1,1
2480,IPC,302,1,1
2481,ITA,66D,1,1
2482,ITA,66D,1,1
2483,ITA,66D,1,1
2484,ITA,66C,1,1
2485,ITA,67,1,1
2486,ITA,66C,1,1
2487,ITA,66C,1,1
2488,ITA,66D,1,1
2489,ITA,66D,1,1
2490,ITA,67,1,1
2491,ITA,67,1,1
2492,PMLA,3,1,1
2493,ITA,66C,1,1
2494,ITA,66C,1,1
2495,ITA,66C,1,1
2496,ITA,66C,1,1
2497,ITA,66C,1,1
2498,PMLA,3,1,1
2499,PMLA,3,1,1
2500,IPC,379,1,1
2501,ITA,66C,1,1
2502,NDPS,20,1,1
2503,ITA,66C,1,1
2504,ITA,66D,1,1
2505,PMLA,3,1,1
2506,IPC,302,1,1
2507,ITA,66C,1,1
2508,PMLA,3,1,1
2509,ITA,66C,1,1
2510,PMLA,3,1,1
2511,ITA,66C,1,1
2512,IPC,302,1,1
2513,ITA,66C,1,1
2514,ITA,66C,1,1
2515,ITA,66C,1,1
2516,PMLA,3,1,1
2517,ITA,66D,1,1
2518,ITA,66D,1,1
2519,ITA,66C,1,1
2520,ITA,66C,1,1
2521,PMLA,3,1,1
2522,ITA,66C,1,1
2523,ITA,67,1,1
2524,ITA,66D,1,1
2525,PMLA,3,1,1
2526,IPC,379,1,1
2527,ITA,66C,1,1
2528,ITA,66D,1,1
2529,IPC,379,1,1
2530,IPC,379,1,1
2531,ITA,66C,1,1
2532,ITA,67,1,1
2533,ITA,66C,1,1
2534,ITA,66C,1,1
2535,ITA,66D,1,1
2536,ITA,66C,1,1
2537,NDPS,20,1,1
2538,ITA,66C,1,1
2539,ITA,66D,1,1
2540,NDPS,20,1,1
2541,PMLA,3,1,1
2542,ITA,66D,1,1
2543,ITA,66C,1,1
2544,PMLA,3,1,1
2545,ITA,66D,1,1
2546,PMLA,3,1,1
2547,NDPS,20,1,1
2548,PMLA,3,1,1
2549,ITA,66C,1,1
2550,ITA,66D,1,1
2551,IPC,363,1,1
2552,ITA,66C,1,1
2553,NDPS,20,1,1
2554,ITA,66C,1,1
2555,IPC,379,1,1
2556,PMLA,3,1,1
2557,ITA,66C,1,1
2558,ITA,66D,1,1
2559,ITA,66C,1,1
2560,IPC,363,1,1
2561,ITA,66C,1,1
2562,ITA,66C,1,1
2563,ITA,67,1,1
2564,PMLA,3,1,1
2565,PMLA,3,1,1
2566,ITA,66D,1,1
2567,ITA,66D,1,1
2568,PMLA,3,1,1
2569,ITA,66D,1,1
2570,PMLA,3,1,1
2571,IPC,363,1,1
2572,ITA,66D,1,1
2573,ITA,66D,1,1
2574,ITA,67,1,1
2575,ITA,66C,1,1
2576,ITA,67,1,1
2577,ITA,66D,1,1
2578,ITA,66C,1,1
2579,ITA,67,1,1
2580,ITA,66C,1,1
2581,ITA,66D,1,1
2582,PMLA,3,1,1
2583,ITA,66D,1,1
2584,ITA,66D,1,1
2585,PMLA,3,1,1
2586,IPC,379,1,1
2587,ITA,66C,1,1
2588,ITA,67,1,1
2589,ITA,66D,1,1
2590,ITA,66D,1,1
2591,PMLA,3,1,1
2592,ITA,67,1,1
2593,IPC,379,1,1
2594,ITA,66C,1,1
2595,ITA,67,1,1
2596,ITA,66C,1,1
2597,ITA,66C,1,1
2598,ITA,66D,1,1
2599,IPC,379,1,1
2600,PMLA,3,1,1
2601,ITA,66C,1,1
2602,ITA,67,1,1
2603,ITA,66D,1,1
2604,ITA,66D,1,1
2605,IPC,302,1,1
2606,ITA,66C,1,1
2607,ITA,67,1,1
2608,ITA,66C,1,1
2609,ITA,67,1,1
2610,PMLA,3,1,1
2611,PMLA,3,1,1
2612,ITA,66D,1,1
2613,ITA,66C,1,1
2614,PMLA,3,1,1
2615,PMLA,3,1,1
2616,ITA,66D,1,1
2617,PMLA,3,1,1
2618,ITA,66D,1,1
2619,PMLA,3,1,1
2620,ITA,66C,1,1
2621,IPC,379,1,1
2622,IPC,379,1,1
2623,ITA,66D,1,1
2624,PMLA,3,1,1
2625,ITA,66D,1,1
2626,ITA,67,1,1
2627,ITA,66C,1,1
2628,ITA,66C,1,1
2629,PMLA,3,1,1
2630,ITA,66D,1,1
2631,ITA,66C,1,1
2632,NDPS,20,1,1
2633,PMLA,3,1,1
2634,ITA,66C,1,1
2635,ITA,67,1,1
2636,ITA,66D,1,1
2637,PMLA,3,1,1
2638,ITA,66D,1,1
2639,PMLA,3,1,1
2640,PMLA,3,1,1
2641,ITA,67,1,1
2642,NDPS,20,1,1
2643,ITA,67,1,1
2644,ITA,66C,1,1
2645,ITA,66D,1,1
2646,IPC,302,1,1
2647,PMLA,3,1,1
2648,ITA,66D,1,1
2649,PMLA,3,1,1
2650,ITA,66D,1,1
2651,ITA,67,1,1
2652,ITA,66D,1,1
2653,ITA,66C,1,1
2654,ITA,66C,1,1
2655,ITA,66C,1,1
2656,ITA,66C,1,1
2657,ITA,66C,1,1
2658,PMLA,3,1,1
2659,ITA,66C,1,1
2660,ITA,66D,1,1
2661,ITA,66D,1,1
2662,PMLA,3,1,1
2663,ITA,66C,1,1
2664,ITA,66D,1,1
2665,ITA,66C,1,1
2666,ITA,66C,1,1
2667,ITA,67,1,1
2668,ITA,66D,1,1
2669,IPC,379,1,1
2670,ITA,66C,1,1
2671,ITA,66C,1,1
2672,ITA,66C,1,1
2673,ITA,67,1,1
2674,ITA,67,1,1
2675,ITA,67,1,1
2676,NDPS,20,1,1
2677,ITA,67,1,1
2678,ITA,66D,1,1
2679,PMLA,3,1,1
2680,ITA,67,1,1
2681,ITA,66C,1,1
2682,IPC,379,1,1
2683,ITA,66C,1,1
2684,ITA,66C,1,1
2685,ITA,66D,1,1
2686,ITA,66D,1,1
2687,ITA,66C,1,1
2688,ITA,66D,1,1
2689,ITA,66C,1,1
2690,PMLA,3,1,1
2691,ITA,66D,1,1
2692,ITA,66C,1,1
2693,ITA,66C,1,1
2694,PMLA,3,1,1
2695,PMLA,3,1,1
2696,ITA,66C,1,1
2697,ITA,66C,1,1
2698,NDPS,20,1,1
2699,ITA,66C,1,1
2700,ITA,66C,1,1
2701,ITA,66D,1,1
2702,ITA,66D,1,1
2703,ITA,67,1,1
2704,ITA,66C,1,1
2705,PMLA,3,1,1
2706,PMLA,3,1,1
2707,IPC,379,1,1
2708,ITA,67,1,1
2709,ITA,67,1,1
2710,PMLA,3,1,1
2711,PMLA,3,1,1
2712,ITA,66C,1,1
2713,ITA,66C,1,1
2714,ITA,67,1,1
2715,IPC,379,1,1
2716,ITA,67,1,1
2717,ITA,66D,1,1
2718,ITA,66D,1,1
2719,PMLA,3,1,1
2720,ITA,67,1,1
2721,ITA,66D,1,1
2722,ITA,66C,1,1
2723,PMLA,3,1,1
2724,ITA,66C,1,1
2725,ITA,66C,1,1
2726,ITA,66C,1,1
2727,IPC,363,1,1
2728,PMLA,3,1,1
2729,ITA,66C,1,1
2730,ITA,67,1,1
2731,ITA,66C,1,1
2732,ITA,66C,1,1
2733,IPC,379,1,1
2734,ITA,66C,1,1
2735,PMLA,3,1,1
2736,NDPS,20,1,1
2737,ITA,66D,1,1
2738,ITA,66D,1,1
2739,IPC,379,1,1
2740,PMLA,3,1,1
2741,PMLA,3,1,1
2742,ITA,66C,1,1
2743,ITA,66D,1,1
2744,ITA,66D,1,1
2745,ITA,66D,1,1
2746,ITA,67,1,1
2747,ITA,66D,1,1
2748,ITA,67,1,1
2749,PMLA,3,1,1
2750,ITA,66C,1,1
2751,ITA,66C,1,1
2752,ITA,67,1,1
2753,ITA,67,1,1
2754,ITA,66D,1,1
2755,ITA,66D,1,1
2756,ITA,66C,1,1
2757,PMLA,3,1,1
2758,ITA,67,1,1
2759,PMLA,3,1,1
2760,IPC,363,1,1
2761,PMLA,3,1,1
2762,ITA,66D,1,1
2763,ITA,66D,1,1
2764,PMLA,3,1,1
2765,IPC,379,1,1
2766,ITA,66D,1,1
2767,IPC,363,1,1
2768,ITA,66D,1,1
2769,ITA,66C,1,1
2770,ITA,66D,1,1
2771,IPC,302,1,1
2772,ITA,66C,1,1
2773,NDPS,20,1,1
2774,ITA,67,1,1
2775,ITA,67,1,1
2776,ITA,66D,1,1
2777,ITA,66C,1,1
2778,ITA,66D,1,1
2779,ITA,66C,1,1
2780,PMLA,3,1,1
2781,ITA,66C,1,1
2782,ITA,66D,1,1
2783,ITA,66C,1,1
2784,ITA,67,1,1
2785,PMLA,3,1,1
2786,ITA,66D,1,1
2787,IPC,379,1,1
2788,ITA,66C,1,1
2789,ITA,66D,1,1
2790,ITA,66C,1,1
2791,PMLA,3,1,1
2792,PMLA,3,1,1
2793,ITA,67,1,1
2794,IPC,363,1,1
2795,ITA,66D,1,1
2796,ITA,66D,1,1
2797,ITA,66D,1,1
2798,PMLA,3,1,1
2799,ITA,66D,1,1
2800,ITA,67,1,1
2801,ITA,66D,1,1
2802,IPC,363,1,1
2803,IPC,302,1,1
2804,PMLA,3,1,1
2805,ITA,67,1,1
2806,ITA,67,1,1
2807,PMLA,3,1,1
2808,PMLA,3,1,1
2809,ITA,67,1,1
2810,ITA,66C,1,1
2811,ITA,66D,1,1
2812,PMLA,3,1,1
2813,ITA,67,1,1
2814,ITA,67,1,1
2815,IPC,363,1,1
2816,NDPS,20,1,1
2817,ITA,66C,1,1
2818,PMLA,3,1,1
2819,PMLA,3,1,1
2820,ITA,67,1,1
2821,IPC,363,1,1
2822,PMLA,3,1,1
2823,ITA,66C,1,1
2824,PMLA,3,1,1
2825,ITA,67,1,1
2826,ITA,66D,1,1
2827,PMLA,3,1,1
2828,PMLA,3,1,1
2829,ITA,66C,1,1
2830,ITA,66C,1,1
2831,ITA,67,1,1
2832,NDPS,20,1,1
2833,ITA,66D,1,1
2834,ITA,66C,1,1
2835,ITA,67,1,1
2836,ITA,66C,1,1
2837,ITA,66C,1,1
2838,ITA,66C,1,1
2839,ITA,66C,1,1
2840,PMLA,3,1,1
2841,ITA,66D,1,1
2842,PMLA,3,1,1
2843,IPC,363,1,1
2844,ITA,66D,1,1
2845,PMLA,3,1,1
2846,ITA,66C,1,1
2847,ITA,67,1,1
2848,ITA,66D,1,1
2849,ITA,67,1,1
2850,ITA,66D,1,1
2851,ITA,67,1,1
2852,ITA,66D,1,1
2853,IPC,379,1,1
2854,ITA,67,1,1
2855,NDPS,20,1,1
2856,ITA,66D,1,1
2857,ITA,66D,1,1
2858,ITA,66C,1,1
2859,ITA,66C,1,1
2860,ITA,66D,1,1
2861,ITA,66C,1,1
2862,PMLA,3,1,1
2863,IPC,379,1,1
2864,ITA,67,1,1
2865,PMLA,3,1,1
2866,ITA,67,1,1
2867,NDPS,20,1,1
2868,ITA,66D,1,1
2869,ITA,67,1,1
2870,ITA,66D,1,1
2871,IPC,379,1,1
2872,ITA,66C,1,1
2873,ITA,66C,1,1
2874,ITA,66D,1,1
2875,ITA,66C,1,1
2876,ITA,67,1,1
2877,PMLA,3,1,1
2878,PMLA,3,1,1
2879,ITA,66C,1,1
2880,PMLA,3,1,1
2881,ITA,67,1,1
2882,IPC,302,1,1
2883,ITA,66C,1,1
2884,ITA,66C,1,1
2885,ITA,66C,1,1
2886,IPC,302,1,1
2887,IPC,302,1,1
2888,ITA,66D,1,1
2889,ITA,66C,1,1
2890,ITA,66C,1,1
2891,ITA,66C,1,1
2892,IPC,363,1,1
2893,ITA,67,1,1
2894,ITA,66D,1,1
2895,ITA,66C,1,1
2896,IPC,363,1,1
2897,ITA,66C,1,1
2898,ITA,66D,1,1
2899,ITA,67,1,1
2900,ITA,67,1,1
2901,IPC,379,1,1
2902,ITA,67,1,1
2903,NDPS,20,1,1
2904,ITA,66C,1,1
2905,ITA,66D,1,1
2906,ITA,66C,1,1
2907,ITA,66C,1,1
2908,ITA,66C,1,1
2909,ITA,66C,1,1
2910,PMLA,3,1,1
2911,ITA,66D,1,1
2912,ITA,66C,1,1
2913,ITA,66D,1,1
2914,IPC,302,1,1
2915,ITA,66D,1,1
2916,ITA,66D,1,1
2917,ITA,67,1,1
2918,ITA,66D,1,1
2919,ITA,67,1,1
2920,ITA,67,1,1
2921,PMLA,3,1,1
2922,PMLA,3,1,1
2923,ITA,66C,1,1
2924,ITA,66D,1,1
2925,ITA,67,1,1
2926,ITA,66D,1,1
2927,ITA,66C,1,1
2928,ITA,66C,1,1
2929,ITA,66C,1,1
2930,ITA,67,1,1
2931,ITA,66C,1,1
2932,ITA,66C,1,1
2933,ITA,66C,1,1
2934,IPC,379,1,1
2935,PMLA,3,1,1
2936,IPC,302,1,1
2937,ITA,66C,1,1
2938,ITA,66D,1,1
2939,ITA,67,1,1
2940,ITA,66C,1,1
2941,ITA,66D,1,1
2942,PMLA,3,1,1
2943,NDPS,20,1,1
2944,ITA,67,1,1
2945,ITA,66C,1,1
2946,IPC,302,1,1
2947,ITA,66C,1,1
2948,ITA,66C,1,1
2949,ITA,66D,1,1
2950,ITA,66D,1,1
2951,ITA,66D,1,1
2952,ITA,67,1,1
2953,ITA,66C,1,1
2954,ITA,66C,1,1
2955,IPC,379,1,1
2956,ITA,67,1,1
2957,ITA,66C,1,1
2958,ITA,66C,1,1
2959,ITA,66D,1,1
2960,ITA,67,1,1
2961,IPC,379,1,1
2962,ITA,66C,1,1
2963,ITA,66C,1,1
2964,ITA,66C,1,1
2965,ITA,66C,1,1
2966,ITA,66C,1,1
2967,ITA,67,1,1
2968,ITA,66C,1,1
2969,ITA,67,1,1
2970,PMLA,3,1,1
2971,ITA,66D,1,1
2972,ITA,66C,1,1
2973,IPC,302,1,1
2974,ITA,66C,1,1
2975,PMLA,3,1,1
2976,IPC,379,1,1
2977,ITA,66C,1,1
2978,PMLA,3,1,1
2979,ITA,66C,1,1
2980,ITA,67,1,1
2981,ITA,66D,1,1
2982,ITA,67,1,1
2983,ITA,66D,1,1
2984,PMLA,3,1,1
2985,ITA,66D,1,1
2986,ITA,66D,1,1
2987,ITA,66C,1,1
2988,ITA,66D,1,1
2989,PMLA,3,1,1
2990,ITA,66C,1,1
2991,ITA,66D,1,1
2992,ITA,66C,1,1
2993,ITA,67,1,1
2994,ITA,67,1,1
2995,PMLA,3,1,1
2996,IPC,363,1,1
2997,ITA,66C,1,1
2998,ITA,66C,1,1
2999,ITA,66D,1,1
3000,ITA,66C,1,1
3001,ITA,66C,1,1
3002,IPC,379,1,1
3003,ITA,66C,1,1
3004,ITA,66D,1,1
3005,ITA,66C,1,1
3006,ITA,66C,1,1
3007,ITA,66C,1,1
3008,IPC,302,1,1
3009,ITA,66C,1,1
3010,ITA,67,1,1
3011,PMLA,3,1,1
3012,IPC,379,1,1
3013,ITA,66C,1,1
3014,ITA,66C,1,1
3015,PMLA,3,1,1
3016,ITA,66C,1,1
3017,ITA,67,1,1
3018,ITA,66D,1,1
3019,PMLA,3,1,1
3020,IPC,379,1,1
3021,ITA,66D,1,1
3022,ITA,66D,1,1
3023,ITA,66C,1,1
3024,ITA,66C,1,1
3025,PMLA,3,1,1
3026,PMLA,3,1,1
3027,ITA,67,1,1
3028,PMLA,3,1,1
3029,ITA,66D,1,1
3030,ITA,67,1,1
3031,ITA,66D,1,1
3032,ITA,66C,1,1
3033,ITA,66C,1,1
3034,IPC,363,1,1
3035,ITA,66D,1,1
3036,IPC,363,1,1
3037,ITA,66C,1,1
3038,PMLA,3,1,1
3039,ITA,66D,1,1
3040,ITA,66D,1,1
3041,ITA,67,1,1
3042,PMLA,3,1,1
3043,ITA,67,1,1
3044,ITA,66C,1,1
3045,ITA,66D,1,1
3046,ITA,66C,1,1
3047,PMLA,3,1,1
3048,ITA,66D,1,1
3049,ITA,66C,1,1
3050,ITA,66C,1,1
3051,IPC,379,1,1
3052,ITA,66D,1,1
3053,NDPS,20,1,1
3054,IPC,379,1,1
3055,ITA,66D,1,1
3056,ITA,66C,1,1
3057,ITA,67,1,1
3058,ITA,67,1,1
3059,IPC,379,1,1
3060,IPC,379,1,1
3061,ITA,66D,1,1
3062,ITA,66D,1,1
3063,ITA,66C,1,1
3064,ITA,66C,1,1
3065,ITA,66D,1,1
3066,ITA,66D,1,1
3067,PMLA,3,1,1
3068,PMLA,3,1,1
3069,ITA,67,1,1
3070,IPC,302,1,1
3071,ITA,66C,1,1
3072,ITA,66D,1,1
3073,ITA,66D,1,1
3074,ITA,66C,1,1
3075,NDPS,20,1,1
3076,ITA,67,1,1
3077,ITA,66C,1,1
3078,ITA,66D,1,1
3079,IPC,302,1,1
3080,ITA,66C,1,1
3081,ITA,66D,1,1
3082,ITA,67,1,1
3083,IPC,379,1,1
3084,ITA,66C,1,1
3085,ITA,66C,1,1
3086,ITA,67,1,1
3087,ITA,66C,1,1
3088,ITA,66C,1,1
3089,IPC,379,1,1
3090,ITA,67,1,1
3091,ITA,66D,1,1
3092,ITA,66C,1,1
3093,ITA,66D,1,1
3094,ITA,66C,1,1
3095,IPC,302,1,1
3096,ITA,66C,1,1
3097,ITA,66C,1,1
3098,IPC,379,1,1
3099,PMLA,3,1,1
3100,ITA,66C,1,1
3101,ITA,66C,1,1
3102,ITA,66C,1,1
3103,ITA,66C,1,1
3104,ITA,66C,1,1
3105,IPC,379,1,1
3106,ITA,66C,1,1
3107,PMLA,3,1,1
3108,PMLA,3,1,1
3109,IPC,363,1,1
3110,PMLA,3,1,1
3111,ITA,66D,1,1
3112,ITA,66D,1,1
3113,ITA,66D,1,1
3114,PMLA,3,1,1
3115,ITA,66D,1,1
3116,PMLA,3,1,1
3117,ITA,66C,1,1
3118,ITA,66D,1,1
3119,IPC,363,1,1
3120,IPC,363,1,1
3121,ITA,66D,1,1
3122,IPC,379,1,1
