CSID,CaseMasterID,csdate,cstype,PolicePersonID
1270,4245,2024-07-30T14:34:17,A,100
1271,4247,2021-09-24T08:20:47,A,38
1272,4248,2024-02-26T22:42:28,C,125
1273,4250,2022-02-02T05:49:30,A,137
1274,4253,2024-04-18T20:29:51,C,210
1275,4254,2023-09-25T07:07:18,C,153
1276,4259,2024-05-14T08:00:40,A,69
1277,4261,2025-06-02T11:17:42,B,16
1278,4267,2022-07-19T14:28:19,A,29
1279,4271,2025-03-12T10:12:48,B,2
1280,4276,2026-05-18T18:12:32,A,35
1281,4279,2023-10-14T20:04:07,A,174
1282,4281,2025-09-15T23:58:56,C,82
1283,4291,2022-07-22T01:39:20,B,54
1284,4293,2023-03-22T04:17:20,B,251
1285,4298,2021-06-14T19:21:12,A,128
1286,4306,2023-06-24T17:44:51,A,123
1287,4311,2023-06-10T09:45:19,A,53
1288,4318,2022-09-09T13:36:06,A,138
1289,4320,2021-04-23T15:43:51,A,36
1290,4322,2021-04-14T17:28:03,B,251
1291,4330,2022-03-23T10:15:22,A,232
1292,4332,2025-11-02T06:29:44,A,238
1293,4335,2022-06-12T13:26:53,A,31
1294,4338,2022-03-27T08:23:32,C,255
1295,4343,2024-12-02T15:50:20,C,137
1296,4348,2021-02-21T10:56:05,A,104
1297,4356,2024-02-14T22:48:22,C,5
1298,4357,2026-07-17T01:40:57,A,102
1299,4366,2025-09-05T03:11:30,A,197
1300,4376,2026-08-05T09:27:01,C,13
1301,4380,2021-12-30T09:21:21,C,34
1302,4386,2025-03-02T05:46:23,A,155
1303,4388,2022-12-18T03:09:56,C,249
1304,4390,2025-09-12T02:30:49,B,192
1305,4391,2021-11-12T20:51:10,A,104
1306,4400,2023-05-07T23:31:18,A,83
1307,4402,2023-03-16T14:22:05,C,202
1308,4403,2021-08-30T14:15:49,C,162
1309,4404,2021-05-17T08:10:45,A,245
1310,4405,2025-07-13T10:39:04,C,249
1311,4407,2022-11-04T02:38:23,C,33
1312,4410,2024-03-05T02:09:55,A,216
1313,4418,2024-01-07T03:12:23,A,240
1314,4420,2024-03-21T09:16:54,A,209
1315,4425,2025-09-21T19:44:20,A,35
1316,4430,2025-01-02T05:34:34,A,61
1317,4436,2021-09-17T23:52:00,A,13
1318,4447,2023-04-09T08:10:09,C,216
1319,4448,2023-05-30T15:28:28,C,170
1320,4450,2023-08-20T18:29:10,C,72
1321,4462,2024-11-19T20:10:52,C,110
1322,4463,2022-03-06T09:11:50,B,16
1323,4464,2026-04-19T12:11:14,A,205
1324,4465,2023-11-21T02:10:53,C,133
1325,4468,2021-06-10T20:48:30,B,5
1326,4472,2024-12-05T18:37:18,A,97
1327,4476,2026-07-07T10:10:07,A,46
1328,4480,2023-07-10T17:36:48,A,250
1329,4481,2026-03-07T15:33:45,B,53
1330,4504,2021-01-25T09:32:05,C,164
1331,4521,2026-07-13T22:02:19,A,280
1332,4522,2024-12-27T17:59:32,A,183
1333,4525,2022-02-28T17:55:28,B,146
1334,4530,2026-09-22T21:48:49,A,188
1335,4533,2025-05-23T00:57:58,A,147
1336,4540,2023-11-22T22:03:07,A,90
1337,4542,2024-11-19T13:25:17,B,106
1338,4546,2026-10-13T12:04:06,A,277
1339,4547,2023-10-08T00:23:55,B,188
1340,4549,2024-12-13T13:21:15,C,165
1341,4550,2022-09-11T07:37:54,C,50
1342,4551,2023-01-30T09:04:43,A,48
1343,4553,2024-10-06T06:15:53,A,89
1344,4554,2023-08-22T13:23:15,B,59
1345,4556,2025-07-15T17:13:20,A,58
1346,4558,2024-02-01T20:02:47,A,113
1347,4562,2021-07-07T08:05:03,A,73
1348,4564,2023-03-26T16:44:30,B,270
1349,4566,2023-11-08T01:04:50,C,33
1350,4567,2023-07-16T07:34:45,B,173
1351,4570,2023-10-10T11:43:40,A,170
1352,4571,2022-09-20T02:48:51,B,30
1353,4572,2024-01-25T17:18:21,C,211
1354,4573,2021-11-27T21:17:57,B,123
1355,4575,2022-06-03T00:50:45,B,89
1356,4576,2025-05-02T21:33:58,A,145
1357,4581,2025-08-21T00:12:37,A,180
1358,4585,2026-06-09T19:36:22,B,249
1359,4590,2024-03-22T15:25:00,A,146
1360,4594,2025-12-05T11:55:42,C,201
1361,4595,2023-06-12T10:34:16,A,16
1362,4611,2021-06-13T05:06:08,A,208
1363,4618,2023-02-12T06:31:11,A,20
1364,4619,2024-03-11T14:00:35,A,102
1365,4627,2023-05-17T21:58:57,B,236
1366,4632,2025-08-28T08:02:06,B,240
1367,4633,2024-09-23T15:12:41,C,36
1368,4638,2023-10-03T01:41:10,A,132
1369,4641,2021-08-04T17:59:21,B,215
1370,4642,2025-03-30T17:10:58,C,186
1371,4645,2023-03-26T04:06:03,B,189
1372,4650,2022-01-06T20:30:19,C,79
1373,4653,2025-02-12T04:42:49,C,179
1374,4654,2024-08-03T20:33:28,C,57
1375,4656,2024-02-29T01:16:27,C,188
1376,4657,2021-02-24T09:57:05,A,247
1377,4660,2022-11-09T19:10:24,B,15
1378,4662,2023-08-15T10:27:52,A,160
1379,4667,2021-11-18T15:52:14,B,39
1380,4668,2026-08-18T22:54:15,A,25
1381,4669,2024-07-10T12:06:23,A,229
1382,4672,2023-04-01T20:11:19,A,154
1383,4677,2024-12-08T04:51:50,B,270
1384,4680,2022-06-23T02:36:27,A,203
1385,4681,2022-10-17T16:17:00,C,12
1386,4683,2025-11-12T03:07:15,C,24
1387,4684,2024-01-30T22:16:52,B,33
1388,4694,2022-01-08T04:29:50,C,182
1389,4698,2026-03-12T11:24:12,A,46
1390,4699,2026-09-01T10:28:32,A,65
1391,4700,2023-06-04T11:37:12,B,131
1392,4702,2021-11-27T22:32:27,C,65
1393,4704,2024-07-23T19:48:49,B,149
1394,4707,2025-07-05T11:46:05,A,243
1395,4708,2022-03-17T08:21:20,A,127
1396,4710,2022-07-15T15:20:19,B,99
1397,4713,2024-11-18T14:52:20,A,15
1398,4714,2025-06-21T18:38:37,A,57
1399,4717,2024-10-02T17:55:33,A,231
1400,4723,2024-01-31T11:54:05,C,77
1401,4725,2022-05-18T16:28:18,A,241
1402,4730,2025-02-05T17:22:04,A,46
1403,4731,2023-03-02T01:57:11,A,12
1404,4733,2023-06-08T22:56:42,A,8
1405,4739,2022-02-21T06:28:43,C,58
1406,4740,2022-05-06T04:29:19,C,5
1407,4741,2024-03-26T06:55:15,A,170
1408,4742,2023-10-18T08:11:37,B,236
1409,4743,2022-01-13T09:27:00,C,126
1410,4744,2022-10-22T19:17:16,B,142
1411,4745,2026-02-05T12:08:53,B,45
1412,4754,2023-07-03T21:56:45,A,184
1413,4755,2026-01-02T06:09:45,C,100
1414,4761,2026-04-01T21:24:38,A,64
1415,4762,2025-07-11T20:21:05,B,86
1416,4769,2024-01-11T02:44:12,C,190
1417,4771,2021-09-28T00:05:21,B,16
1418,4773,2022-06-07T16:23:18,B,145
1419,4777,2023-10-07T22:13:13,A,161
1420,4779,2022-10-31T19:37:12,A,36
1421,4780,2024-05-22T22:14:06,B,25
1422,4782,2024-04-02T16:48:53,C,143
1423,4784,2021-11-08T17:40:23,C,268
1424,4785,2025-11-24T01:58:22,A,160
1425,4793,2023-07-31T08:26:03,A,147
1426,4799,2022-07-08T00:07:36,A,210
1427,4800,2022-09-03T22:36:11,C,113
1428,4805,2026-04-29T14:44:27,C,137
1429,4807,2021-11-09T11:26:39,B,140
1430,4808,2026-03-28T13:59:43,B,163
1431,4818,2022-04-02T07:37:14,A,217
1432,4819,2026-08-20T13:28:11,C,145
1433,4823,2026-08-04T07:28:01,C,59
1434,4824,2026-04-02T16:57:37,B,53
1435,4825,2022-02-07T19:05:52,B,237
1436,4826,2022-10-13T03:49:20,C,277
1437,4829,2025-01-28T14:32:14,A,210
1438,4832,2021-09-24T04:28:54,A,155
1439,4835,2025-11-14T08:26:50,A,63
1440,4840,2024-11-20T10:06:00,C,195
1441,4842,2023-08-11T11:22:03,C,158
1442,4843,2023-08-02T22:21:35,B,89
1443,4847,2025-01-14T16:34:06,C,86
1444,4853,2025-11-16T23:46:17,C,199
1445,4857,2026-06-05T14:18:50,A,19
1446,4859,2023-02-28T11:34:18,A,97
1447,4863,2022-05-07T04:16:38,A,149
1448,4865,2023-04-24T12:51:30,A,115
1449,4872,2026-07-11T00:03:41,A,130
1450,4875,2026-04-20T23:13:35,A,64
1451,4882,2024-02-14T19:35:21,C,200
1452,4886,2024-05-21T14:31:21,C,280
1453,4890,2024-03-15T13:37:40,C,22
1454,4893,2025-03-23T03:20:37,C,95
1455,4901,2026-08-18T11:55:43,B,130
1456,4903,2026-08-14T16:31:13,B,50
1457,4905,2023-05-07T16:45:04,B,118
1458,4907,2024-11-15T23:34:58,C,138
1459,4913,2025-11-15T11:23:04,C,17
1460,4916,2022-01-17T16:03:23,C,48
1461,4919,2022-09-21T17:17:22,A,202
1462,4920,2021-10-16T09:43:51,B,225
1463,4922,2023-01-11T06:47:52,B,173
1464,4923,2023-10-11T19:00:50,A,137
1465,4924,2024-07-08T09:38:40,B,221
1466,4928,2023-05-16T09:46:07,C,160
1467,4929,2021-11-21T11:38:45,A,213
1468,4933,2025-09-05T11:39:10,A,1
1469,4938,2026-02-02T16:58:31,A,155
1470,4939,2021-11-07T04:35:49,A,277
1471,4942,2021-06-10T03:26:18,A,127
1472,4943,2024-09-20T20:29:11,B,27
1473,4947,2025-01-02T21:25:44,B,86
1474,4948,2022-01-12T01:44:03,C,232
1475,4949,2024-05-30T14:39:28,A,35
1476,4953,2025-11-09T06:55:06,C,143
1477,4954,2021-07-16T07:07:19,C,158
1478,4955,2024-09-09T20:38:36,B,4
1479,4957,2025-08-15T03:58:40,B,264
1480,4959,2021-09-14T20:15:01,B,128
1481,4960,2023-01-01T10:01:25,A,160
1482,4964,2023-01-25T11:55:15,C,278
1483,4971,2021-12-23T17:23:57,C,24
1484,4973,2021-05-19T18:42:56,B,224
1485,4976,2022-04-10T14:59:30,C,86
1486,4978,2022-11-10T19:07:33,B,60
1487,4980,2025-08-31T18:17:08,A,46
1488,4985,2026-05-23T17:43:33,C,57
1489,4994,2026-06-30T09:54:42,C,4
1490,4996,2023-12-02T11:41:38,A,43
1491,4998,2021-07-28T17:35:18,A,105
1492,5000,2023-06-16T07:40:47,A,60
1493,5001,2023-11-30T13:48:27,B,132
1494,5002,2023-08-29T15:39:49,C,152
1495,5005,2024-09-05T02:56:21,B,120
1496,5008,2021-09-11T04:32:51,B,262
1497,5013,2025-04-27T14:25:19,C,173
1498,5014,2021-08-20T23:30:38,C,262
1499,5023,2025-11-09T17:36:40,C,227
1500,5024,2023-11-25T22:08:15,A,133
1501,5025,2024-08-26T14:09:54,C,67
1502,5028,2026-01-14T19:50:51,A,64
1503,5031,2026-04-18T00:56:34,B,1
1504,5032,2024-06-14T01:40:27,A,145
1505,5033,2021-11-04T20:02:04,A,188
1506,5034,2025-06-23T11:03:53,B,4
1507,5038,2025-02-02T09:34:10,B,155
1508,5039,2022-07-09T19:51:11,C,222
1509,5041,2023-01-28T15:28:13,C,96
1510,5044,2022-03-03T07:43:25,A,190
1511,5051,2022-09-14T13:47:17,B,30
1512,5054,2023-11-30T22:55:43,B,59
1513,5056,2026-06-16T07:42:08,C,10
1514,5057,2024-05-07T06:56:00,C,167
1515,5058,2026-05-29T23:06:53,A,264
1516,5061,2026-01-28T07:37:17,C,103
1517,5062,2025-03-22T23:36:31,C,20
1518,5063,2021-09-26T00:52:36,B,3
1519,5069,2025-06-01T03:36:27,B,260
1520,5070,2022-12-04T09:00:22,C,192
1521,5071,2023-04-30T18:57:26,C,257
1522,5078,2025-07-11T05:31:48,A,8
