CaseMasterID,CrimeNo,CaseNo,CrimeRegisteredDate,PolicePersonID,PoliceStationID,CaseCategoryID,GravityOffenceID,CrimeMajorHeadID,CrimeMinorHeadID,CaseStatusID,CourtID,BriefFacts
2307,100020675202500440,202500440,2025-04-11,197,66,1,1,1,2,3,17,"On 10-04-2025, a case of Murder was reported at Ballari Rural PS, Ballari district. Investigation taken up under IPC."
2308,100190452202400392,202400392,2024-07-13,135,62,1,2,5,8,4,20,"On 13-07-2024, a case of Theft was reported at Kolar Rural PS, Kolar district. Investigation taken up under IPC."
2309,100040173202400393,202400393,2024-02-21,42,2,1,2,2,4,1,4,"On 21-02-2024, a case of Cyber Crime was reported at Bengaluru Rural Rural PS, Bengaluru Rural district. Investigation taken up under IT Act."
2310,200100777202300439,202300439,2023-05-18,14,9,2,1,2,5,2,10,"On 17-05-2023, a case of Dark Web Crime was reported at Chitradurga Town PS, Chitradurga district. Investigation taken up under IT Act."
2311,100220538202400394,202400394,2024-06-30,225,21,1,1,1,1,2,23,"On 30-06-2024, a case of Kidnapping was reported at Saraswathipuram PS, Mysuru district. Investigation taken up under IPC."
2312,100100777202400395,202400395,2024-10-17,9,9,1,2,2,4,3,17,"On 15-10-2024, a case of Cyber Crime was reported at Chitradurga Town PS, Chitradurga district. Investigation taken up under IT Act."
2313,300240993202400396,202400396,2024-07-01,12,12,3,2,2,4,3,25,"On 01-07-2024, a case of Cyber Crime was reported at Ramanagara Rural PS, Ramanagara district. Investigation taken up under IT Act."
2314,100010796202500441,202500441,2025-09-17,30,28,1,2,2,3,3,1,"On 16-09-2025, a case of Cryptocurrency Crime was reported at Bagalkot Rural PS, Bagalkot district. Investigation taken up under IT Act."
2315,300030872202500442,202500442,2025-09-16,265,55,3,2,2,4,1,17,"On 15-09-2025, a case of Cyber Crime was reported at Khadebazar PS, Belagavi district. Investigation taken up under IT Act."
2316,100220611202100429,202100429,2021-05-22,91,50,1,2,2,4,4,23,"On 20-05-2021, a case of Cyber Crime was reported at Devaraja PS, Mysuru district. Investigation taken up under IT Act."
2317,100030872202200392,202200392,2022-05-30,150,55,1,2,5,8,3,3,"On 29-05-2022, a case of Theft was reported at Khadebazar PS, Belagavi district. Investigation taken up under IPC."
2318,200210163202400397,202400397,2024-11-23,36,31,2,2,2,4,2,22,"On 22-11-2024, a case of Cyber Crime was reported at Mandya Rural PS, Mandya district. Investigation taken up under IT Act."
2319,300130693202200393,202200393,2022-08-23,75,11,3,1,2,5,4,13,"On 23-08-2022, a case of Dark Web Crime was reported at Dharwad Rural PS, Dharwad district. Investigation taken up under IT Act."
2320,100090582202500443,202500443,2025-09-05,184,25,1,2,2,4,3,9,"On 04-09-2025, a case of Cyber Crime was reported at Chikkamagaluru Rural PS, Chikkamagaluru district. Investigation taken up under IT Act."
2321,100270812202300440,202300440,2023-06-13,165,3,1,2,2,4,1,28,"On 13-06-2023, a case of Cyber Crime was reported at Udupi Town PS, Udupi district. Investigation taken up under IT Act."
2322,100140936202300441,202300441,2023-09-02,81,29,1,2,2,4,1,14,"On 01-09-2023, a case of Cyber Crime was reported at Gadag Town PS, Gadag district. Investigation taken up under IT Act."
2323,100150229202500444,202500444,2025-09-20,206,44,1,2,2,4,3,15,"On 19-09-2025, a case of Cyber Crime was reported at Hassan Town PS, Hassan district. Investigation taken up under IT Act."
2324,100300609202600220,202600220,2026-04-22,104,33,1,2,2,4,3,31,"On 21-04-2026, a case of Cyber Crime was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under IT Act."
2325,100060763202300442,202300442,2023-10-09,195,43,1,2,2,4,3,6,"On 09-10-2023, a case of Cyber Crime was reported at Bidar Town PS, Bidar district. Investigation taken up under IT Act."
2326,100150229202400398,202400398,2024-09-23,117,44,1,1,1,1,1,15,"On 21-09-2024, a case of Kidnapping was reported at Hassan Town PS, Hassan district. Investigation taken up under IPC."
2327,100010796202100430,202100430,2021-10-16,35,28,1,2,5,8,3,1,"On 15-10-2021, a case of Theft was reported at Bagalkot Rural PS, Bagalkot district. Investigation taken up under IPC."
2328,100070186202500445,202500445,2025-01-10,264,70,1,2,2,3,3,7,"On 09-01-2025, a case of Cryptocurrency Crime was reported at Chamarajanagar Town PS, Chamarajanagar district. Investigation taken up under IT Act."
2329,200070186202200394,202200394,2022-04-15,173,70,2,2,2,4,4,7,"On 14-04-2022, a case of Cyber Crime was reported at Chamarajanagar Town PS, Chamarajanagar district. Investigation taken up under IT Act."
2330,100030872202200395,202200395,2022-01-19,94,55,1,2,2,4,1,3,"On 18-01-2022, a case of Cyber Crime was reported at Khadebazar PS, Belagavi district. Investigation taken up under IT Act."
2331,100310477202200396,202200396,2022-08-31,123,20,1,1,3,6,2,32,"On 29-08-2022, a case of Money Laundering was reported at Yadgir Rural PS, Yadgir district. Investigation taken up under PMLA."
2332,300250512202300443,202300443,2023-07-03,227,63,3,2,2,3,4,26,"On 02-07-2023, a case of Cryptocurrency Crime was reported at Shivamogga Rural PS, Shivamogga district. Investigation taken up under IT Act."
2333,200080234202200397,202200397,2022-02-04,191,8,2,2,5,8,3,8,"On 04-02-2022, a case of Theft was reported at Chikkaballapur Town PS, Chikkaballapur district. Investigation taken up under IPC."
2334,100130485202300444,202300444,2023-10-07,204,45,1,2,2,4,4,13,"On 05-10-2023, a case of Cyber Crime was reported at Dharwad Town PS, Dharwad district. Investigation taken up under IT Act."
2335,100140846202100431,202100431,2021-05-06,6,6,1,2,2,4,3,14,"On 05-05-2021, a case of Cyber Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
2336,100170645202500446,202500446,2025-06-23,240,56,1,1,2,5,2,17,"On 22-06-2025, a case of Dark Web Crime was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under IT Act."
2337,100220538202100432,202100432,2021-11-07,23,21,1,2,2,4,3,23,"On 05-11-2021, a case of Cyber Crime was reported at Saraswathipuram PS, Mysuru district. Investigation taken up under IT Act."
2338,100180644202100433,202100433,2021-02-13,189,46,1,2,5,8,4,19,"On 12-02-2021, a case of Theft was reported at Kodagu Rural PS, Kodagu district. Investigation taken up under IPC."
2339,100110153202500447,202500447,2025-08-24,84,52,1,1,3,6,1,17,"On 24-08-2025, a case of Money Laundering was reported at Mangaluru North PS, Dakshina Kannada district. Investigation taken up under PMLA."
2340,100020891202500448,202500448,2025-10-03,67,4,1,1,2,5,1,2,"On 03-10-2025, a case of Dark Web Crime was reported at Ballari Town PS, Ballari district. Investigation taken up under IT Act."
2341,100140846202400399,202400399,2024-11-25,6,6,1,1,3,6,3,14,"On 23-11-2024, a case of Money Laundering was reported at Gadag Rural PS, Gadag district. Investigation taken up under PMLA."
2342,100080234202500449,202500449,2025-03-31,196,8,1,1,3,6,4,8,"On 30-03-2025, a case of Money Laundering was reported at Chikkaballapur Town PS, Chikkaballapur district. Investigation taken up under PMLA."
2343,100080382202200398,202200398,2022-01-31,136,13,1,1,2,5,1,8,"On 29-01-2022, a case of Dark Web Crime was reported at Chikkaballapur Rural PS, Chikkaballapur district. Investigation taken up under IT Act."
2344,100270812202500450,202500450,2025-01-26,3,3,1,1,3,6,2,28,"On 25-01-2025, a case of Money Laundering was reported at Udupi Town PS, Udupi district. Investigation taken up under PMLA."
2345,200020675202600221,202600221,2026-04-02,153,66,2,2,2,3,3,2,"On 31-03-2026, a case of Cryptocurrency Crime was reported at Ballari Rural PS, Ballari district. Investigation taken up under IT Act."
2346,100010440202400400,202400400,2024-10-06,255,59,1,1,3,6,2,17,"On 05-10-2024, a case of Money Laundering was reported at Bagalkot Town PS, Bagalkot district. Investigation taken up under PMLA."
2347,300260152202400401,202400401,2024-11-14,103,38,3,1,2,5,1,17,"On 12-11-2024, a case of Dark Web Crime was reported at Tumakuru Rural PS, Tumakuru district. Investigation taken up under IT Act."
2348,100060803202200399,202200399,2022-12-28,69,47,1,2,2,4,1,6,"On 27-12-2022, a case of Cyber Crime was reported at Bidar Rural PS, Bidar district. Investigation taken up under IT Act."
2349,100210163202600222,202600222,2026-07-12,83,31,1,2,2,4,3,22,"On 10-07-2026, a case of Cyber Crime was reported at Mandya Rural PS, Mandya district. Investigation taken up under IT Act."
2350,100250861202200400,202200400,2022-03-30,179,69,1,1,3,6,3,17,"On 29-03-2022, a case of Money Laundering was reported at Shivamogga Town PS, Shivamogga district. Investigation taken up under PMLA."
2351,100200787202100434,202100434,2021-09-17,134,19,1,2,2,3,3,21,"On 17-09-2021, a case of Cryptocurrency Crime was reported at Koppal Town PS, Koppal district. Investigation taken up under IT Act."
2352,100290606202200401,202200401,2022-02-11,230,27,1,2,2,4,1,30,"On 09-02-2022, a case of Cyber Crime was reported at Vijayanagara Rural PS, Vijayanagara district. Investigation taken up under IT Act."
2353,200160422202100435,202100435,2021-12-06,156,67,2,2,2,4,4,16,"On 05-12-2021, a case of Cyber Crime was reported at Haveri Town PS, Haveri district. Investigation taken up under IT Act."
2354,300220538202200402,202200402,2022-01-03,139,21,3,2,2,3,3,17,"On 02-01-2022, a case of Cryptocurrency Crime was reported at Saraswathipuram PS, Mysuru district. Investigation taken up under IT Act."
2355,100150739202300445,202300445,2023-02-03,100,58,1,2,2,4,3,15,"On 01-02-2023, a case of Cyber Crime was reported at Hassan Rural PS, Hassan district. Investigation taken up under IT Act."
2356,100010440202400402,202400402,2024-03-09,162,59,1,1,3,6,3,1,"On 08-03-2024, a case of Money Laundering was reported at Bagalkot Town PS, Bagalkot district. Investigation taken up under PMLA."
2357,100300609202300446,202300446,2023-03-21,104,33,1,2,2,3,3,31,"On 20-03-2023, a case of Cryptocurrency Crime was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under IT Act."
2358,200300609202600223,202600223,2026-02-19,216,33,2,1,2,5,3,31,"On 17-02-2026, a case of Dark Web Crime was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under IT Act."
2359,100230413202500451,202500451,2025-01-08,147,24,1,2,2,4,1,24,"On 07-01-2025, a case of Cyber Crime was reported at Raichur Town PS, Raichur district. Investigation taken up under IT Act."
2360,300260209202400403,202400403,2024-11-03,40,34,3,2,5,8,3,27,"On 01-11-2024, a case of Theft was reported at Tumakuru Town PS, Tumakuru district. Investigation taken up under IPC."
2361,100310672202500452,202500452,2025-05-22,25,23,1,1,1,2,3,32,"On 22-05-2025, a case of Murder was reported at Yadgir Town PS, Yadgir district. Investigation taken up under IPC."
2362,100090582202300447,202300447,2023-12-27,180,25,1,1,2,5,2,9,"On 25-12-2023, a case of Dark Web Crime was reported at Chikkamagaluru Rural PS, Chikkamagaluru district. Investigation taken up under IT Act."
2363,200170645202200403,202200403,2022-11-06,112,56,2,2,2,3,1,18,"On 04-11-2022, a case of Cryptocurrency Crime was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under IT Act."
2364,300170645202600224,202600224,2026-06-03,95,56,3,2,2,4,3,17,"On 03-06-2026, a case of Cyber Crime was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under IT Act."
2365,100020675202400404,202400404,2024-02-24,160,66,1,1,1,1,3,2,"On 24-02-2024, a case of Kidnapping was reported at Ballari Rural PS, Ballari district. Investigation taken up under IPC."
2366,100140846202200404,202200404,2022-04-22,6,6,1,2,2,4,1,14,"On 21-04-2022, a case of Cyber Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
2367,300110609202200405,202200405,2022-08-18,207,71,3,1,2,5,1,11,"On 16-08-2022, a case of Dark Web Crime was reported at Mangaluru South PS, Dakshina Kannada district. Investigation taken up under IT Act."
2368,100290838202200406,202200406,2022-05-30,15,14,1,2,2,3,1,17,"On 30-05-2022, a case of Cryptocurrency Crime was reported at Vijayanagara Town PS, Vijayanagara district. Investigation taken up under IT Act."
2369,100210163202200407,202200407,2022-08-24,36,31,1,1,4,7,1,22,"On 23-08-2022, a case of Drug Offence was reported at Mandya Rural PS, Mandya district. Investigation taken up under NDPS."
2370,100040173202400405,202400405,2024-01-27,2,2,1,2,2,3,3,17,"On 26-01-2024, a case of Cryptocurrency Crime was reported at Bengaluru Rural Rural PS, Bengaluru Rural district. Investigation taken up under IT Act."
2371,100040121202200408,202200408,2022-12-09,102,42,1,2,2,3,4,4,"On 08-12-2022, a case of Cryptocurrency Crime was reported at Bengaluru Rural Town PS, Bengaluru Rural district. Investigation taken up under IT Act."
2372,300270523202200409,202200409,2022-10-11,110,10,3,1,2,5,1,28,"On 09-10-2022, a case of Dark Web Crime was reported at Udupi Rural PS, Udupi district. Investigation taken up under IT Act."
2373,100030257202300448,202300448,2023-03-20,130,61,1,2,2,4,1,3,"On 20-03-2023, a case of Cyber Crime was reported at Camp PS, Belagavi district. Investigation taken up under IT Act."
2374,100190452202300449,202300449,2023-09-09,234,62,1,2,5,8,4,20,"On 08-09-2023, a case of Theft was reported at Kolar Rural PS, Kolar district. Investigation taken up under IPC."
2375,100150229202500453,202500453,2025-06-29,61,44,1,2,5,8,1,15,"On 29-06-2025, a case of Theft was reported at Hassan Town PS, Hassan district. Investigation taken up under IPC."
2376,100040173202400406,202400406,2024-03-06,2,2,1,1,1,2,1,4,"On 05-03-2024, a case of Murder was reported at Bengaluru Rural Rural PS, Bengaluru Rural district. Investigation taken up under IPC."
2377,100250861202200410,202200410,2022-08-01,243,69,1,1,1,1,3,26,"On 30-07-2022, a case of Kidnapping was reported at Shivamogga Town PS, Shivamogga district. Investigation taken up under IPC."
2378,100240993202200411,202200411,2022-03-11,280,12,1,1,2,5,1,25,"On 09-03-2022, a case of Dark Web Crime was reported at Ramanagara Rural PS, Ramanagara district. Investigation taken up under IT Act."
2379,200200781202200412,202200412,2022-08-02,88,53,2,1,3,6,1,17,"On 01-08-2022, a case of Money Laundering was reported at Koppal Rural PS, Koppal district. Investigation taken up under PMLA."
2380,100200787202500454,202500454,2025-07-01,77,19,1,1,3,6,1,21,"On 30-06-2025, a case of Money Laundering was reported at Koppal Town PS, Koppal district. Investigation taken up under PMLA."
2381,100200787202400407,202400407,2024-09-09,133,19,1,2,2,4,3,17,"On 08-09-2024, a case of Cyber Crime was reported at Koppal Town PS, Koppal district. Investigation taken up under IT Act."
2382,100150229202100436,202100436,2021-06-02,61,44,1,2,2,4,1,15,"On 01-06-2021, a case of Cyber Crime was reported at Hassan Town PS, Hassan district. Investigation taken up under IT Act."
2383,100300609202200413,202200413,2022-11-06,39,33,1,2,2,4,1,31,"On 05-11-2022, a case of Cyber Crime was reported at Vijayapura Town PS, Vijayapura district. Investigation taken up under IT Act."
2384,100190452202300450,202300450,2023-10-07,278,62,1,1,3,6,3,17,"On 06-10-2023, a case of Money Laundering was reported at Kolar Rural PS, Kolar district. Investigation taken up under PMLA."
2385,100030630202400408,202400408,2024-04-03,244,51,1,2,2,4,2,3,"On 01-04-2024, a case of Cyber Crime was reported at Market PS, Belagavi district. Investigation taken up under IT Act."
2386,100270812202300451,202300451,2023-01-16,165,3,1,1,2,5,4,17,"On 16-01-2023, a case of Dark Web Crime was reported at Udupi Town PS, Udupi district. Investigation taken up under IT Act."
2387,100180260202200414,202200414,2022-01-04,16,15,1,2,2,3,3,17,"On 03-01-2022, a case of Cryptocurrency Crime was reported at Kodagu Town PS, Kodagu district. Investigation taken up under IT Act."
2388,100240993202600225,202600225,2026-02-03,56,12,1,2,2,4,3,17,"On 03-02-2026, a case of Cyber Crime was reported at Ramanagara Rural PS, Ramanagara district. Investigation taken up under IT Act."
2389,100030872202500455,202500455,2025-07-21,94,55,1,1,2,5,1,3,"On 20-07-2025, a case of Dark Web Crime was reported at Khadebazar PS, Belagavi district. Investigation taken up under IT Act."
2390,100250512202600226,202600226,2026-03-09,236,63,1,2,5,8,1,26,"On 09-03-2026, a case of Theft was reported at Shivamogga Rural PS, Shivamogga district. Investigation taken up under IPC."
2391,100200781202600227,202600227,2026-01-07,88,53,1,1,1,2,1,21,"On 06-01-2026, a case of Murder was reported at Koppal Rural PS, Koppal district. Investigation taken up under IPC."
2392,100220999202600228,202600228,2026-05-24,185,36,1,2,2,4,1,17,"On 23-05-2026, a case of Cyber Crime was reported at Narasimharaja PS, Mysuru district. Investigation taken up under IT Act."
2393,100270812202400409,202400409,2024-10-09,3,3,1,1,2,5,4,17,"On 08-10-2024, a case of Dark Web Crime was reported at Udupi Town PS, Udupi district. Investigation taken up under IT Act."
2394,100260209202300452,202300452,2023-01-21,224,34,1,1,3,6,3,27,"On 19-01-2023, a case of Money Laundering was reported at Tumakuru Town PS, Tumakuru district. Investigation taken up under PMLA."
2395,100200781202300453,202300453,2023-02-12,275,53,1,2,2,4,3,21,"On 11-02-2023, a case of Cyber Crime was reported at Koppal Rural PS, Koppal district. Investigation taken up under IT Act."
2396,100220389202300454,202300454,2023-05-17,251,57,1,2,2,4,3,23,"On 17-05-2023, a case of Cyber Crime was reported at Krishnaraja PS, Mysuru district. Investigation taken up under IT Act."
2397,100060763202200415,202200415,2022-09-06,116,43,1,1,2,5,3,6,"On 05-09-2022, a case of Dark Web Crime was reported at Bidar Town PS, Bidar district. Investigation taken up under IT Act."
2398,100100777202500456,202500456,2025-08-10,14,9,1,1,2,5,3,10,"On 08-08-2025, a case of Dark Web Crime was reported at Chitradurga Town PS, Chitradurga district. Investigation taken up under IT Act."
2399,100210163202200416,202200416,2022-11-08,83,31,1,2,2,3,3,17,"On 08-11-2022, a case of Cryptocurrency Crime was reported at Mandya Rural PS, Mandya district. Investigation taken up under IT Act."
2400,100120527202100437,202100437,2021-09-20,127,30,1,1,3,6,3,12,"On 20-09-2021, a case of Money Laundering was reported at Davanagere Town PS, Davanagere district. Investigation taken up under PMLA."
2401,100170489202500457,202500457,2025-02-24,51,22,1,1,2,5,2,18,"On 23-02-2025, a case of Dark Web Crime was reported at Kalaburagi Rural PS, Kalaburagi district. Investigation taken up under IT Act."
2402,100080234202500458,202500458,2025-12-20,196,8,1,1,2,5,4,8,"On 18-12-2025, a case of Dark Web Crime was reported at Chikkaballapur Town PS, Chikkaballapur district. Investigation taken up under IT Act."
2403,100270523202400410,202400410,2024-02-05,166,10,1,1,1,2,1,28,"On 05-02-2024, a case of Murder was reported at Udupi Rural PS, Udupi district. Investigation taken up under IPC."
2404,100180260202400411,202400411,2024-06-21,125,15,1,2,2,4,3,19,"On 21-06-2024, a case of Cyber Crime was reported at Kodagu Town PS, Kodagu district. Investigation taken up under IT Act."
2405,100220538202400412,202400412,2024-09-07,139,21,1,1,2,5,1,23,"On 05-09-2024, a case of Dark Web Crime was reported at Saraswathipuram PS, Mysuru district. Investigation taken up under IT Act."
2406,100060803202400413,202400413,2024-03-07,69,47,1,2,2,4,4,6,"On 05-03-2024, a case of Cyber Crime was reported at Bidar Rural PS, Bidar district. Investigation taken up under IT Act."
2407,100210163202300455,202300455,2023-09-09,36,31,1,1,2,5,1,22,"On 09-09-2023, a case of Dark Web Crime was reported at Mandya Rural PS, Mandya district. Investigation taken up under IT Act."
2408,300030630202400414,202400414,2024-12-02,177,51,3,2,2,4,4,3,"On 01-12-2024, a case of Cyber Crime was reported at Market PS, Belagavi district. Investigation taken up under IT Act."
2409,100090582202500459,202500459,2025-02-25,27,25,1,1,3,6,3,9,"On 25-02-2025, a case of Money Laundering was reported at Chikkamagaluru Rural PS, Chikkamagaluru district. Investigation taken up under PMLA."
2410,100030630202100438,202100438,2021-06-21,76,51,1,2,2,4,1,3,"On 20-06-2021, a case of Cyber Crime was reported at Market PS, Belagavi district. Investigation taken up under IT Act."
2411,100040121202500460,202500460,2025-06-24,58,42,1,2,2,4,3,17,"On 22-06-2025, a case of Cyber Crime was reported at Bengaluru Rural Town PS, Bengaluru Rural district. Investigation taken up under IT Act."
2412,100070186202200417,202200417,2022-10-23,264,70,1,2,2,4,1,17,"On 23-10-2022, a case of Cyber Crime was reported at Chamarajanagar Town PS, Chamarajanagar district. Investigation taken up under IT Act."
2413,100130693202400415,202400415,2024-11-11,11,11,1,1,1,1,1,13,"On 10-11-2024, a case of Kidnapping was reported at Dharwad Rural PS, Dharwad district. Investigation taken up under IPC."
2414,300030872202600229,202600229,2026-06-04,94,55,3,2,2,4,1,17,"On 03-06-2026, a case of Cyber Crime was reported at Khadebazar PS, Belagavi district. Investigation taken up under IT Act."
2415,100300393202200418,202200418,2022-03-21,96,26,1,1,1,2,1,31,"On 20-03-2022, a case of Murder was reported at Vijayapura Rural PS, Vijayapura district. Investigation taken up under IPC."
2416,100120527202400416,202400416,2024-06-04,127,30,1,2,5,8,3,17,"On 03-06-2024, a case of Theft was reported at Davanagere Town PS, Davanagere district. Investigation taken up under IPC."
2417,100030257202200419,202200419,2022-10-07,183,61,1,2,2,3,3,3,"On 05-10-2022, a case of Cryptocurrency Crime was reported at Camp PS, Belagavi district. Investigation taken up under IT Act."
2418,100010796202100439,202100439,2021-10-18,30,28,1,2,2,3,1,1,"On 18-10-2021, a case of Cryptocurrency Crime was reported at Bagalkot Rural PS, Bagalkot district. Investigation taken up under IT Act."
2419,100080234202300456,202300456,2023-09-23,196,8,1,1,3,6,4,17,"On 22-09-2023, a case of Money Laundering was reported at Chikkaballapur Town PS, Chikkaballapur district. Investigation taken up under PMLA."
2420,200030257202500461,202500461,2025-06-04,154,61,2,1,3,6,3,3,"On 03-06-2025, a case of Money Laundering was reported at Camp PS, Belagavi district. Investigation taken up under PMLA."
2421,100230673202300457,202300457,2023-06-13,17,16,1,1,3,6,3,24,"On 13-06-2023, a case of Money Laundering was reported at Raichur Rural PS, Raichur district. Investigation taken up under PMLA."
2422,100240725202500462,202500462,2025-02-21,238,64,1,1,2,5,1,25,"On 20-02-2025, a case of Dark Web Crime was reported at Ramanagara Town PS, Ramanagara district. Investigation taken up under IT Act."
2423,100140846202100440,202100440,2021-02-01,87,6,1,2,2,4,4,14,"On 01-02-2021, a case of Cyber Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
2424,100130693202300458,202300458,2023-02-24,120,11,1,2,5,8,2,13,"On 24-02-2023, a case of Theft was reported at Dharwad Rural PS, Dharwad district. Investigation taken up under IPC."
2425,100120469202100441,202100441,2021-02-17,46,37,1,2,2,4,3,17,"On 17-02-2021, a case of Cyber Crime was reported at Davanagere Rural PS, Davanagere district. Investigation taken up under IT Act."
2426,300260152202200420,202200420,2022-03-09,48,38,3,1,2,5,1,17,"On 08-03-2022, a case of Dark Web Crime was reported at Tumakuru Rural PS, Tumakuru district. Investigation taken up under IT Act."
2427,100270812202100442,202100442,2021-01-20,53,3,1,1,2,5,1,28,"On 19-01-2021, a case of Dark Web Crime was reported at Udupi Town PS, Udupi district. Investigation taken up under IT Act."
2428,100030178202200421,202200421,2022-08-04,187,40,1,1,3,6,2,3,"On 03-08-2022, a case of Money Laundering was reported at Tilakwadi PS, Belagavi district. Investigation taken up under PMLA."
2429,100150229202500463,202500463,2025-09-05,206,44,1,1,3,6,1,15,"On 03-09-2025, a case of Money Laundering was reported at Hassan Town PS, Hassan district. Investigation taken up under PMLA."
2430,100310672202100443,202100443,2021-07-10,31,23,1,2,2,3,3,32,"On 09-07-2021, a case of Cryptocurrency Crime was reported at Yadgir Town PS, Yadgir district. Investigation taken up under IT Act."
2431,100110153202300459,202300459,2023-03-24,194,52,1,2,2,3,1,11,"On 24-03-2023, a case of Cryptocurrency Crime was reported at Mangaluru North PS, Dakshina Kannada district. Investigation taken up under IT Act."
2432,100140936202200422,202200422,2022-03-26,32,29,1,1,3,6,3,14,"On 25-03-2022, a case of Money Laundering was reported at Gadag Town PS, Gadag district. Investigation taken up under PMLA."
2433,100140846202500464,202500464,2025-07-26,277,6,1,2,2,4,4,14,"On 26-07-2025, a case of Cyber Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
2434,300280205202100444,202100444,2021-02-18,221,35,3,2,2,3,2,29,"On 16-02-2021, a case of Cryptocurrency Crime was reported at Uttara Kannada Rural PS, Uttara Kannada district. Investigation taken up under IT Act."
2435,100040173202500465,202500465,2025-01-16,114,2,1,2,2,4,3,17,"On 15-01-2025, a case of Cyber Crime was reported at Bengaluru Rural Rural PS, Bengaluru Rural district. Investigation taken up under IT Act."
2436,100200781202300460,202300460,2023-07-01,88,53,1,1,3,6,2,21,"On 01-07-2023, a case of Money Laundering was reported at Koppal Rural PS, Koppal district. Investigation taken up under PMLA."
2437,100170489202500466,202500466,2025-01-04,24,22,1,2,2,3,3,18,"On 02-01-2025, a case of Cryptocurrency Crime was reported at Kalaburagi Rural PS, Kalaburagi district. Investigation taken up under IT Act."
2438,100240993202200423,202200423,2022-05-27,280,12,1,2,2,3,3,25,"On 25-05-2022, a case of Cryptocurrency Crime was reported at Ramanagara Rural PS, Ramanagara district. Investigation taken up under IT Act."
2439,100030872202200424,202200424,2022-08-19,94,55,1,2,2,4,1,3,"On 18-08-2022, a case of Cyber Crime was reported at Khadebazar PS, Belagavi district. Investigation taken up under IT Act."
2440,100210438202100445,202100445,2021-11-17,1,1,1,2,2,3,1,22,"On 17-11-2021, a case of Cryptocurrency Crime was reported at Mandya Town PS, Mandya district. Investigation taken up under IT Act."
2441,100030872202500467,202500467,2025-02-05,94,55,1,1,4,7,1,3,"On 05-02-2025, a case of Drug Offence was reported at Khadebazar PS, Belagavi district. Investigation taken up under NDPS."
2442,100270523202400417,202400417,2024-07-22,167,10,1,2,2,3,2,28,"On 21-07-2024, a case of Cryptocurrency Crime was reported at Udupi Rural PS, Udupi district. Investigation taken up under IT Act."
2443,100180644202500468,202500468,2025-09-02,66,46,1,1,3,6,3,19,"On 02-09-2025, a case of Money Laundering was reported at Kodagu Rural PS, Kodagu district. Investigation taken up under PMLA."
2444,100220999202500469,202500469,2025-04-30,276,36,1,2,2,4,4,23,"On 29-04-2025, a case of Cyber Crime was reported at Narasimharaja PS, Mysuru district. Investigation taken up under IT Act."
2445,100060803202400418,202400418,2024-12-23,132,47,1,2,2,4,3,6,"On 22-12-2024, a case of Cyber Crime was reported at Bidar Rural PS, Bidar district. Investigation taken up under IT Act."
2446,100050966202200425,202200425,2022-09-20,281,65,1,1,2,5,3,5,"On 18-09-2022, a case of Dark Web Crime was reported at Koramangala PS, Bengaluru Urban district. Investigation taken up under IT Act."
2447,100070186202500470,202500470,2025-01-16,173,70,1,1,2,5,3,7,"On 15-01-2025, a case of Dark Web Crime was reported at Chamarajanagar Town PS, Chamarajanagar district. Investigation taken up under IT Act."
2448,100060803202500471,202500471,2025-04-16,69,47,1,1,1,1,2,17,"On 15-04-2025, a case of Kidnapping was reported at Bidar Rural PS, Bidar district. Investigation taken up under IPC."
2449,100030178202400419,202400419,2024-11-14,52,40,1,1,3,6,1,3,"On 14-11-2024, a case of Money Laundering was reported at Tilakwadi PS, Belagavi district. Investigation taken up under PMLA."
2450,100170645202600230,202600230,2026-03-10,112,56,1,2,2,4,1,18,"On 09-03-2026, a case of Cyber Crime was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under IT Act."
2451,200170645202200426,202200426,2022-06-27,235,56,2,2,2,4,1,18,"On 26-06-2022, a case of Cyber Crime was reported at Kalaburagi Town PS, Kalaburagi district. Investigation taken up under IT Act."
2452,100180260202500472,202500472,2025-11-26,237,15,1,1,2,5,3,19,"On 25-11-2025, a case of Dark Web Crime was reported at Kodagu Town PS, Kodagu district. Investigation taken up under IT Act."
2453,100180260202200427,202200427,2022-02-04,201,15,1,2,2,3,3,19,"On 03-02-2022, a case of Cryptocurrency Crime was reported at Kodagu Town PS, Kodagu district. Investigation taken up under IT Act."
2454,200210438202300461,202300461,2023-01-18,1,1,2,2,2,4,4,17,"On 17-01-2023, a case of Cyber Crime was reported at Mandya Town PS, Mandya district. Investigation taken up under IT Act."
2455,100140846202300462,202300462,2023-02-08,87,6,1,2,2,3,4,14,"On 06-02-2023, a case of Cryptocurrency Crime was reported at Gadag Rural PS, Gadag district. Investigation taken up under IT Act."
