ArrestSurrenderID,CaseMasterID,ArrestSurrenderTypeID,ArrestSurrenderDate,ArrestSurrenderStateId,ArrestSurrenderDistrictId,PoliceStationID,IOID,CourtID,AccusedMasterID,IsAccused,IsComplainantAccused
787,1740,1,2022-10-11T18:00:19,1,23,24,215,24,3011,1,
788,1743,2,2021-02-22T22:37:49,1,30,26,28,31,3015,1,
789,1745,2,2024-10-27T10:07:18,1,15,44,158,15,3018,1,
790,1747,1,2023-10-27T11:20:34,1,1,59,107,1,3023,1,
791,1748,1,2023-11-19T21:17:07,1,6,43,254,6,3025,1,
792,1752,1,2023-11-21T14:10:40,1,12,30,33,12,3030,1,
793,1753,1,2025-03-12T21:33:13,1,6,47,132,6,3032,1,
794,1754,2,2025-04-04T12:25:54,1,16,67,159,16,3034,1,
795,1755,1,2023-09-24T19:51:54,1,31,23,25,32,3036,1,
796,1757,2,2021-03-12T13:31:37,1,11,68,267,11,3039,1,
797,1758,2,2021-11-26T04:32:17,1,4,2,2,4,3041,1,
798,1760,2,2023-11-26T00:02:59,1,31,20,123,32,3044,1,
799,1763,1,2024-09-30T05:45:07,1,5,41,220,17,3054,1,
800,1764,1,2022-04-11T04:37:52,1,23,24,147,24,3058,1,
801,1767,1,2021-04-09T16:12:19,1,21,1,97,22,3065,1,
802,1769,1,2023-11-05T09:42:14,1,15,58,128,15,3072,1,
803,1770,2,2023-07-15T08:40:55,1,5,49,268,5,3073,1,
804,1771,1,2025-01-19T15:31:12,1,8,8,196,8,3074,1,
805,1775,1,2022-01-26T12:54:39,1,28,35,80,29,3079,1,
806,1777,1,2022-02-18T11:40:30,1,17,22,86,18,3082,1,
807,1779,2,2025-09-23T22:42:56,1,29,14,223,30,3084,1,
808,1780,2,2022-04-30T23:55:14,1,5,65,281,5,3086,1,
809,1787,2,2022-07-12T22:51:15,1,18,15,125,19,3100,1,
810,1788,2,2022-09-23T09:19:19,1,10,9,262,10,3103,1,
811,1789,2,2026-05-23T12:45:02,1,20,19,73,17,3105,1,
812,1790,2,2025-05-13T04:37:02,1,6,43,60,6,3109,1,
813,1791,2,2025-01-03T22:58:05,1,7,70,208,7,3110,1,
814,1792,1,2021-04-29T22:49:21,1,18,46,189,19,3112,1,
815,1796,1,2026-03-30T15:00:25,1,24,12,152,25,3116,1,
816,1799,2,2024-02-09T02:26:17,1,26,34,40,27,3120,1,
817,1800,2,2022-09-08T06:01:27,1,7,70,208,17,3121,1,
818,1801,1,2024-12-16T07:43:50,1,10,18,59,10,3125,1,
819,1805,1,2021-04-11T06:09:49,1,13,11,120,13,3131,1,
820,1811,1,2023-04-04T04:14:10,1,12,37,46,12,3140,1,
821,1812,1,2021-10-20T02:45:03,1,20,53,232,17,3141,1,
822,1813,2,2023-07-22T12:54:52,1,30,33,39,31,3142,1,
823,1815,2,2023-12-14T13:56:35,1,31,23,101,32,3144,1,
824,1817,2,2023-03-12T08:07:09,1,24,64,146,25,3147,1,
825,1819,2,2023-05-03T02:12:28,1,21,31,83,22,3149,1,
826,1821,2,2023-04-12T02:08:15,1,24,12,12,25,3151,1,
827,1823,2,2024-02-29T15:31:21,1,26,34,269,27,3153,1,
828,1826,1,2023-01-02T08:54:16,1,19,62,135,20,3156,1,
829,1827,1,2024-03-15T15:49:50,1,3,51,244,17,3157,1,
830,1828,2,2023-01-09T08:39:22,1,2,4,4,2,3158,1,
831,1836,2,2026-06-08T00:10:34,1,3,55,94,3,3173,1,
832,1840,2,2021-05-04T23:26:22,1,27,10,122,28,3182,1,
833,1841,1,2022-11-07T02:58:26,1,31,23,25,32,3186,1,
834,1842,2,2023-12-04T06:01:20,1,13,11,271,13,3188,1,
835,1843,1,2024-06-18T04:23:03,1,6,43,108,6,3190,1,
836,1849,2,2021-06-21T00:08:04,1,7,7,7,7,3202,1,
837,1850,1,2026-05-08T09:13:00,1,29,14,205,30,3206,1,
838,1852,1,2024-01-10T12:38:16,1,10,9,14,10,3212,1,
839,1855,1,2021-01-28T08:05:47,1,19,62,135,17,3216,1,
840,1856,1,2024-04-16T16:39:56,1,22,21,225,23,3218,1,
841,1861,2,2024-04-02T16:27:50,1,21,1,209,22,3225,1,
842,1862,2,2025-01-29T23:36:15,1,5,41,241,5,3227,1,
843,1865,2,2021-09-13T21:32:24,1,16,17,18,16,3230,1,
844,1866,2,2022-03-19T16:01:59,1,12,30,186,12,3231,1,
845,1869,1,2025-08-28T02:09:18,1,26,34,151,27,3235,1,
846,1870,2,2023-07-30T17:25:14,1,16,67,156,16,3237,1,
847,1872,1,2023-07-08T14:32:13,1,25,63,236,26,3240,1,
848,1873,2,2024-10-05T15:23:37,1,30,33,104,17,3241,1,
849,1874,2,2025-07-13T18:48:44,1,14,6,277,14,3242,1,
850,1875,1,2023-10-24T18:26:07,1,18,15,237,17,3246,1,
851,1877,1,2022-04-29T08:53:19,1,15,58,128,15,3249,1,
852,1879,1,2022-04-15T22:01:06,1,31,20,203,32,3252,1,
853,1883,1,2024-03-04T21:51:19,1,8,8,191,8,3257,1,
854,1884,1,2025-07-16T04:34:30,1,10,9,14,10,3258,1,
855,1886,2,2026-07-15T02:13:38,1,8,13,111,8,3261,1,
856,1887,1,2023-06-10T09:39:03,1,1,28,35,1,3265,1,
857,1888,1,2022-06-29T06:09:55,1,9,25,222,9,3268,1,
858,1890,1,2022-03-19T17:52:37,1,8,13,63,8,3272,1,
859,1891,1,2024-10-14T15:18:56,1,5,41,55,5,3273,1,
860,1894,2,2025-09-06T19:50:16,1,23,16,124,24,3278,1,
861,1895,2,2026-06-24T20:54:19,1,21,31,83,22,3280,1,
862,1896,1,2022-11-03T11:47:53,1,22,21,23,23,3281,1,
863,1897,2,2023-11-14T12:59:17,1,7,70,264,7,3282,1,
864,1902,1,2025-12-24T04:05:29,1,20,19,133,21,3292,1,
865,1904,1,2024-12-27T08:25:23,1,30,26,96,31,3294,1,
866,1905,2,2021-03-19T23:23:42,1,22,50,157,23,3295,1,
867,1909,1,2024-06-17T13:11:44,1,24,64,190,25,3306,1,
868,1910,2,2024-03-31T08:57:56,1,27,10,167,17,3308,1,
869,1912,1,2022-01-24T12:45:08,1,22,57,251,23,3310,1,
870,1915,1,2023-09-18T11:07:30,1,11,71,181,11,3315,1,
871,1917,1,2023-03-25T05:51:39,1,15,44,206,15,3321,1,
872,1920,1,2022-01-26T12:32:49,1,19,5,54,20,3324,1,
873,1921,2,2021-04-13T02:38:44,1,27,10,166,28,3325,1,
874,1922,2,2025-12-29T14:35:37,1,2,4,113,2,3326,1,
875,1925,1,2022-02-10T21:25:13,1,7,7,7,7,3332,1,
876,1926,2,2021-09-14T22:36:04,1,13,45,145,13,3334,1,
877,1927,2,2024-08-03T04:23:37,1,6,43,116,6,3335,1,
878,1930,1,2021-04-08T08:28:06,1,16,67,155,16,3338,1,
879,1935,2,2021-02-23T13:55:13,1,3,40,119,17,3346,1,
880,1936,1,2026-01-12T11:09:43,1,11,48,71,11,3347,1,
881,1938,2,2021-12-09T12:19:41,1,9,25,27,9,3349,1,
882,1940,2,2024-10-26T07:25:10,1,10,9,262,10,3351,1,
883,1941,1,2023-02-12T09:18:18,1,22,57,99,17,3352,1,
884,1944,1,2025-03-14T06:28:14,1,1,59,255,1,3357,1,
885,1945,2,2024-10-03T19:33:40,1,14,6,6,17,3359,1,
886,1946,2,2023-06-13T12:04:49,1,28,35,41,29,3361,1,
887,1947,2,2023-10-10T20:19:30,1,27,3,165,28,3362,1,
888,1948,1,2024-07-30T10:05:23,1,24,12,280,25,3363,1,
889,1950,2,2024-12-30T12:30:51,1,27,10,122,28,3367,1,
890,1951,1,2024-03-14T10:20:38,1,16,17,20,16,3368,1,
891,1954,1,2023-08-11T16:04:03,1,13,11,11,13,3373,1,
892,1961,1,2023-09-12T19:39:27,1,20,19,134,17,3386,1,
893,1966,2,2021-11-07T08:38:25,1,1,28,30,1,3393,1,
894,1967,2,2024-10-04T16:39:46,1,15,58,128,15,3394,1,
895,1969,1,2026-06-05T08:25:05,1,29,27,105,30,3397,1,
896,1972,2,2024-05-18T14:42:30,1,13,11,11,13,3403,1,
897,1974,2,2021-05-13T19:45:30,1,18,46,66,19,3407,1,
898,1975,2,2022-01-20T03:15:15,1,13,11,75,13,3408,1,
899,1979,1,2024-11-11T06:59:40,1,21,31,36,22,3415,1,
900,1980,2,2021-03-01T16:33:31,1,6,43,254,17,3417,1,
901,1981,2,2024-09-22T12:52:18,1,9,54,143,9,3419,1,
902,1985,1,2026-06-19T11:13:50,1,25,69,170,17,3427,1,
903,1986,1,2026-04-10T19:48:05,1,17,22,24,18,3428,1,
904,1990,2,2021-09-09T11:38:23,1,25,69,249,26,3437,1,
905,1991,2,2025-11-30T06:06:44,1,16,17,20,17,3439,1,
906,1993,1,2021-02-07T19:55:11,1,15,44,61,15,3442,1,
907,1994,2,2021-02-15T04:55:48,1,4,2,114,4,3445,1,
908,1995,1,2021-10-02T12:58:50,1,28,32,259,29,3446,1,
909,1996,1,2024-09-14T07:17:47,1,15,44,117,17,3447,1,
910,1998,2,2025-09-07T22:05:24,1,9,25,27,9,3451,1,
911,1999,1,2023-10-23T02:04:33,1,30,33,39,31,3453,1,
912,2003,2,2025-08-29T14:55:33,1,22,50,91,23,3460,1,
913,2004,1,2023-11-19T21:33:50,1,14,29,70,14,3461,1,
914,2006,1,2021-07-11T06:07:22,1,28,32,259,29,3463,1,
915,2007,1,2023-03-19T17:24:39,1,16,67,156,16,3466,1,
916,2013,1,2026-06-29T03:13:47,1,14,6,6,14,3477,1,
917,2015,1,2022-06-30T18:10:55,1,31,20,64,32,3479,1,
918,2018,1,2023-12-31T10:36:48,1,9,25,184,17,3485,1,
919,2020,1,2023-04-07T20:35:38,1,20,53,149,21,3490,1,
920,2021,1,2024-01-21T17:31:49,1,28,35,80,29,3491,1,
921,2029,1,2022-06-18T07:28:15,1,22,21,23,23,3501,1,
922,2030,2,2021-07-11T17:22:08,1,9,54,89,9,3502,1,
923,2035,2,2022-12-07T20:09:13,1,21,1,209,22,3510,1,
924,2037,2,2026-05-05T01:20:29,1,2,4,67,17,3515,1,
925,2038,2,2021-03-26T23:55:34,1,11,52,84,11,3516,1,
926,2042,2,2023-03-29T01:00:52,1,19,5,54,20,3526,1,
927,2044,1,2023-08-25T01:30:43,1,17,56,95,18,3529,1,
928,2045,1,2022-07-19T09:23:07,1,12,37,46,12,3532,1,
929,2046,2,2023-10-16T04:18:15,1,24,12,92,25,3535,1,
930,2047,1,2025-11-14T16:25:35,1,21,1,97,17,3536,1,
931,2048,1,2024-06-24T01:11:55,1,12,37,57,12,3537,1,
932,2049,1,2021-07-05T01:43:50,1,3,40,263,3,3540,1,
933,2051,1,2024-07-17T19:30:52,1,6,43,254,6,3546,1,
934,2052,1,2022-11-18T11:15:09,1,29,14,228,17,3547,1,
935,2057,2,2024-07-16T06:09:22,1,23,16,124,17,3557,1,
936,2063,1,2021-02-19T00:14:29,1,12,30,33,12,3567,1,
937,2065,1,2025-04-23T16:48:20,1,8,13,121,17,3573,1,
938,2066,2,2023-04-04T23:42:51,1,16,67,192,17,3574,1,
939,2068,1,2023-04-27T19:53:11,1,14,29,34,14,3576,1,
940,2072,1,2025-12-05T16:38:33,1,20,53,252,17,3582,1,
941,2078,1,2021-02-25T11:20:09,1,1,59,255,17,3594,1,
942,2079,1,2023-03-26T22:48:53,1,10,18,109,10,3595,1,
943,2081,1,2024-08-30T04:56:28,1,3,61,154,17,3599,1,
944,2082,2,2022-07-16T17:40:42,1,14,6,277,14,3600,1,
945,2086,1,2022-08-06T11:58:46,1,9,25,180,9,3607,1,
946,2087,2,2022-08-05T18:38:53,1,25,69,179,26,3608,1,
947,2097,2,2024-05-10T19:41:31,1,22,50,91,23,3621,1,
948,2099,1,2021-08-09T06:56:55,1,1,28,43,1,3626,1,
949,2102,2,2021-12-16T00:36:20,1,22,36,258,23,3631,1,
950,2108,2,2025-03-02T21:42:22,1,9,25,222,9,3642,1,
951,2110,1,2024-06-16T19:45:40,1,8,13,136,8,3646,1,
952,2111,1,2023-09-14T16:28:40,1,17,56,112,17,3648,1,
953,2112,1,2026-02-15T16:39:56,1,25,63,236,26,3649,1,
954,2113,2,2024-11-18T07:25:07,1,9,25,222,9,3650,1,
955,2115,2,2025-06-17T03:09:09,1,24,64,238,25,3653,1,
956,2119,2,2024-11-18T11:55:28,1,23,16,231,24,3660,1,
957,2122,2,2023-05-14T00:33:32,1,14,6,247,14,3667,1,
958,2126,2,2022-03-28T20:14:00,1,28,35,80,29,3674,1,
959,2130,2,2025-06-03T07:21:26,1,18,15,16,19,3681,1,
960,2132,1,2022-08-31T02:23:44,1,10,9,9,10,3684,1,
961,2137,1,2022-03-01T03:59:14,1,25,63,227,26,3693,1,
962,2143,1,2021-03-24T01:36:15,1,16,67,156,16,3705,1,
963,2147,2,2022-06-03T19:30:12,1,31,20,270,17,3714,1,
964,2149,1,2024-04-22T14:05:42,1,1,59,162,1,3716,1,
965,2152,1,2023-06-03T01:49:29,1,12,30,127,12,3721,1,
966,2154,1,2021-03-05T03:12:58,1,28,35,221,29,3724,1,
967,2156,2,2021-09-05T07:04:01,1,7,7,7,7,3729,1,
968,2158,2,2021-10-09T03:45:59,1,16,17,18,16,3731,1,
969,2159,1,2023-09-28T17:00:19,1,6,47,132,6,3733,1,
970,2161,2,2023-12-28T20:54:02,1,24,12,12,25,3735,1,
971,2167,2,2024-03-24T20:09:16,1,31,23,31,32,3751,1,
972,2168,1,2024-06-13T15:09:02,1,20,53,88,21,3753,1,
973,2171,1,2025-09-13T06:20:23,1,4,2,2,4,3760,1,
974,2172,1,2021-10-01T02:04:10,1,12,37,46,17,3763,1,
975,2177,1,2025-06-24T10:24:34,1,31,20,22,32,3768,1,
976,2178,1,2026-01-29T21:10:19,1,29,27,230,17,3770,1,
977,2180,1,2021-12-31T18:30:49,1,14,29,70,14,3773,1,
978,2181,1,2025-01-14T10:11:23,1,11,52,219,11,3774,1,
979,2182,2,2024-09-24T16:22:14,1,16,67,159,16,3778,1,
980,2184,2,2026-04-15T09:24:49,1,12,37,85,12,3784,1,
981,2185,1,2022-12-24T19:35:52,1,24,64,140,25,3787,1,
982,2189,1,2025-04-03T11:47:26,1,14,29,70,14,3792,1,
983,2190,2,2022-04-19T10:15:23,1,20,19,133,21,3794,1,
984,2191,1,2023-05-26T07:15:29,1,19,62,168,20,3795,1,
985,2192,2,2024-05-04T04:51:28,1,12,30,186,12,3796,1,
986,2193,2,2026-03-05T00:22:13,1,28,32,239,17,3797,1,
987,2195,2,2024-08-26T00:09:30,1,14,6,87,14,3801,1,
988,2197,2,2023-10-25T17:04:32,1,10,9,9,10,3803,1,
989,2198,1,2026-05-13T05:47:20,1,10,18,109,17,3804,1,
990,2199,1,2024-04-07T08:18:36,1,11,48,98,17,3807,1,
991,2204,1,2024-06-20T18:49:56,1,19,5,178,20,3817,1,
992,2205,2,2024-08-18T13:30:32,1,28,35,221,29,3819,1,
993,2210,1,2021-01-25T00:40:05,1,14,6,247,14,3829,1,
994,2212,1,2025-08-16T01:21:40,1,1,28,30,1,3831,1,
995,2213,2,2022-04-20T19:38:38,1,30,33,216,31,3833,1,
996,2215,2,2025-04-19T18:12:51,1,28,35,202,29,3835,1,
997,2216,2,2025-07-25T15:47:55,1,2,4,113,2,3838,1,
998,2217,2,2022-01-15T01:43:54,1,5,41,55,5,3839,1,
999,2222,1,2022-05-30T04:40:11,1,3,40,52,3,3846,1,
1000,2223,2,2024-05-26T01:25:02,1,28,35,221,29,3849,1,
1001,2228,2,2024-02-09T09:09:48,1,21,1,209,22,3859,1,
1002,2229,1,2022-06-03T23:16:25,1,6,43,116,6,3862,1,
1003,2230,2,2021-10-05T12:22:52,1,1,59,255,1,3864,1,
1004,2232,2,2024-08-24T00:19:56,1,13,11,271,13,3870,1,
1005,2234,2,2021-08-02T15:51:46,1,11,52,126,11,3876,1,
1006,2235,1,2021-10-27T03:27:01,1,3,40,119,3,3877,1,
1007,2236,2,2026-07-24T14:14:57,1,13,45,204,13,3880,1,
1008,2242,2,2026-06-26T19:04:42,1,30,33,39,31,3892,1,
1009,2244,2,2024-03-15T18:40:09,1,8,13,63,8,3894,1,
1010,2245,1,2021-03-12T14:32:07,1,1,59,255,1,3896,1,
1011,2249,2,2022-04-12T21:27:29,1,11,71,207,11,3900,1,
1012,2254,2,2025-12-22T13:16:56,1,14,29,81,14,3907,1,
1013,2256,1,2025-12-30T02:21:49,1,31,20,203,32,3911,1,
1014,2259,1,2024-05-19T04:40:30,1,22,36,185,23,3915,1,
1015,2260,2,2022-01-31T14:53:08,1,30,26,28,31,3916,1,
1016,2261,1,2025-06-06T10:22:49,1,18,15,125,19,3917,1,
1017,2262,2,2025-03-25T17:54:42,1,13,11,75,13,3918,1,
1018,2265,2,2023-07-25T10:54:14,1,6,47,78,6,3923,1,
1019,2269,2,2022-01-02T17:22:43,1,1,59,107,1,3933,1,
1020,2270,2,2026-05-23T16:02:48,1,24,64,140,25,3934,1,
1021,2272,2,2024-05-19T16:25:04,1,19,5,178,17,3936,1,
1022,2273,2,2025-10-05T11:26:52,1,22,36,276,23,3937,1,
1023,2281,2,2026-02-24T10:45:37,1,23,24,193,24,3952,1,
1024,2288,1,2024-01-27T18:17:40,1,21,31,36,22,3965,1,
1025,2297,2,2024-12-14T08:01:05,1,5,39,245,5,3980,1,
1026,2299,1,2023-09-20T17:06:42,1,27,10,122,17,3982,1,
1027,2306,2,2025-11-30T08:25:46,1,30,33,104,17,3996,1,
1028,2309,2,2024-02-22T19:38:36,1,4,2,42,4,4000,1,
1029,2313,1,2024-07-04T14:03:29,1,24,12,12,25,4009,1,
1030,2315,2,2025-09-30T11:05:45,1,3,55,265,17,4011,1,
1031,2321,1,2023-06-20T10:08:24,1,27,3,165,28,4025,1,
1032,2322,1,2023-09-13T18:24:23,1,14,29,81,14,4026,1,
1033,2323,2,2025-09-21T06:50:38,1,15,44,206,15,4027,1,
1034,2325,2,2023-10-14T08:14:56,1,6,43,195,6,4029,1,
1035,2326,2,2024-09-26T07:19:12,1,15,44,117,15,4031,1,
1036,2330,2,2022-01-25T17:52:17,1,3,55,94,3,4037,1,
1037,2335,1,2021-05-21T22:24:41,1,14,6,6,14,4043,1,
1038,2337,2,2021-11-09T07:31:30,1,22,21,23,23,4046,1,
1039,2339,1,2025-08-30T08:36:27,1,11,52,84,17,4048,1,
1040,2340,1,2025-10-11T01:30:46,1,2,4,67,2,4049,1,
1041,2341,2,2024-12-10T06:13:23,1,14,6,6,14,4050,1,
1042,2343,1,2022-02-14T17:09:52,1,8,13,136,8,4053,1,
1043,2347,1,2024-11-22T11:47:58,1,26,38,103,17,4060,1,
1044,2348,1,2023-01-09T05:20:06,1,6,47,69,6,4061,1,
1045,2352,2,2022-02-21T19:21:13,1,29,27,230,30,4070,1,
1046,2357,1,2023-03-28T00:34:07,1,30,33,104,31,4078,1,
1047,2359,2,2025-01-14T05:16:07,1,23,24,147,24,4082,1,
1048,2360,1,2024-11-18T00:18:18,1,26,34,40,27,4083,1,
1049,2363,1,2022-11-21T11:04:50,1,17,56,112,18,4089,1,
1050,2366,2,2022-05-06T10:44:09,1,14,6,6,14,4097,1,
1051,2367,2,2022-08-25T09:55:18,1,11,71,207,11,4098,1,
1052,2368,2,2022-06-13T20:25:35,1,29,14,15,17,4099,1,
1053,2369,1,2022-09-05T01:08:00,1,21,31,36,22,4100,1,
1054,2370,2,2024-01-27T01:21:07,1,4,2,2,17,4101,1,
1055,2372,2,2022-10-26T19:03:43,1,27,10,110,28,4106,1,
1056,2373,2,2023-03-29T19:59:51,1,3,61,130,3,4108,1,
1057,2375,2,2025-06-29T07:14:26,1,15,44,61,15,4112,1,
1058,2376,1,2024-03-14T22:09:33,1,4,2,2,4,4115,1,
1059,2378,1,2022-03-15T10:33:20,1,24,12,280,25,4117,1,
1060,2379,2,2022-08-08T03:40:14,1,20,53,88,17,4118,1,
1061,2380,2,2025-07-14T17:20:44,1,20,19,77,21,4121,1,
1062,2381,2,2024-09-18T23:30:14,1,20,19,133,17,4123,1,
1063,2382,2,2021-06-17T12:37:18,1,15,44,61,15,4124,1,
1064,2383,1,2022-11-11T12:29:53,1,30,33,39,31,4126,1,
1065,2389,1,2025-08-02T01:24:31,1,3,55,94,3,4138,1,
1066,2390,2,2026-03-13T13:17:42,1,25,63,236,26,4142,1,
1067,2391,2,2026-01-18T02:29:42,1,20,53,88,21,4143,1,
1068,2392,1,2026-05-31T20:41:25,1,22,36,185,17,4145,1,
1069,2394,1,2023-01-24T14:22:27,1,26,34,224,27,4152,1,
1070,2403,1,2024-02-09T17:26:58,1,27,10,166,28,4167,1,
1071,2405,1,2024-09-19T09:14:09,1,22,21,139,23,4169,1,
1072,2407,2,2023-09-09T20:03:45,1,21,31,36,22,4173,1,
1073,2410,1,2021-06-29T03:47:54,1,3,51,76,3,4178,1,
1074,2411,1,2025-07-06T00:16:37,1,4,42,58,17,4180,1,
1075,2412,1,2022-10-29T15:00:06,1,7,70,264,17,4181,1,
1076,2413,2,2024-11-13T03:28:56,1,13,11,11,13,4185,1,
1077,2414,1,2026-06-06T05:32:36,1,3,55,94,17,4186,1,
1078,2415,1,2022-04-01T04:51:09,1,30,26,96,31,4190,1,
1079,2418,2,2021-10-29T14:40:52,1,1,28,30,1,4194,1,
1080,2421,2,2023-06-13T22:05:44,1,23,16,17,24,4197,1,
1081,2422,1,2025-03-02T18:49:09,1,24,64,238,25,4198,1,
1082,2426,2,2022-03-18T13:26:56,1,26,38,48,17,4206,1,
1083,2427,1,2021-01-22T12:40:30,1,27,3,53,28,4208,1,
1084,2429,2,2025-09-10T07:36:31,1,15,44,206,15,4210,1,
1085,2431,1,2023-04-07T13:36:55,1,11,52,194,11,4212,1,
1086,2437,1,2025-01-16T07:12:30,1,17,22,24,18,4220,1,
1087,2438,2,2022-05-30T00:33:52,1,24,12,280,25,4221,1,
1088,2439,1,2022-09-01T05:24:14,1,3,55,94,3,4223,1,
1089,2440,2,2021-11-19T21:41:36,1,21,1,1,22,4224,1,
1090,2441,2,2025-02-16T10:42:13,1,3,55,94,3,4225,1,
1091,2446,1,2022-10-03T19:09:33,1,5,65,281,5,4237,1,
1092,2449,1,2024-11-29T21:58:30,1,3,40,52,3,4241,1,
1093,2450,1,2026-03-20T12:47:37,1,17,56,112,18,4242,1,
1094,2451,1,2022-07-04T20:19:36,1,17,56,235,18,4245,1,
1095,2452,1,2025-12-01T14:56:34,1,18,15,237,19,4247,1,
1096,2453,2,2022-02-10T16:19:54,1,18,15,201,19,4248,1,
1097,2456,2,2024-02-06T15:57:46,1,16,17,18,16,4254,1,
1098,2457,1,2026-04-21T17:53:45,1,18,15,16,17,4255,1,
1099,2459,1,2026-03-29T15:25:35,1,3,55,94,3,4258,1,
1100,2460,2,2021-09-17T04:01:41,1,24,64,146,25,4259,1,
1101,2462,2,2025-01-31T03:16:06,1,28,35,41,29,4261,1,
1102,2465,2,2024-06-06T12:14:57,1,20,53,149,21,4266,1,
1103,2469,2,2021-11-17T19:13:34,1,31,23,25,32,4271,1,
1104,2471,2,2026-01-02T22:52:07,1,17,56,112,18,4276,1,
1105,2472,2,2025-10-26T17:54:11,1,17,22,51,18,4277,1,
1106,2473,1,2025-10-16T07:19:54,1,11,71,181,11,4279,1,
1107,2476,1,2024-05-22T19:37:59,1,20,19,73,21,4282,1,
1108,2478,1,2024-05-12T07:45:21,1,1,28,43,1,4288,1,
1109,2480,1,2025-06-28T15:43:44,1,10,18,109,17,4291,1,
1110,2481,1,2023-04-16T14:50:04,1,15,58,198,15,4292,1,
1111,2482,2,2026-04-02T20:53:16,1,27,10,166,28,4293,1,
1112,2483,2,2021-08-03T13:17:30,1,2,66,197,17,4294,1,
1113,2485,1,2025-05-07T06:26:32,1,31,23,101,32,4297,1,
1114,2486,2,2021-08-21T18:04:37,1,23,16,124,24,4301,1,
1115,2488,2,2026-06-10T06:29:57,1,12,37,85,17,4303,1,
1116,2490,2,2026-04-29T20:59:45,1,9,54,89,9,4307,1,
1117,2493,2,2024-10-22T06:38:14,1,27,3,165,17,4311,1,
1118,2496,1,2025-03-25T08:43:42,1,18,46,131,19,4317,1,
1119,2501,1,2024-11-11T06:42:43,1,15,44,61,15,4331,1,
1120,2508,2,2021-12-04T09:56:03,1,29,27,47,30,4342,1,
1121,2509,2,2025-11-03T15:36:22,1,17,56,95,18,4344,1,
1122,2510,2,2021-02-17T20:41:38,1,15,44,117,15,4345,1,
1123,2512,2,2024-04-22T14:33:25,1,19,62,278,20,4348,1,
1124,2513,2,2026-06-27T13:05:22,1,26,34,269,27,4349,1,
1125,2518,2,2026-02-26T09:07:21,1,17,22,86,18,4357,1,
1126,2519,2,2021-11-22T15:29:55,1,16,67,156,17,4358,1,
1127,2520,2,2023-08-11T03:29:47,1,11,71,257,11,4359,1,
1128,2522,2,2022-07-19T16:19:41,1,8,8,191,8,4362,1,
1129,2524,1,2021-11-08T22:53:43,1,19,5,54,20,4364,1,
1130,2530,2,2024-11-24T15:18:54,1,25,69,243,26,4375,1,
1131,2532,2,2025-10-11T02:41:23,1,10,9,262,10,4379,1,
1132,2536,2,2026-04-12T01:29:06,1,26,34,151,27,4386,1,
1133,2537,1,2022-08-04T04:21:59,1,24,64,140,17,4389,1,
1134,2538,1,2025-04-17T23:58:18,1,27,10,166,28,4392,1,
1135,2539,2,2026-07-08T08:34:49,1,6,47,69,17,4393,1,
1136,2540,1,2025-03-01T08:43:20,1,31,20,270,32,4395,1,
1137,2543,2,2023-12-19T11:04:19,1,30,26,96,31,4399,1,
1138,2546,2,2022-09-11T12:49:05,1,11,68,279,11,4403,1,
1139,2552,1,2021-10-29T17:30:38,1,11,48,98,11,4418,1,
1140,2558,1,2023-02-11T12:18:51,1,13,45,204,13,4430,1,
1141,2562,2,2023-06-19T12:57:34,1,13,45,145,13,4437,1,
1142,2563,1,2022-02-28T23:22:58,1,30,26,96,31,4439,1,
1143,2565,1,2022-02-15T15:55:13,1,4,2,42,4,4444,1,
1144,2568,1,2025-12-14T15:32:34,1,25,63,210,26,4449,1,
1145,2569,2,2025-01-06T20:01:03,1,24,12,12,25,4451,1,
1146,2573,1,2021-04-26T15:22:45,1,8,8,8,8,4456,1,
1147,2575,2,2021-02-28T19:34:11,1,8,8,256,8,4460,1,
1148,2578,2,2023-08-13T16:18:20,1,12,37,85,12,4466,1,
1149,2580,2,2026-05-25T07:37:42,1,8,8,217,8,4468,1,
1150,2582,1,2023-05-29T22:17:06,1,21,31,142,22,4473,1,
1151,2583,2,2021-02-07T21:05:58,1,10,18,59,10,4474,1,
1152,2591,2,2026-01-17T09:49:18,1,21,1,209,22,4486,1,
1153,2593,2,2023-05-31T08:33:20,1,21,31,83,22,4491,1,
1154,2594,1,2024-11-24T14:47:32,1,16,67,159,16,4492,1,
1155,2595,1,2024-11-23T06:54:29,1,24,64,190,25,4493,1,
1156,2596,2,2025-10-19T23:36:27,1,21,31,93,17,4494,1,
1157,2599,2,2023-08-28T09:46:14,1,12,37,46,12,4501,1,
1158,2600,2,2025-05-03T05:08:10,1,19,5,5,20,4502,1,
1159,2601,1,2022-08-22T06:48:42,1,1,59,255,1,4506,1,
1160,2602,1,2025-04-01T14:13:55,1,2,4,67,2,4509,1,
1161,2603,1,2022-09-23T18:42:07,1,23,16,124,17,4510,1,
1162,2606,1,2024-09-23T08:04:48,1,22,21,139,23,4514,1,
1163,2607,2,2024-01-18T00:57:38,1,21,31,83,22,4516,1,
1164,2613,1,2026-06-21T19:47:55,1,18,46,212,19,4524,1,
1165,2616,2,2021-07-22T21:37:14,1,1,59,255,1,4529,1,
1166,2618,1,2021-07-07T19:33:46,1,27,3,165,28,4533,1,
1167,2622,1,2022-01-30T03:22:15,1,22,36,45,23,4545,1,
