CaseMasterID,IncidentFromDate,IncidentToDate,InfoReceivedPSDate,latitude,longitude,OccurrenceBriefFacts
2909,2024-12-22T01:55:48,2024-12-22T03:55:48,2024-12-22T07:55:48,15.2932,76.0828,"Incident occurred near coordinates 15.2932, 76.0828 within the jurisdiction of Koppal Rural PS."
2910,2023-08-23T14:22:11,2023-08-23T19:22:11,2023-08-23T23:22:11,15.5007,75.6972,"Incident occurred near coordinates 15.5007, 75.6972 within the jurisdiction of Gadag Rural PS."
2911,2024-01-24T11:33:08,2024-01-24T17:33:08,2024-01-25T21:33:08,12.0009,76.8844,"Incident occurred near coordinates 12.0009, 76.8844 within the jurisdiction of Chamarajanagar Rural PS."
2912,2025-02-19T09:11:38,2025-02-19T11:11:38,2025-02-20T01:11:38,15.8418,74.5536,"Incident occurred near coordinates 15.8418, 74.5536 within the jurisdiction of Tilakwadi PS."
2913,2021-06-30T21:46:20,2021-06-30T22:46:20,2021-07-01T08:46:20,15.3881,75.6392,"Incident occurred near coordinates 15.3881, 75.6392 within the jurisdiction of Gadag Rural PS."
2914,2025-05-08T15:13:52,2025-05-08T16:13:52,2025-05-09T15:13:52,15.82,74.497,"Incident occurred near coordinates 15.82, 74.497 within the jurisdiction of Camp PS."
2915,2021-04-22T14:13:48,2021-04-22T18:13:48,2021-04-23T05:13:48,14.8452,74.6614,"Incident occurred near coordinates 14.8452, 74.6614 within the jurisdiction of Uttara Kannada Rural PS."
2916,2023-09-24T23:18:41,2023-09-25T02:18:41,2023-09-25T06:18:41,16.8424,77.1384,"Incident occurred near coordinates 16.8424, 77.1384 within the jurisdiction of Yadgir Rural PS."
2917,2024-07-21T04:38:10,2024-07-21T08:38:10,2024-07-22T14:38:10,13.3028,77.5524,"Incident occurred near coordinates 13.3028, 77.5524 within the jurisdiction of Bengaluru Rural Town PS."
2918,2023-11-11T03:36:49,2023-11-11T08:36:49,2023-11-11T08:36:49,11.9091,76.8957,"Incident occurred near coordinates 11.9091, 76.8957 within the jurisdiction of Chamarajanagar Rural PS."
2919,2022-10-09T09:38:38,2022-10-09T10:38:38,2022-10-10T17:38:38,12.553,76.8893,"Incident occurred near coordinates 12.553, 76.8893 within the jurisdiction of Mandya Rural PS."
2920,2022-07-01T18:38:44,2022-07-01T19:38:44,2022-07-03T20:38:44,15.9222,74.449,"Incident occurred near coordinates 15.9222, 74.449 within the jurisdiction of Tilakwadi PS."
2921,2026-03-01T23:44:10,2026-03-01T23:44:10,2026-03-03T19:44:10,15.3238,76.1575,"Incident occurred near coordinates 15.3238, 76.1575 within the jurisdiction of Koppal Rural PS."
2922,2025-11-01T04:36:02,2025-11-01T06:36:02,2025-11-02T22:36:02,13.1694,78.1572,"Incident occurred near coordinates 13.1694, 78.1572 within the jurisdiction of Kolar Town PS."
2923,2024-05-16T17:41:38,2024-05-16T18:41:38,2024-05-17T23:41:38,14.7214,75.3318,"Incident occurred near coordinates 14.7214, 75.3318 within the jurisdiction of Haveri Rural PS."
2924,2024-04-11T19:16:29,2024-04-11T20:16:29,2024-04-12T00:16:29,12.0021,76.8956,"Incident occurred near coordinates 12.0021, 76.8956 within the jurisdiction of Chamarajanagar Town PS."
2925,2023-06-21T13:23:10,2023-06-21T18:23:10,2023-06-22T02:23:10,16.8467,75.6657,"Incident occurred near coordinates 16.8467, 75.6657 within the jurisdiction of Vijayapura Rural PS."
2926,2024-07-11T08:12:19,2024-07-11T08:12:19,2024-07-13T01:12:19,12.9788,76.0268,"Incident occurred near coordinates 12.9788, 76.0268 within the jurisdiction of Hassan Rural PS."
2927,2022-06-04T01:30:18,2022-06-04T06:30:18,2022-06-04T09:30:18,13.1841,78.1547,"Incident occurred near coordinates 13.1841, 78.1547 within the jurisdiction of Kolar Rural PS."
2928,2021-05-19T06:53:32,2021-05-19T11:53:32,2021-05-20T00:53:32,15.2896,76.4927,"Incident occurred near coordinates 15.2896, 76.4927 within the jurisdiction of Vijayanagara Town PS."
2929,2022-05-17T21:51:53,2022-05-18T01:51:53,2022-05-19T21:51:53,13.3208,75.7754,"Incident occurred near coordinates 13.3208, 75.7754 within the jurisdiction of Chikkamagaluru Rural PS."
2930,2022-11-13T01:29:37,2022-11-13T06:29:37,2022-11-14T19:29:37,12.792,75.2893,"Incident occurred near coordinates 12.792, 75.2893 within the jurisdiction of Kadri PS."
2931,2023-01-08T05:38:46,2023-01-08T09:38:46,2023-01-10T07:38:46,13.3138,75.7074,"Incident occurred near coordinates 13.3138, 75.7074 within the jurisdiction of Chikkamagaluru Town PS."
2932,2022-05-11T17:54:05,2022-05-11T23:54:05,2022-05-13T04:54:05,15.524,74.9737,"Incident occurred near coordinates 15.524, 74.9737 within the jurisdiction of Dharwad Town PS."
2933,2021-12-31T10:23:11,2021-12-31T13:23:11,2021-12-31T15:23:11,12.8065,75.2599,"Incident occurred near coordinates 12.8065, 75.2599 within the jurisdiction of Mangaluru South PS."
2934,2024-02-17T16:52:39,2024-02-17T17:52:39,2024-02-18T22:52:39,12.3748,75.8002,"Incident occurred near coordinates 12.3748, 75.8002 within the jurisdiction of Kodagu Rural PS."
2935,2021-11-08T22:11:52,2021-11-09T00:11:52,2021-11-09T08:11:52,16.8987,75.6541,"Incident occurred near coordinates 16.8987, 75.6541 within the jurisdiction of Vijayapura Town PS."
2936,2026-01-17T09:47:12,2026-01-17T15:47:12,2026-01-19T01:47:12,14.2504,76.455,"Incident occurred near coordinates 14.2504, 76.455 within the jurisdiction of Chitradurga Town PS."
2937,2024-03-24T00:27:12,2024-03-24T03:27:12,2024-03-25T08:27:12,15.3906,74.9403,"Incident occurred near coordinates 15.3906, 74.9403 within the jurisdiction of Dharwad Rural PS."
2938,2025-11-01T02:33:09,2025-11-01T03:33:09,2025-11-03T02:33:09,13.3866,74.7154,"Incident occurred near coordinates 13.3866, 74.7154 within the jurisdiction of Udupi Rural PS."
2939,2021-10-02T10:41:48,2021-10-02T11:41:48,2021-10-03T04:41:48,16.147,75.6959,"Incident occurred near coordinates 16.147, 75.6959 within the jurisdiction of Bagalkot Rural PS."
2940,2023-11-04T18:11:28,2023-11-04T18:11:28,2023-11-05T04:11:28,11.9465,76.9067,"Incident occurred near coordinates 11.9465, 76.9067 within the jurisdiction of Chamarajanagar Town PS."
2941,2022-04-20T16:36:53,2022-04-20T21:36:53,2022-04-20T22:36:53,14.1949,76.3214,"Incident occurred near coordinates 14.1949, 76.3214 within the jurisdiction of Chitradurga Town PS."
2942,2025-01-29T06:21:49,2025-01-29T11:21:49,2025-01-29T21:21:49,14.7366,75.4098,"Incident occurred near coordinates 14.7366, 75.4098 within the jurisdiction of Haveri Rural PS."
2943,2025-02-12T13:56:39,2025-02-12T13:56:39,2025-02-14T08:56:39,17.8835,77.5713,"Incident occurred near coordinates 17.8835, 77.5713 within the jurisdiction of Bidar Rural PS."
2944,2025-08-20T09:29:52,2025-08-20T11:29:52,2025-08-22T01:29:52,12.7937,77.2101,"Incident occurred near coordinates 12.7937, 77.2101 within the jurisdiction of Ramanagara Town PS."
2945,2024-06-09T02:20:46,2024-06-09T02:20:46,2024-06-10T04:20:46,12.975,76.0356,"Incident occurred near coordinates 12.975, 76.0356 within the jurisdiction of Hassan Rural PS."
2946,2025-04-17T23:43:39,2025-04-18T01:43:39,2025-04-18T05:43:39,17.3382,76.8803,"Incident occurred near coordinates 17.3382, 76.8803 within the jurisdiction of Kalaburagi Town PS."
2947,2021-03-18T04:05:04,2021-03-18T10:05:04,2021-03-19T23:05:04,12.9912,77.6395,"Incident occurred near coordinates 12.9912, 77.6395 within the jurisdiction of Whitefield PS."
2948,2022-11-28T21:41:10,2022-11-29T01:41:10,2022-11-30T12:41:10,12.7486,77.2369,"Incident occurred near coordinates 12.7486, 77.2369 within the jurisdiction of Ramanagara Town PS."
2949,2025-07-16T08:45:35,2025-07-16T14:45:35,2025-07-16T20:45:35,12.9298,76.0776,"Incident occurred near coordinates 12.9298, 76.0776 within the jurisdiction of Hassan Rural PS."
2950,2023-11-19T15:20:24,2023-11-19T18:20:24,2023-11-20T10:20:24,13.352,75.818,"Incident occurred near coordinates 13.352, 75.818 within the jurisdiction of Chikkamagaluru Rural PS."
2951,2022-10-10T17:51:28,2022-10-10T17:51:28,2022-10-10T22:51:28,17.9465,77.4748,"Incident occurred near coordinates 17.9465, 77.4748 within the jurisdiction of Bidar Town PS."
2952,2023-02-14T04:28:39,2023-02-14T05:28:39,2023-02-14T11:28:39,12.5808,76.8938,"Incident occurred near coordinates 12.5808, 76.8938 within the jurisdiction of Mandya Rural PS."
2953,2026-07-13T01:05:55,2026-07-13T03:05:55,2026-07-13T15:05:55,12.9488,77.5326,"Incident occurred near coordinates 12.9488, 77.5326 within the jurisdiction of Cubbon Park PS."
2954,2024-08-22T06:19:18,2024-08-22T07:19:18,2024-08-22T16:19:18,17.3617,76.9074,"Incident occurred near coordinates 17.3617, 76.9074 within the jurisdiction of Kalaburagi Rural PS."
2955,2021-09-17T22:53:30,2021-09-18T04:53:30,2021-09-19T03:53:30,16.7566,75.7015,"Incident occurred near coordinates 16.7566, 75.7015 within the jurisdiction of Vijayapura Town PS."
2956,2021-07-02T19:57:29,2021-07-02T20:57:29,2021-07-04T15:57:29,12.2626,76.5807,"Incident occurred near coordinates 12.2626, 76.5807 within the jurisdiction of Devaraja PS."
2957,2022-02-14T00:03:11,2022-02-14T01:03:11,2022-02-16T02:03:11,14.1852,76.3562,"Incident occurred near coordinates 14.1852, 76.3562 within the jurisdiction of Chitradurga Rural PS."
2958,2024-05-24T23:44:10,2024-05-25T02:44:10,2024-05-26T03:44:10,15.3996,75.6436,"Incident occurred near coordinates 15.3996, 75.6436 within the jurisdiction of Gadag Town PS."
2959,2025-03-30T05:49:55,2025-03-30T10:49:55,2025-03-31T15:49:55,11.9987,76.9329,"Incident occurred near coordinates 11.9987, 76.9329 within the jurisdiction of Chamarajanagar Town PS."
2960,2022-11-01T18:08:34,2022-11-01T18:08:34,2022-11-03T16:08:34,17.3982,76.8076,"Incident occurred near coordinates 17.3982, 76.8076 within the jurisdiction of Kalaburagi Town PS."
2961,2025-12-06T21:12:09,2025-12-07T03:12:09,2025-12-07T05:12:09,15.4897,75.6838,"Incident occurred near coordinates 15.4897, 75.6838 within the jurisdiction of Gadag Town PS."
2962,2021-03-23T19:11:18,2021-03-23T22:11:18,2021-03-25T02:11:18,12.4772,76.8879,"Incident occurred near coordinates 12.4772, 76.8879 within the jurisdiction of Mandya Town PS."
2963,2025-07-08T13:04:38,2025-07-08T15:04:38,2025-07-10T05:04:38,16.8614,75.6928,"Incident occurred near coordinates 16.8614, 75.6928 within the jurisdiction of Vijayapura Rural PS."
2964,2023-10-12T14:41:22,2023-10-12T16:41:22,2023-10-13T20:41:22,15.1988,76.4666,"Incident occurred near coordinates 15.1988, 76.4666 within the jurisdiction of Vijayanagara Rural PS."
2965,2025-12-17T00:38:06,2025-12-17T00:38:06,2025-12-18T03:38:06,12.9115,77.5823,"Incident occurred near coordinates 12.9115, 77.5823 within the jurisdiction of Halasuru PS."
2966,2026-04-23T22:12:30,2026-04-23T22:12:30,2026-04-24T06:12:30,14.7156,74.6244,"Incident occurred near coordinates 14.7156, 74.6244 within the jurisdiction of Uttara Kannada Town PS."
2967,2023-12-11T10:33:41,2023-12-11T14:33:41,2023-12-12T08:33:41,12.2925,75.8355,"Incident occurred near coordinates 12.2925, 75.8355 within the jurisdiction of Kodagu Rural PS."
2968,2023-12-13T09:57:35,2023-12-13T12:57:35,2023-12-15T08:57:35,15.4801,75.5876,"Incident occurred near coordinates 15.4801, 75.5876 within the jurisdiction of Gadag Rural PS."
2969,2021-11-21T21:02:49,2021-11-22T01:02:49,2021-11-23T23:02:49,15.1117,76.9225,"Incident occurred near coordinates 15.1117, 76.9225 within the jurisdiction of Ballari Rural PS."
2970,2023-12-09T11:36:51,2023-12-09T14:36:51,2023-12-10T14:36:51,14.4216,75.8915,"Incident occurred near coordinates 14.4216, 75.8915 within the jurisdiction of Davanagere Rural PS."
2971,2023-02-25T15:17:59,2023-02-25T16:17:59,2023-02-26T10:17:59,13.9675,75.5968,"Incident occurred near coordinates 13.9675, 75.5968 within the jurisdiction of Shivamogga Town PS."
2972,2025-10-22T16:56:49,2025-10-22T16:56:49,2025-10-23T10:56:49,13.1821,78.1384,"Incident occurred near coordinates 13.1821, 78.1384 within the jurisdiction of Kolar Town PS."
2973,2023-08-03T14:46:33,2023-08-03T14:46:33,2023-08-04T15:46:33,12.2402,76.6964,"Incident occurred near coordinates 12.2402, 76.6964 within the jurisdiction of Devaraja PS."
2974,2024-05-12T00:09:42,2024-05-12T04:09:42,2024-05-12T11:09:42,13.2818,75.7155,"Incident occurred near coordinates 13.2818, 75.7155 within the jurisdiction of Chikkamagaluru Rural PS."
2975,2024-11-15T22:18:15,2024-11-16T03:18:15,2024-11-17T06:18:15,16.8122,77.2171,"Incident occurred near coordinates 16.8122, 77.2171 within the jurisdiction of Yadgir Rural PS."
2976,2025-08-06T12:20:41,2025-08-06T17:20:41,2025-08-08T07:20:41,13.3531,77.5553,"Incident occurred near coordinates 13.3531, 77.5553 within the jurisdiction of Bengaluru Rural Rural PS."
2977,2024-01-29T12:01:28,2024-01-29T12:01:28,2024-01-31T05:01:28,13.3588,74.7577,"Incident occurred near coordinates 13.3588, 74.7577 within the jurisdiction of Udupi Rural PS."
2978,2025-05-25T00:06:28,2025-05-25T04:06:28,2025-05-27T00:06:28,13.3411,77.0998,"Incident occurred near coordinates 13.3411, 77.0998 within the jurisdiction of Tumakuru Rural PS."
2979,2025-09-12T08:00:21,2025-09-12T13:00:21,2025-09-13T00:00:21,13.3092,74.7367,"Incident occurred near coordinates 13.3092, 74.7367 within the jurisdiction of Udupi Rural PS."
2980,2021-05-28T08:12:01,2021-05-28T12:12:01,2021-05-30T07:12:01,16.8201,75.7155,"Incident occurred near coordinates 16.8201, 75.7155 within the jurisdiction of Vijayapura Town PS."
2981,2026-02-12T04:56:01,2026-02-12T07:56:01,2026-02-13T19:56:01,14.8376,74.6333,"Incident occurred near coordinates 14.8376, 74.6333 within the jurisdiction of Uttara Kannada Rural PS."
2982,2024-10-17T09:53:42,2024-10-17T12:53:42,2024-10-17T17:53:42,15.8214,74.5618,"Incident occurred near coordinates 15.8214, 74.5618 within the jurisdiction of Camp PS."
2983,2026-04-29T09:51:46,2026-04-29T13:51:46,2026-04-29T13:51:46,12.976,77.6151,"Incident occurred near coordinates 12.976, 77.6151 within the jurisdiction of Halasuru PS."
2984,2025-03-24T17:35:38,2025-03-24T19:35:38,2025-03-25T22:35:38,12.7176,77.3113,"Incident occurred near coordinates 12.7176, 77.3113 within the jurisdiction of Ramanagara Rural PS."
2985,2022-08-26T09:03:22,2022-08-26T12:03:22,2022-08-26T11:03:22,16.158,77.3526,"Incident occurred near coordinates 16.158, 77.3526 within the jurisdiction of Raichur Town PS."
2986,2022-03-14T09:20:27,2022-03-14T10:20:27,2022-03-16T06:20:27,12.9686,77.5802,"Incident occurred near coordinates 12.9686, 77.5802 within the jurisdiction of Indiranagar PS."
2987,2021-12-29T18:02:06,2021-12-30T00:02:06,2021-12-30T17:02:06,13.2998,74.6956,"Incident occurred near coordinates 13.2998, 74.6956 within the jurisdiction of Udupi Town PS."
2988,2025-07-04T13:58:36,2025-07-04T15:58:36,2025-07-06T14:58:36,14.271,76.3499,"Incident occurred near coordinates 14.271, 76.3499 within the jurisdiction of Chitradurga Rural PS."
2989,2025-06-08T20:17:50,2025-06-08T23:17:50,2025-06-09T12:17:50,14.5413,75.9948,"Incident occurred near coordinates 14.5413, 75.9948 within the jurisdiction of Davanagere Town PS."
2990,2023-07-23T20:34:09,2023-07-23T23:34:09,2023-07-25T05:34:09,14.7704,75.3784,"Incident occurred near coordinates 14.7704, 75.3784 within the jurisdiction of Haveri Rural PS."
2991,2025-02-20T08:25:29,2025-02-20T14:25:29,2025-02-22T00:25:29,13.923,75.5671,"Incident occurred near coordinates 13.923, 75.5671 within the jurisdiction of Shivamogga Town PS."
2992,2021-04-05T11:33:49,2021-04-05T16:33:49,2021-04-06T11:33:49,17.8865,77.5924,"Incident occurred near coordinates 17.8865, 77.5924 within the jurisdiction of Bidar Town PS."
2993,2023-06-30T13:08:33,2023-06-30T13:08:33,2023-07-02T15:08:33,15.9289,74.4207,"Incident occurred near coordinates 15.9289, 74.4207 within the jurisdiction of Khadebazar PS."
2994,2025-03-16T06:07:55,2025-03-16T06:07:55,2025-03-18T08:07:55,15.4845,75.6252,"Incident occurred near coordinates 15.4845, 75.6252 within the jurisdiction of Gadag Town PS."
2995,2022-04-25T00:12:08,2022-04-25T05:12:08,2022-04-27T00:12:08,16.7755,77.1219,"Incident occurred near coordinates 16.7755, 77.1219 within the jurisdiction of Yadgir Rural PS."
2996,2021-09-08T19:32:39,2021-09-08T23:32:39,2021-09-08T23:32:39,13.2509,77.6108,"Incident occurred near coordinates 13.2509, 77.6108 within the jurisdiction of Bengaluru Rural Town PS."
2997,2025-02-18T14:29:18,2025-02-18T15:29:18,2025-02-19T14:29:18,14.5412,75.9853,"Incident occurred near coordinates 14.5412, 75.9853 within the jurisdiction of Davanagere Rural PS."
2998,2023-04-24T15:24:10,2023-04-24T18:24:10,2023-04-26T10:24:10,17.2889,76.778,"Incident occurred near coordinates 17.2889, 76.778 within the jurisdiction of Kalaburagi Town PS."
2999,2025-01-13T05:52:33,2025-01-13T05:52:33,2025-01-15T00:52:33,12.7797,75.2993,"Incident occurred near coordinates 12.7797, 75.2993 within the jurisdiction of Panambur PS."
3000,2024-12-23T01:42:24,2024-12-23T05:42:24,2024-12-23T14:42:24,16.785,75.6641,"Incident occurred near coordinates 16.785, 75.6641 within the jurisdiction of Vijayapura Town PS."
3001,2023-04-12T09:03:45,2023-04-12T11:03:45,2023-04-13T08:03:45,16.8215,75.6678,"Incident occurred near coordinates 16.8215, 75.6678 within the jurisdiction of Vijayapura Rural PS."
3002,2023-02-03T06:15:05,2023-02-03T11:15:05,2023-02-05T01:15:05,13.0604,76.1313,"Incident occurred near coordinates 13.0604, 76.1313 within the jurisdiction of Hassan Rural PS."
3003,2021-09-01T03:56:28,2021-09-01T04:56:28,2021-09-02T08:56:28,12.9382,77.6366,"Incident occurred near coordinates 12.9382, 77.6366 within the jurisdiction of Cubbon Park PS."
3004,2026-03-25T03:37:34,2026-03-25T03:37:34,2026-03-25T07:37:34,14.7824,75.3792,"Incident occurred near coordinates 14.7824, 75.3792 within the jurisdiction of Haveri Rural PS."
3005,2025-08-20T12:09:51,2025-08-20T17:09:51,2025-08-21T17:09:51,13.0351,77.6419,"Incident occurred near coordinates 13.0351, 77.6419 within the jurisdiction of Koramangala PS."
3006,2023-11-27T07:29:33,2023-11-27T11:29:33,2023-11-29T02:29:33,15.8382,74.462,"Incident occurred near coordinates 15.8382, 74.462 within the jurisdiction of Tilakwadi PS."
3007,2021-12-12T01:49:01,2021-12-12T02:49:01,2021-12-13T02:49:01,14.7426,75.3714,"Incident occurred near coordinates 14.7426, 75.3714 within the jurisdiction of Haveri Town PS."
3008,2023-02-28T02:05:48,2023-02-28T07:05:48,2023-03-01T02:05:48,13.4121,74.7195,"Incident occurred near coordinates 13.4121, 74.7195 within the jurisdiction of Udupi Town PS."
3009,2025-02-20T09:23:20,2025-02-20T10:23:20,2025-02-20T22:23:20,14.4186,75.8872,"Incident occurred near coordinates 14.4186, 75.8872 within the jurisdiction of Davanagere Rural PS."
3010,2023-12-12T14:13:47,2023-12-12T18:13:47,2023-12-14T12:13:47,13.3768,77.0715,"Incident occurred near coordinates 13.3768, 77.0715 within the jurisdiction of Tumakuru Town PS."
3011,2023-01-02T03:35:29,2023-01-02T07:35:29,2023-01-03T14:35:29,13.2876,77.6181,"Incident occurred near coordinates 13.2876, 77.6181 within the jurisdiction of Bengaluru Rural Town PS."
3012,2024-06-11T08:01:04,2024-06-11T13:01:04,2024-06-13T07:01:04,16.2439,75.6167,"Incident occurred near coordinates 16.2439, 75.6167 within the jurisdiction of Bagalkot Town PS."
3013,2025-04-30T17:02:36,2025-04-30T20:02:36,2025-04-30T23:02:36,15.8555,74.5706,"Incident occurred near coordinates 15.8555, 74.5706 within the jurisdiction of Market PS."
3014,2021-08-09T05:29:55,2021-08-09T11:29:55,2021-08-10T10:29:55,14.1722,76.4151,"Incident occurred near coordinates 14.1722, 76.4151 within the jurisdiction of Chitradurga Rural PS."
3015,2025-02-22T08:00:08,2025-02-22T09:00:08,2025-02-23T21:00:08,14.4216,75.8939,"Incident occurred near coordinates 14.4216, 75.8939 within the jurisdiction of Davanagere Town PS."
3016,2022-01-12T07:18:14,2022-01-12T10:18:14,2022-01-12T10:18:14,17.9644,77.4489,"Incident occurred near coordinates 17.9644, 77.4489 within the jurisdiction of Bidar Rural PS."
3017,2023-05-06T14:09:50,2023-05-06T14:09:50,2023-05-08T12:09:50,15.1696,76.8602,"Incident occurred near coordinates 15.1696, 76.8602 within the jurisdiction of Ballari Rural PS."
3018,2021-02-23T21:26:30,2021-02-23T21:26:30,2021-02-24T04:26:30,16.14,77.3966,"Incident occurred near coordinates 16.14, 77.3966 within the jurisdiction of Raichur Rural PS."
3019,2023-10-08T02:37:46,2023-10-08T08:37:46,2023-10-10T06:37:46,11.8908,76.8667,"Incident occurred near coordinates 11.8908, 76.8667 within the jurisdiction of Chamarajanagar Town PS."
3020,2024-12-05T19:46:21,2024-12-05T23:46:21,2024-12-07T04:46:21,14.7478,75.3697,"Incident occurred near coordinates 14.7478, 75.3697 within the jurisdiction of Haveri Rural PS."
3021,2021-06-24T06:33:22,2021-06-24T07:33:22,2021-06-25T12:33:22,17.4044,76.8409,"Incident occurred near coordinates 17.4044, 76.8409 within the jurisdiction of Kalaburagi Town PS."
3022,2024-12-03T01:16:18,2024-12-03T03:16:18,2024-12-03T13:16:18,14.4444,75.9531,"Incident occurred near coordinates 14.4444, 75.9531 within the jurisdiction of Davanagere Rural PS."
3023,2023-03-07T17:44:47,2023-03-07T20:44:47,2023-03-09T09:44:47,12.3232,75.7337,"Incident occurred near coordinates 12.3232, 75.7337 within the jurisdiction of Kodagu Rural PS."
3024,2021-07-24T04:51:22,2021-07-24T07:51:22,2021-07-25T10:51:22,12.835,75.3196,"Incident occurred near coordinates 12.835, 75.3196 within the jurisdiction of Panambur PS."
3025,2025-11-30T13:14:27,2025-11-30T14:14:27,2025-12-01T00:14:27,15.7719,74.4337,"Incident occurred near coordinates 15.7719, 74.4337 within the jurisdiction of Khadebazar PS."
3026,2024-06-05T20:29:56,2024-06-06T02:29:56,2024-06-06T03:29:56,15.3444,76.1623,"Incident occurred near coordinates 15.3444, 76.1623 within the jurisdiction of Koppal Rural PS."
3027,2023-01-08T17:43:20,2023-01-08T17:43:20,2023-01-10T10:43:20,13.3842,77.7027,"Incident occurred near coordinates 13.3842, 77.7027 within the jurisdiction of Chikkaballapur Rural PS."
3028,2024-06-10T01:57:49,2024-06-10T01:57:49,2024-06-11T23:57:49,13.1491,78.1151,"Incident occurred near coordinates 13.1491, 78.1151 within the jurisdiction of Kolar Town PS."
3029,2025-10-31T01:27:33,2025-10-31T07:27:33,2025-11-01T19:27:33,17.9885,77.4997,"Incident occurred near coordinates 17.9885, 77.4997 within the jurisdiction of Bidar Town PS."
3030,2026-05-01T03:09:42,2026-05-01T04:09:42,2026-05-02T01:09:42,12.9927,76.1651,"Incident occurred near coordinates 12.9927, 76.1651 within the jurisdiction of Hassan Rural PS."
3031,2022-05-24T05:44:55,2022-05-24T08:44:55,2022-05-25T14:44:55,15.2343,76.4683,"Incident occurred near coordinates 15.2343, 76.4683 within the jurisdiction of Vijayanagara Town PS."
3032,2021-10-04T07:25:30,2021-10-04T10:25:30,2021-10-06T05:25:30,17.2778,76.7897,"Incident occurred near coordinates 17.2778, 76.7897 within the jurisdiction of Kalaburagi Town PS."
3033,2023-09-20T04:10:16,2023-09-20T07:10:16,2023-09-20T21:10:16,15.8764,74.4427,"Incident occurred near coordinates 15.8764, 74.4427 within the jurisdiction of Tilakwadi PS."
3034,2021-01-25T22:32:16,2021-01-25T22:32:16,2021-01-26T09:32:16,13.2876,74.7373,"Incident occurred near coordinates 13.2876, 74.7373 within the jurisdiction of Udupi Town PS."
3035,2022-04-12T00:28:53,2022-04-12T03:28:53,2022-04-13T09:28:53,14.7783,74.6499,"Incident occurred near coordinates 14.7783, 74.6499 within the jurisdiction of Uttara Kannada Town PS."
3036,2024-05-18T23:22:08,2024-05-19T01:22:08,2024-05-20T21:22:08,15.2568,76.4129,"Incident occurred near coordinates 15.2568, 76.4129 within the jurisdiction of Vijayanagara Town PS."
3037,2023-12-16T18:40:05,2023-12-16T21:40:05,2023-12-17T06:40:05,15.1908,76.4397,"Incident occurred near coordinates 15.1908, 76.4397 within the jurisdiction of Vijayanagara Town PS."
3038,2024-03-16T18:27:53,2024-03-16T20:27:53,2024-03-18T06:27:53,16.2402,75.7254,"Incident occurred near coordinates 16.2402, 75.7254 within the jurisdiction of Bagalkot Rural PS."
3039,2025-02-07T18:17:15,2025-02-07T19:17:15,2025-02-09T20:17:15,13.0746,76.0374,"Incident occurred near coordinates 13.0746, 76.0374 within the jurisdiction of Hassan Rural PS."
3040,2023-01-12T22:29:31,2023-01-13T00:29:31,2023-01-14T10:29:31,13.3736,74.7585,"Incident occurred near coordinates 13.3736, 74.7585 within the jurisdiction of Udupi Town PS."
3041,2022-02-25T08:34:41,2022-02-25T08:34:41,2022-02-26T01:34:41,15.9258,74.5342,"Incident occurred near coordinates 15.9258, 74.5342 within the jurisdiction of Tilakwadi PS."
3042,2021-04-10T01:20:26,2021-04-10T04:20:26,2021-04-11T21:20:26,17.401,76.8171,"Incident occurred near coordinates 17.401, 76.8171 within the jurisdiction of Kalaburagi Town PS."
3043,2022-01-21T09:30:55,2022-01-21T09:30:55,2022-01-23T10:30:55,12.337,75.8069,"Incident occurred near coordinates 12.337, 75.8069 within the jurisdiction of Kodagu Rural PS."
3044,2024-07-21T06:47:50,2024-07-21T07:47:50,2024-07-23T04:47:50,15.3262,76.2034,"Incident occurred near coordinates 15.3262, 76.2034 within the jurisdiction of Koppal Rural PS."
3045,2024-10-26T10:32:19,2024-10-26T10:32:19,2024-10-26T20:32:19,14.8681,74.652,"Incident occurred near coordinates 14.8681, 74.652 within the jurisdiction of Uttara Kannada Rural PS."
3046,2026-03-05T17:46:26,2026-03-05T21:46:26,2026-03-07T12:46:26,13.305,77.0846,"Incident occurred near coordinates 13.305, 77.0846 within the jurisdiction of Tumakuru Town PS."
3047,2025-02-07T23:56:30,2025-02-08T04:56:30,2025-02-08T16:56:30,13.4512,77.7336,"Incident occurred near coordinates 13.4512, 77.7336 within the jurisdiction of Chikkaballapur Rural PS."
3048,2025-12-29T18:22:02,2025-12-29T18:22:02,2025-12-31T03:22:02,16.8188,75.6677,"Incident occurred near coordinates 16.8188, 75.6677 within the jurisdiction of Vijayapura Rural PS."
3049,2025-05-12T09:05:07,2025-05-12T12:05:07,2025-05-14T09:05:07,15.4904,74.9375,"Incident occurred near coordinates 15.4904, 74.9375 within the jurisdiction of Dharwad Town PS."
3050,2023-03-18T16:49:07,2023-03-18T19:49:07,2023-03-19T00:49:07,14.4558,75.9854,"Incident occurred near coordinates 14.4558, 75.9854 within the jurisdiction of Davanagere Town PS."
3051,2025-12-20T08:40:53,2025-12-20T08:40:53,2025-12-22T10:40:53,12.2769,75.8347,"Incident occurred near coordinates 12.2769, 75.8347 within the jurisdiction of Kodagu Rural PS."
3052,2023-03-12T00:18:00,2023-03-12T05:18:00,2023-03-14T02:18:00,15.4179,76.1796,"Incident occurred near coordinates 15.4179, 76.1796 within the jurisdiction of Koppal Town PS."
